code,name,date,nums,nlast,count,clast,amount,ratio,year,quarter
600887,伊利股份,2003-03-31,4,-32,1060.78,-1242.33,22456.79,0.18,2003,1
600879,航天电子,2003-03-31,1,-5,914.21,-152.72,11756.71,1.15,2003,1
600871,石化油服,2003-03-31,1,-4,129.57,-278.61,610.29,0.05,2003,1
600867,通化东宝,2003-03-31,1,-5,1295.69,-189.03,11479.81,0.95,2003,1
600866,*ST星湖,2003-03-31,1,-7,245.69,-1963.64,2132.55,0.45,2003,1
600863,内蒙华电,2003-03-31,3,-11,2037.41,-292.85,20374.13,0.35,2003,1
600851,海欣股份,2003-03-31,3,-2,3408.02,-93.56,45769.68,4.62,2003,1
600849,上药转换,2003-03-31,1,-15,493.45,-739.33,6242.09,0.26,2003,1
600835,上海机电,2003-03-31,3,-15,2453.37,-672.94,31869.31,3.04,2003,1
600834,申通地铁,2003-03-31,1,-4,119.08,-293.44,1265.79,0.25,2003,1
600832,东方明珠,2003-03-31,2,-17,304.20,-878.60,5299.25,0.10,2003,1
600827,百联股份,2003-03-31,2,-8,1694.52,-813.05,23384.36,1.10,2003,1
600825,新华传媒,2003-03-31,4,-13,651.28,-693.93,8779.29,0.62,2003,1
600820,隧道股份,2003-03-31,1,-11,149.58,-777.16,1069.50,0.05,2003,1
600816,安信信托,2003-03-31,1,0,90.60,-112.14,630.58,0.08,2003,1
600812,华北制药,2003-03-31,5,-19,2749.45,-1534.01,16771.65,1.99,2003,1
600795,国电电力,2003-03-31,4,-15,3783.83,-2825.95,28265.19,0.19,2003,1
600790,轻纺城,2003-03-31,1,-4,133.46,-1000.55,735.36,0.13,2003,1
600785,新华百货,2003-03-31,1,-4,153.89,-139.83,1562.00,0.74,2003,1
600780,通宝能源,2003-03-31,2,-7,1071.80,-164.33,12325.64,0.93,2003,1
600747,大连控股,2003-03-31,1,-10,1144.37,-1461.21,7392.65,1.08,2003,1
600742,一汽富维,2003-03-31,3,-13,647.07,-581.13,8677.21,1.53,2003,1
600741,华域汽车,2003-03-31,1,-19,179.61,-3734.32,1043.56,0.06,2003,1
600728,佳都科技,2003-03-31,2,-5,919.79,-708.75,8756.40,0.70,2003,1
600718,东软集团,2003-03-31,2,-15,199.62,-952.58,2710.77,0.16,2003,1
600717,天津港,2003-03-31,2,-8,741.46,273.66,7288.51,0.44,2003,1
600707,彩虹股份,2003-03-31,1,-6,158.28,-254.71,1270.98,0.22,2003,1
600705,中航资本,2003-03-31,1,-7,654.41,-1325.09,4639.80,0.09,2003,1
600704,物产中大,2003-03-31,1,-2,337.66,-66.56,2427.78,0.38,2003,1
600694,大商股份,2003-03-31,4,-26,657.27,-1830.11,5106.96,2.24,2003,1
600688,上海石化,2003-03-31,5,-7,4374.37,2809.26,18591.06,0.60,2003,1
600686,金龙汽车,2003-03-31,1,-13,173.59,-610.36,2126.48,0.39,2003,1
600676,交运股份,2003-03-31,1,-5,126.23,-121.15,1362.05,0.15,2003,1
600663,陆家嘴,2003-03-31,1,-10,70.67,-570.07,936.44,0.03,2003,1
600660,福耀玻璃,2003-03-31,1,-2,316.21,22.29,3541.54,0.16,2003,1
600649,城投控股,2003-03-31,6,-21,3578.51,-1538.57,26981.95,1.16,2003,1
600643,爱建集团,2003-03-31,1,-2,695.07,271.18,7353.81,0.48,2003,1
600642,申能股份,2003-03-31,11,-15,4956.65,952.17,56059.67,1.09,2003,1
600635,大众公用,2003-03-31,1,-16,540.92,-791.70,4202.92,0.22,2003,1
600609,金杯汽车,2003-03-31,5,-9,1758.83,-264.54,11309.26,1.61,2003,1
600607,上实医药,2003-03-31,1,-13,152.74,-770.10,1455.61,0.42,2003,1
600600,青岛啤酒,2003-03-31,6,-15,2085.57,-653.04,19020.37,3.00,2003,1
600598,北大荒,2003-03-31,3,-19,2567.70,-941.78,16048.12,1.44,2003,1
600597,光明乳业,2003-03-31,4,-42,1029.01,-2952.11,13685.86,0.84,2003,1
600591,*ST上航,2003-03-31,1,-29,650.58,-1848.45,5341.29,0.60,2003,1
600585,海螺水泥,2003-03-31,5,-32,2415.21,-4074.73,18138.20,0.60,2003,1
600583,海油工程,2003-03-31,5,-22,1234.14,-1515.72,17586.53,0.28,2003,1
600582,天地科技,2003-03-31,1,-11,71.64,-271.50,1389.09,0.03,2003,1
600563,法拉电子,2003-03-31,2,-37,477.69,-305.87,6630.36,2.12,2003,1
600557,康缘药业,2003-03-31,1,-21,169.74,-229.79,2597.09,0.38,2003,1
600549,厦门钨业,2003-03-31,1,-20,80.53,-321.39,1377.00,0.09,2003,1
600536,中国软件,2003-03-31,1,-8,68.71,-208.66,1640.10,0.14,2003,1
600535,天士力,2003-03-31,3,-31,496.06,-1420.53,10372.70,0.48,2003,1
600526,菲达环保,2003-03-31,1,-22,124.46,-693.46,1717.50,0.31,2003,1
600520,*ST中发,2003-03-31,2,-17,321.68,-555.45,6320.92,2.09,2003,1
600519,贵州茅台,2003-03-31,5,-19,498.57,-802.43,12987.70,0.40,2003,1
600508,上海能源,2003-03-31,1,-20,107.94,-1577.86,1232.62,0.15,2003,1
600500,中化国际,2003-03-31,6,-14,2944.08,-1688.36,27026.64,1.71,2003,1
600488,天药股份,2003-03-31,1,-22,301.25,-753.10,4705.57,0.31,2003,1
600456,宝钛股份,2003-03-31,1,-5,91.37,2.23,1153.04,0.21,2003,1
600428,中远海特,2003-03-31,1,-18,99.09,-1754.14,952.29,0.06,2003,1
600418,江淮汽车,2003-03-31,7,-14,1858.99,-1129.49,25189.27,1.83,2003,1
600416,湘电股份,2003-03-31,1,-28,109.35,-1678.10,1213.81,0.16,2003,1
600396,金山股份,2003-03-31,1,-3,379.63,-6.85,5656.54,0.33,2003,1
600386,北巴传媒,2003-03-31,3,-22,942.59,-1242.95,12159.42,2.34,2003,1
600380,健康元,2003-03-31,1,-2,123.70,-107.52,2300.83,0.08,2003,1
600367,红星发展,2003-03-31,1,-13,111.43,-694.44,2110.48,0.38,2003,1
600366,宁波韵升,2003-03-31,1,-4,171.63,-132.69,1728.31,0.32,2003,1
600362,江西铜业,2003-03-31,2,-4,2004.31,1424.20,10422.40,0.97,2003,1
600359,新农开发,2003-03-31,1,-2,464.00,291.09,3623.81,1.22,2003,1
600350,山东高速,2003-03-31,4,-13,4209.23,1980.53,20204.30,0.87,2003,1
600320,振华重工,2003-03-31,1,-20,99.63,-1953.41,1171.60,0.04,2003,1
600315,上海家化,2003-03-31,1,-17,345.42,-1176.12,3885.99,0.51,2003,1
600309,万华化学,2003-03-31,2,-14,1373.69,-1345.35,14973.20,0.64,2003,1
600308,华泰股份,2003-03-31,6,-19,1017.78,-1361.33,14523.71,0.87,2003,1
600302,标准股份,2003-03-31,1,-5,289.60,-247.25,3058.14,0.84,2003,1
600276,恒瑞医药,2003-03-31,1,-24,524.22,-1586.83,5226.52,0.22,2003,1
600270,外运发展,2003-03-31,8,-17,2768.75,-775.76,52910.81,3.06,2003,1
600269,赣粤高速,2003-03-31,5,-4,1381.67,84.96,15585.23,0.59,2003,1
600261,阳光照明,2003-03-31,1,-5,99.87,-401.51,1390.13,0.07,2003,1
600236,桂冠电力,2003-03-31,1,-30,114.74,-2780.52,1344.75,0.03,2003,1
600221,海南航空,2003-03-31,1,-8,158.21,-181.11,998.33,0.01,2003,1
600205,S山东铝,2003-03-31,4,-7,1086.36,535.67,11276.43,5.66,2003,1
600188,兖州煤业,2003-03-31,1,-25,118.94,-1950.47,1079.95,0.04,2003,1
600183,生益科技,2003-03-31,1,-24,518.91,-2493.84,3922.95,0.36,2003,1
600178,东安动力,2003-03-31,1,-1,90.61,24.49,743.91,0.20,2003,1
600177,雅戈尔,2003-03-31,2,-11,210.23,-929.11,2098.05,0.09,2003,1
600171,上海贝岭,2003-03-31,2,-16,191.49,-1227.56,2336.15,0.28,2003,1
600168,武汉控股,2003-03-31,1,-17,89.03,-749.39,697.08,0.13,2003,1
600166,福田汽车,2003-03-31,9,-12,1788.67,775.52,21964.93,0.27,2003,1
600138,中青旅,2003-03-31,1,-17,496.28,-1151.45,4704.76,0.71,2003,1
600135,乐凯胶片,2003-03-31,1,-13,126.89,-739.63,1369.14,0.34,2003,1
600130,波导股份,2003-03-31,1,-11,260.87,-277.06,5807.00,0.34,2003,1
600104,上汽集团,2003-03-31,26,-17,15647.41,3540.46,146459.72,1.42,2003,1
600098,广州发展,2003-03-31,1,-8,374.50,-145.19,4198.14,0.14,2003,1
600085,同仁堂,2003-03-31,9,-28,2731.47,-1512.53,51023.88,1.99,2003,1
600066,宇通客车,2003-03-31,2,-27,806.76,-2055.48,11028.43,0.42,2003,1
600056,中国医药,2003-03-31,1,-3,49.70,-35.98,723.67,0.05,2003,1
600050,中国联通,2003-03-31,26,-40,49186.36,-60716.88,145099.77,2.32,2003,1
600037,歌华有线,2003-03-31,3,-16,801.06,-565.35,14651.34,0.69,2003,1
600036,招商银行,2003-03-31,40,-18,32551.76,2708.39,334632.07,1.58,2003,1
600030,中信证券,2003-03-31,4,-57,1161.50,-1437.60,7782.04,0.12,2003,1
600028,中国石化,2003-03-31,21,-11,29496.84,13025.51,106188.63,0.31,2003,1
600019,宝钢股份,2003-03-31,41,-8,52435.99,16370.13,270569.68,3.19,2003,1
600018,上港集团,2003-03-31,13,-21,3370.30,-2465.68,65956.75,0.15,2003,1
600016,民生银行,2003-03-31,8,-7,2304.17,-222.18,27212.22,0.08,2003,1
600012,皖通高速,2003-03-31,2,-64,598.17,-1109.03,3146.36,0.51,2003,1
600011,华能国际,2003-03-31,16,-18,5804.02,-127.88,77657.73,0.55,2003,1
600009,上海机场,2003-03-31,31,-11,16374.78,3342.46,174555.19,14.97,2003,1
600008,首创股份,2003-03-31,6,-27,2058.20,-2484.17,23113.63,0.43,2003,1
600002,齐鲁石化,2003-03-31,4,0,1916.07,1693.50,9139.65,5.47,2003,1
600000,浦发银行,2003-03-31,26,20,11857.42,10734.75,132210.21,0.58,2003,1
000989,九芝堂,2003-03-31,1,-6,73.10,-152.21,755.16,0.23,2003,1
000983,西山煤电,2003-03-31,2,-11,635.57,-861.45,4709.56,0.20,2003,1
000973,佛塑科技,2003-03-31,1,-11,563.64,-346.79,4768.37,0.58,2003,1
000969,安泰科技,2003-03-31,1,-6,60.39,-291.33,709.60,0.07,2003,1
000966,中邮核心科技创新灵活配置混合,2003-03-31,1,-11,141.57,-709.15,1078.77,0.00,2003,1
000966,长源电力,2003-03-31,1,-11,141.57,-709.15,1078.77,0.13,2003,1
000962,*ST东钽,2003-03-31,1,-3,119.18,-64.92,1083.39,0.27,2003,1
000951,中国重汽,2003-03-31,1,-3,131.66,-159.01,1026.94,0.20,2003,1
000939,凯迪生态,2003-03-31,5,-3,2228.26,-240.47,29101.10,2.10,2003,1
000927,一汽夏利,2003-03-31,4,-13,944.87,-1759.46,7256.63,0.59,2003,1
000919,金陵药业,2003-03-31,1,-4,434.89,-302.48,6358.08,0.86,2003,1
000916,华北高速,2003-03-31,2,-11,792.67,-1024.73,4224.93,0.73,2003,1
000912,泸天化,2003-03-31,1,-4,424.56,-192.91,3642.73,0.73,2003,1
000898,鞍钢股份,2003-03-31,2,-7,2584.96,1548.48,9486.81,0.42,2003,1
000895,双汇发展,2003-03-31,2,-27,1184.73,-2633.65,13387.50,0.36,2003,1
000877,天山股份,2003-03-31,1,-4,83.12,-190.06,1047.29,0.09,2003,1
000875,吉电股份,2003-03-31,2,-2,3280.48,-4671.40,16632.05,2.94,2003,1
000869,张裕A,2003-03-31,1,-9,132.49,-510.48,1890.61,0.29,2003,1
000866,扬子石化,2003-03-31,7,-15,8738.39,4118.81,52342.96,24.97,2003,1
000858,五粮液,2003-03-31,2,-12,852.15,-536.35,9782.72,0.22,2003,1
000839,中信国安,2003-03-31,4,-12,1114.11,121.29,16054.27,0.28,2003,1
000800,一汽轿车,2003-03-31,15,-12,7034.78,-1654.01,54308.54,4.98,2003,1
000792,盐湖股份,2003-03-31,6,-15,1128.30,-859.60,17657.85,0.62,2003,1
000787,华融现金增利货币C,2003-03-31,2,-14,266.93,-1056.92,2338.33,0.00,2003,1
000787,*ST创智,2003-03-31,2,-14,266.93,-1056.92,2338.33,0.15,2003,1
000786,华融现金增利货币B,2003-03-31,1,-6,600.35,-852.26,3494.04,0.00,2003,1
000786,北新建材,2003-03-31,1,-6,600.35,-852.26,3494.04,0.44,2003,1
000778,新兴铸管,2003-03-31,1,-10,287.69,-188.53,3345.83,0.08,2003,1
000739,普洛药业,2003-03-31,1,0,68.46,56.97,605.20,0.06,2003,1
000727,华东科技,2003-03-31,2,-5,302.00,-840.25,2165.34,0.12,2003,1
000717,*ST韶钢,2003-03-31,7,5,2665.24,2615.81,24893.35,1.10,2003,1
000709,河钢股份,2003-03-31,2,-15,1496.27,-929.33,9845.44,0.14,2003,1
000700,模塑科技,2003-03-31,1,-13,248.60,-748.24,3627.07,0.36,2003,1
000680,山推股份,2003-03-31,1,-14,719.42,-477.14,6050.31,0.68,2003,1
000659,珠海中富,2003-03-31,1,-16,124.61,-2470.40,1035.52,0.10,2003,1
000651,格力电器,2003-03-31,1,-4,53.56,-631.27,481.00,0.01,2003,1
000636,风华高科,2003-03-31,2,-19,208.36,-2374.95,1671.08,0.26,2003,1
000629,*ST钒钛,2003-03-31,2,-5,872.71,219.34,5602.79,0.18,2003,1
000625,长安汽车,2003-03-31,2,-8,1134.94,-791.95,13426.34,0.30,2003,1
000619,海螺型材,2003-03-31,1,-3,634.26,-96.32,6069.90,1.76,2003,1
000612,焦作万方,2003-03-31,1,0,132.47,98.38,1161.79,0.13,2003,1
000581,威孚高科,2003-03-31,6,-23,2806.35,-2039.11,30785.66,3.35,2003,1
000559,万向钱潮,2003-03-31,1,-13,188.63,-1351.07,1827.79,0.08,2003,1
000550,江铃汽车,2003-03-31,2,-8,285.30,-554.03,2687.55,0.55,2003,1
000542,TCL通讯,2003-03-31,5,-15,1121.09,-844.01,18576.39,13.76,2003,1
000541,佛山照明,2003-03-31,2,-33,493.44,-2336.66,5921.23,0.50,2003,1
000527,美的电器,2003-03-31,1,-9,503.44,-157.59,3478.77,0.15,2003,1
000520,长航凤凰,2003-03-31,1,-10,133.93,-866.07,768.78,0.13,2003,1
000513,丽珠集团,2003-03-31,1,-21,281.57,-2078.67,2604.50,1.19,2003,1
000503,海虹控股,2003-03-31,2,-5,349.78,-207.30,5753.93,0.39,2003,1
000488,晨鸣纸业,2003-03-31,1,-6,1051.02,-417.05,17541.59,0.94,2003,1
000157,中联重科,2003-03-31,5,-9,2316.10,-992.22,23971.67,0.37,2003,1
000089,深圳机场,2003-03-31,8,-14,6701.65,-1444.05,63196.53,3.27,2003,1
000088,盐田港,2003-03-31,17,-15,3846.97,-390.18,69707.07,1.98,2003,1
000069,华侨城A,2003-03-31,1,-4,301.93,59.04,4704.08,0.05,2003,1
000068,华控赛格,2003-03-31,2,-12,467.29,-717.02,3700.93,0.52,2003,1
000063,中兴通讯,2003-03-31,9,-15,2390.09,1053.80,41707.07,0.70,2003,1
000039,中集集团,2003-03-31,2,-11,570.83,-440.97,8562.45,0.45,2003,1
000027,深圳能源,2003-03-31,2,-4,833.38,338.65,6800.36,0.21,2003,1
000022,深赤湾A,2003-03-31,1,-9,94.04,-131.34,1289.33,0.20,2003,1
000021,深科技,2003-03-31,2,-2,991.72,784.05,11295.63,0.67,2003,1
000016,深康佳A,2003-03-31,1,-9,166.71,-446.20,1280.33,0.10,2003,1
000009,中国宝安,2003-03-31,1,-2,129.97,-176.97,682.32,0.06,2003,1
000002,万科A,2003-03-31,6,-21,1366.61,-2528.72,16139.72,0.14,2003,1
000001,平安银行,2003-03-31,4,-21,1200.35,-2568.65,14152.15,0.07,2003,1
600887,伊利股份,2003-06-30,22,18,2450.32,1389.54,55448.79,0.41,2003,2
600879,航天电子,2003-06-30,5,4,2041.28,1127.07,19101.57,2.56,2003,2
600871,石化油服,2003-06-30,3,2,521.53,391.96,2481.63,0.19,2003,2
600867,通化东宝,2003-06-30,3,2,815.00,-480.69,6220.38,0.60,2003,2
600866,*ST星湖,2003-06-30,6,5,749.88,504.20,6066.60,1.36,2003,2
600863,内蒙华电,2003-06-30,5,2,3515.99,1478.57,19934.81,0.61,2003,2
600851,海欣股份,2003-06-30,6,3,3555.74,147.73,43240.12,4.82,2003,2
600849,上药转换,2003-06-30,3,2,648.61,155.16,5763.88,0.34,2003,2
600835,上海机电,2003-06-30,8,5,3577.58,1124.21,37809.50,4.44,2003,2
600834,申通地铁,2003-06-30,1,0,54.22,-64.86,504.79,0.11,2003,2
600832,东方明珠,2003-06-30,6,4,252.11,-52.09,5291.23,0.08,2003,2
600827,百联股份,2003-06-30,4,2,1838.62,144.10,20708.05,1.19,2003,2
600825,新华传媒,2003-06-30,17,13,1483.44,832.16,16415.22,1.42,2003,2
600820,隧道股份,2003-06-30,7,6,1154.40,1004.82,7875.30,0.37,2003,2
600816,安信信托,2003-06-30,3,2,311.46,220.86,2092.80,0.27,2003,2
600812,华北制药,2003-06-30,30,25,8961.99,6212.54,56013.70,6.50,2003,2
600795,国电电力,2003-06-30,31,27,8865.91,5082.08,86474.78,0.45,2003,2
600790,轻纺城,2003-06-30,1,0,402.23,268.77,2011.13,0.38,2003,2
600785,新华百货,2003-06-30,5,4,155.38,1.49,1469.87,0.75,2003,2
600780,通宝能源,2003-06-30,5,3,4075.93,3004.14,30001.90,3.56,2003,2
600747,大连控股,2003-06-30,2,1,516.71,-627.67,3653.57,0.49,2003,2
600742,一汽富维,2003-06-30,3,0,214.53,-432.54,2059.53,0.51,2003,2
600741,华域汽车,2003-06-30,10,9,1722.89,1543.27,8976.23,0.60,2003,2
600728,佳都科技,2003-06-30,2,0,253.76,-666.03,2590.64,0.19,2003,2
600718,东软集团,2003-06-30,9,7,627.59,427.97,7526.69,0.51,2003,2
600717,天津港,2003-06-30,19,17,3137.31,2395.86,34848.28,1.87,2003,2
600707,彩虹股份,2003-06-30,7,6,1202.67,1044.39,10989.23,1.63,2003,2
600705,中航资本,2003-06-30,2,1,140.94,-513.47,955.57,0.02,2003,2
600704,物产中大,2003-06-30,1,0,12.22,-325.44,78.70,0.01,2003,2
600694,大商股份,2003-06-30,21,17,2974.44,2317.17,24356.88,10.13,2003,2
600688,上海石化,2003-06-30,21,16,8083.31,3708.94,35075.81,1.11,2003,2
600686,金龙汽车,2003-06-30,15,14,1120.50,946.91,12982.33,2.53,2003,2
600676,交运股份,2003-06-30,2,1,209.36,83.13,1968.02,0.24,2003,2
600663,陆家嘴,2003-06-30,1,0,56.81,-13.86,741.42,0.02,2003,2
600660,福耀玻璃,2003-06-30,7,6,729.94,413.73,8749.89,0.36,2003,2
600653,申华控股,2003-06-30,2,0,278.30,-400.57,1157.73,0.16,2003,2
600649,城投控股,2003-06-30,16,10,2469.76,-1108.75,18473.81,0.80,2003,2
600643,爱建集团,2003-06-30,6,5,1427.39,732.33,15898.23,1.00,2003,2
600642,申能股份,2003-06-30,45,34,10683.07,5726.42,125851.82,2.35,2003,2
600635,大众公用,2003-06-30,8,7,1405.96,865.05,10989.16,0.58,2003,2
600609,金杯汽车,2003-06-30,28,23,8559.37,6800.55,64440.79,7.83,2003,2
600607,上实医药,2003-06-30,6,5,296.01,143.27,2982.72,0.80,2003,2
600600,青岛啤酒,2003-06-30,24,18,3784.55,1698.98,32700.61,5.44,2003,2
600598,北大荒,2003-06-30,13,10,4851.00,2283.30,29847.17,2.73,2003,2
600597,光明乳业,2003-06-30,23,19,3492.76,2463.75,45553.47,2.85,2003,2
600591,*ST上航,2003-06-30,1,0,21.67,-628.91,164.50,0.02,2003,2
600585,海螺水泥,2003-06-30,36,31,10044.38,7629.17,78124.94,2.51,2003,2
600583,海油工程,2003-06-30,22,17,2650.60,1416.46,37346.96,0.60,2003,2
600582,天地科技,2003-06-30,4,3,265.99,194.35,3131.10,0.10,2003,2
600563,法拉电子,2003-06-30,15,13,1178.87,701.18,15992.49,5.24,2003,2
600557,康缘药业,2003-06-30,1,0,52.93,-116.82,831.50,0.12,2003,2
600549,厦门钨业,2003-06-30,7,6,300.80,220.27,4311.01,0.34,2003,2
600536,中国软件,2003-06-30,3,2,109.77,41.06,1955.48,0.22,2003,2
600535,天士力,2003-06-30,19,16,1134.63,638.57,14088.62,1.10,2003,2
600526,菲达环保,2003-06-30,2,1,99.84,-24.62,1272.98,0.25,2003,2
600520,*ST中发,2003-06-30,7,5,796.07,474.40,7835.41,5.17,2003,2
600519,贵州茅台,2003-06-30,18,13,838.14,339.57,20949.89,0.67,2003,2
600508,上海能源,2003-06-30,9,8,692.66,584.73,7834.42,0.96,2003,2
600500,中化国际,2003-06-30,13,7,3215.07,270.99,27615.50,1.87,2003,2
600488,天药股份,2003-06-30,3,2,140.47,-160.79,1331.62,0.15,2003,2
600460,士兰微,2003-06-30,10,8,470.25,358.86,8132.22,0.38,2003,2
600456,宝钛股份,2003-06-30,2,1,104.84,13.47,1335.02,0.24,2003,2
600428,中远海特,2003-06-30,4,3,193.13,94.03,1557.72,0.11,2003,2
600418,江淮汽车,2003-06-30,24,17,3315.56,1456.58,43176.74,3.26,2003,2
600416,湘电股份,2003-06-30,1,0,37.41,-71.94,346.04,0.05,2003,2
600408,安泰集团,2003-06-30,4,2,391.74,171.45,3390.73,0.39,2003,2
600396,金山股份,2003-06-30,1,0,393.10,13.47,6179.56,0.34,2003,2
600386,北巴传媒,2003-06-30,7,4,1261.88,319.29,13476.97,3.13,2003,2
600380,健康元,2003-06-30,2,1,154.62,30.92,2846.81,0.10,2003,2
600367,红星发展,2003-06-30,12,11,1042.28,930.85,13983.77,3.58,2003,2
600366,宁波韵升,2003-06-30,1,0,172.49,0.86,1471.30,0.33,2003,2
600362,江西铜业,2003-06-30,7,5,1598.97,-405.34,8140.04,0.77,2003,2
600359,新农开发,2003-06-30,1,0,165.64,-298.36,1151.19,0.43,2003,2
600350,山东高速,2003-06-30,15,11,6813.74,2604.51,31461.24,1.42,2003,2
600320,振华重工,2003-06-30,17,16,1024.69,925.06,11061.56,0.37,2003,2
600315,上海家化,2003-06-30,7,6,630.85,285.43,6738.92,0.94,2003,2
600309,万华化学,2003-06-30,18,16,3386.41,2012.73,39323.92,1.57,2003,2
600308,华泰股份,2003-06-30,19,13,3155.42,2137.64,34504.28,2.70,2003,2
600302,标准股份,2003-06-30,2,1,51.12,-238.48,516.75,0.15,2003,2
600276,恒瑞医药,2003-06-30,8,7,1298.42,774.20,13274.05,0.55,2003,2
600270,外运发展,2003-06-30,29,21,4845.33,2076.58,93409.49,5.35,2003,2
600269,赣粤高速,2003-06-30,13,8,2106.26,724.59,23874.34,0.90,2003,2
600261,阳光照明,2003-06-30,1,0,76.43,-23.44,835.34,0.05,2003,2
600236,桂冠电力,2003-06-30,18,17,2461.01,2346.27,29718.39,0.68,2003,2
600221,海南航空,2003-06-30,3,2,549.05,390.83,3085.23,0.05,2003,2
600205,S山东铝,2003-06-30,27,23,3227.32,2140.96,37140.65,16.81,2003,2
600188,兖州煤业,2003-06-30,24,23,3453.95,3335.02,31105.51,1.17,2003,2
600183,生益科技,2003-06-30,24,23,5080.91,4562.01,44907.38,3.53,2003,2
600178,东安动力,2003-06-30,5,4,1359.36,1268.75,10141.67,2.94,2003,2
600177,雅戈尔,2003-06-30,19,17,2210.04,1999.81,22481.91,0.99,2003,2
600171,上海贝岭,2003-06-30,4,2,210.43,18.94,2315.09,0.31,2003,2
600168,武汉控股,2003-06-30,3,2,325.02,235.99,2219.55,0.46,2003,2
600166,福田汽车,2003-06-30,27,18,3591.27,1802.60,49974.63,0.54,2003,2
600138,中青旅,2003-06-30,3,2,158.06,-338.22,1447.75,0.22,2003,2
600135,乐凯胶片,2003-06-30,2,1,192.02,65.13,2523.80,0.52,2003,2
600130,波导股份,2003-06-30,6,5,439.32,178.45,7969.54,0.57,2003,2
600104,上汽集团,2003-06-30,57,31,24338.68,8691.27,289215.46,2.21,2003,2
600098,广州发展,2003-06-30,5,4,778.32,403.82,8342.29,0.29,2003,2
600085,同仁堂,2003-06-30,37,28,5376.39,2644.92,106707.72,3.92,2003,2
600066,宇通客车,2003-06-30,23,21,2526.85,1720.09,34094.65,1.33,2003,2
600056,中国医药,2003-06-30,1,0,174.95,125.25,1446.85,0.17,2003,2
600050,中国联通,2003-06-30,56,30,112101.41,62915.05,360151.21,5.29,2003,2
600037,歌华有线,2003-06-30,23,20,2117.76,1316.71,44729.13,1.81,2003,2
600036,招商银行,2003-06-30,61,21,37726.80,5175.04,430618.73,1.83,2003,2
600030,中信证券,2003-06-30,11,7,1184.17,22.67,9032.25,0.12,2003,2
600028,中国石化,2003-06-30,41,20,32656.08,3159.24,122636.61,0.34,2003,2
600019,宝钢股份,2003-06-30,59,18,64302.39,11866.40,328142.95,3.92,2003,2
600018,上港集团,2003-06-30,45,32,12104.28,8733.98,143898.25,0.53,2003,2
600016,民生银行,2003-06-30,15,7,2772.67,468.50,27736.54,0.09,2003,2
600012,皖通高速,2003-06-30,10,8,2345.15,1746.98,13382.57,2.01,2003,2
600011,华能国际,2003-06-30,51,35,15018.54,9214.53,223488.64,1.43,2003,2
600009,上海机场,2003-06-30,52,21,19058.81,2684.03,202643.39,17.43,2003,2
600008,首创股份,2003-06-30,13,7,2370.81,312.60,25330.14,0.49,2003,2
600002,齐鲁石化,2003-06-30,18,14,3784.78,1868.71,20414.16,10.81,2003,2
600000,浦发银行,2003-06-30,49,23,16000.18,4142.77,186016.88,0.78,2003,2
000989,九芝堂,2003-06-30,1,0,98.18,25.07,1022.99,0.30,2003,2
000983,西山煤电,2003-06-30,16,14,4253.29,3617.72,34351.73,1.35,2003,2
000973,佛塑科技,2003-06-30,5,4,259.26,-304.38,2097.20,0.27,2003,2
000969,安泰科技,2003-06-30,4,3,585.66,525.27,5942.37,0.68,2003,2
000966,中邮核心科技创新灵活配置混合,2003-06-30,3,2,467.21,325.63,3578.79,0.00,2003,2
000966,长源电力,2003-06-30,3,2,467.21,325.63,3578.79,0.42,2003,2
000962,*ST东钽,2003-06-30,1,0,265.62,146.43,2186.03,0.60,2003,2
000951,中国重汽,2003-06-30,2,1,27.73,-103.93,307.76,0.04,2003,2
000939,凯迪生态,2003-06-30,9,4,2334.52,106.26,30537.93,2.20,2003,2
000927,一汽夏利,2003-06-30,26,22,6516.97,5572.09,65740.89,4.09,2003,2
000919,金陵药业,2003-06-30,2,1,260.87,-174.02,3159.16,0.52,2003,2
000916,华北高速,2003-06-30,8,6,2935.29,2142.62,15028.66,2.69,2003,2
000912,泸天化,2003-06-30,4,3,483.66,59.10,2876.80,0.83,2003,2
000898,鞍钢股份,2003-06-30,22,20,13883.48,11298.52,56198.46,2.26,2003,2
000895,双汇发展,2003-06-30,24,22,5141.23,3956.49,67601.54,1.56,2003,2
000877,天山股份,2003-06-30,2,1,171.34,88.22,1744.20,0.19,2003,2
000875,吉电股份,2003-06-30,3,1,422.58,-2857.90,2349.54,0.38,2003,2
000869,张裕A,2003-06-30,3,2,283.35,150.86,3238.66,0.62,2003,2
000866,扬子石化,2003-06-30,21,14,4944.41,-3793.98,32385.86,14.13,2003,2
000858,五粮液,2003-06-30,8,6,1253.02,400.87,12166.87,0.33,2003,2
000839,中信国安,2003-06-30,7,3,1166.50,52.39,19527.20,0.30,2003,2
000800,一汽轿车,2003-06-30,37,22,10765.65,3730.86,106336.11,7.63,2003,2
000792,盐湖股份,2003-06-30,7,1,3126.35,1998.06,23877.01,1.71,2003,2
000787,华融现金增利货币C,2003-06-30,4,2,262.30,-4.63,1870.19,0.00,2003,2
000787,*ST创智,2003-06-30,4,2,262.30,-4.63,1870.19,0.15,2003,2
000786,华融现金增利货币B,2003-06-30,2,1,1844.16,1243.81,10416.53,0.00,2003,2
000786,北新建材,2003-06-30,2,1,1844.16,1243.81,10416.53,1.34,2003,2
