code,name,date,nums,nlast,count,clast,amount,ratio,year,quarter
000690,宝新能源,2013-06-30,73,66,14608.79,13605.91,68223.04,8.46,2013,2
000671,阳光城,2013-06-30,89,70,25130.96,20036.99,297801.88,7.91,2013,2
000669,金鸿能源,2013-06-30,63,59,4073.83,3914.24,154153.57,8.38,2013,2
000661,长春高新,2013-06-30,131,94,3810.42,1767.09,373077.93,22.40,2013,2
000656,金科股份,2013-06-30,96,91,10751.55,8692.33,124610.47,2.57,2013,2
000651,格力电器,2013-06-30,322,124,92516.45,7845.82,2318462.12,15.38,2013,2
000650,仁和药业,2013-06-30,45,43,8772.38,8525.38,42721.51,7.08,2013,2
000639,西王食品,2013-06-30,26,16,1924.87,667.90,27005.88,5.11,2013,2
000630,铜陵有色,2013-06-30,119,117,13498.79,13049.46,145516.96,1.41,2013,2
000625,长安汽车,2013-06-30,273,206,91146.49,36152.54,846750.90,24.24,2013,2
000623,吉林敖东,2013-06-30,105,101,10864.02,10853.02,158397.35,13.14,2013,2
000616,海航投资,2013-06-30,45,43,11282.27,4473.79,32154.46,7.89,2013,2
000602,金马集团,2013-06-30,9,5,6822.39,538.38,90737.79,32.66,2013,2
000598,兴蓉环境,2013-06-30,48,34,1889.45,1196.22,9088.28,0.63,2013,2
000596,古井贡酒,2013-06-30,101,93,3976.91,2280.66,83037.94,10.37,2013,2
000592,平潭发展,2013-06-30,11,9,2085.89,123.40,7488.35,1.09,2013,2
000584,友利控股,2013-06-30,4,3,324.49,244.49,3682.98,0.53,2013,2
000581,威孚高科,2013-06-30,203,177,19247.76,11080.10,642682.65,23.01,2013,2
000572,海马汽车,2013-06-30,46,44,6091.29,5953.62,20223.08,3.71,2013,2
000568,泸州老窖,2013-06-30,178,153,27735.30,14395.16,659545.52,19.78,2013,2
000566,海南海药,2013-06-30,44,39,9475.57,1471.96,95987.56,9.57,2013,2
000562,宏源证券,2013-06-30,115,108,27233.13,25561.26,239379.18,7.74,2013,2
000561,烽火电子,2013-06-30,2,1,50.18,-449.80,262.94,0.08,2013,2
000559,万向钱潮,2013-06-30,77,75,8339.37,7532.43,43781.71,3.63,2013,2
000553,沙隆达A,2013-06-30,20,19,1862.30,1860.30,14209.34,5.12,2013,2
000550,江铃汽车,2013-06-30,73,71,3694.72,2970.57,56566.12,7.14,2013,2
000543,皖能电力,2013-06-30,47,45,2387.31,2283.70,13846.41,1.33,2013,2
000539,粤电力A,2013-06-30,82,80,12171.67,11436.95,55015.94,4.77,2013,2
000538,云南白药,2013-06-30,282,181,17080.88,5220.99,1434964.61,16.40,2013,2
000536,华映科技,2013-06-30,20,18,2651.02,1036.33,68131.12,3.41,2013,2
000530,大冷股份,2013-06-30,10,7,1462.97,99.19,10752.85,4.10,2013,2
000528,柳工,2013-06-30,101,100,13365.28,11422.77,86874.32,11.88,2013,2
000527,美的电器,2013-06-30,232,177,79801.19,48282.25,991130.78,23.58,2013,2
000525,红太阳,2013-06-30,78,61,5058.98,2304.56,75834.10,9.98,2013,2
000521,美菱电器,2013-06-30,16,10,1950.42,992.99,6124.32,3.27,2013,2
000513,丽珠集团,2013-06-30,83,58,5336.05,770.45,199034.48,22.62,2013,2
000503,海虹控股,2013-06-30,51,39,5372.14,5260.12,75639.66,5.98,2013,2
000501,鄂武商A,2013-06-30,59,58,5531.49,3155.55,61952.65,10.90,2013,2
000430,张家界,2013-06-30,39,34,4721.40,3727.07,32483.20,22.59,2013,2
000428,华天酒店,2013-06-30,11,7,904.12,-132.65,3743.05,1.26,2013,2
000426,兴业矿业,2013-06-30,34,32,803.94,713.94,6712.88,0.70,2013,2
000423,东阿阿胶,2013-06-30,239,106,24804.33,3209.94,959431.47,37.93,2013,2
000418,小天鹅A,2013-06-30,44,36,5537.86,2831.40,39374.21,12.63,2013,2
000415,渤海金控,2013-06-30,34,32,1137.36,973.52,7040.28,0.37,2013,2
000413,东旭光电,2013-06-30,21,19,1989.13,1866.93,24645.29,0.67,2013,2
000402,金融街,2013-06-30,121,116,42546.00,40148.75,213155.45,14.23,2013,2
000401,冀东水泥,2013-06-30,110,106,11998.00,9579.06,98623.55,8.91,2013,2
000400,许继电气,2013-06-30,152,142,15734.52,12409.99,426090.91,21.33,2013,2
000338,潍柴动力,2013-06-30,146,138,17879.69,14925.94,310212.67,8.11,2013,2
000157,中联重科,2013-06-30,153,103,75613.63,15044.11,410582.02,12.05,2013,2
000100,TCL集团,2013-06-30,168,123,209495.80,103538.64,475555.48,22.38,2013,2
000099,中信海直,2013-06-30,35,34,535.31,460.32,3335.01,0.88,2013,2
000090,天健集团,2013-06-30,36,35,777.26,415.70,5409.73,1.00,2013,2
000069,华侨城A,2013-06-30,200,188,108548.15,80438.73,561193.93,17.70,2013,2
000063,中兴通讯,2013-06-30,206,168,64162.48,31232.27,818071.65,18.71,2013,2
000060,中金岭南,2013-06-30,114,103,27651.85,22538.08,183055.25,12.50,2013,2
000059,华锦股份,2013-06-30,97,96,7886.27,7879.62,35724.81,5.63,2013,2
000050,深天马A,2013-06-30,62,58,4290.24,3850.63,50324.57,3.54,2013,2
000049,德赛电池,2013-06-30,103,88,4370.57,2957.11,262234.27,21.29,2013,2
000039,中集集团,2013-06-30,98,97,15066.62,14786.62,155638.20,11.94,2013,2
000028,国药一致,2013-06-30,93,75,7156.41,4301.42,199806.86,30.68,2013,2
000027,深圳能源,2013-06-30,78,75,9616.94,9611.24,48373.21,2.43,2013,2
000024,招商地产,2013-06-30,282,247,40218.40,28270.54,976502.74,39.16,2013,2
000012,南玻A,2013-06-30,165,160,38010.84,37897.72,352360.46,28.95,2013,2
000002,万科A,2013-06-30,433,174,346693.40,51682.49,3414929.95,35.65,2013,2
000001,平安银行,2013-06-30,175,100,85504.35,47328.08,852478.38,5.05,2013,2
603366,日出东方,2013-09-30,3,-40,4.18,-1954.23,61.08,0.01,2013,3
603077,和邦生物,2013-09-30,5,-27,115.10,-165.24,1744.84,0.04,2013,3
603008,喜临门,2013-09-30,3,-2,733.42,-200.69,5815.99,2.33,2013,3
603000,人民网,2013-09-30,25,-50,1109.64,-564.75,104194.87,1.00,2013,3
601999,出版传媒,2013-09-30,1,-20,135.01,-171.43,1124.64,0.25,2013,3
601998,中信银行,2013-09-30,3,-91,2232.45,-25365.04,8371.71,0.07,2013,3
601992,金隅股份,2013-09-30,1,-73,0.20,-6768.13,1.08,0.00,2013,3
601991,大唐发电,2013-09-30,2,-66,38.83,-19171.73,173.55,0.00,2013,3
601989,中国重工,2013-09-30,29,-99,26408.63,-26536.22,161092.64,1.44,2013,3
601988,中国银行,2013-09-30,4,-92,8071.82,-43700.83,22439.66,0.04,2013,3
601965,中国汽研,2013-09-30,12,-33,1563.78,-5382.91,15809.81,1.63,2013,3
601958,金钼股份,2013-09-30,1,-96,1.32,-4609.93,10.92,0.00,2013,3
601939,建设银行,2013-09-30,17,-66,15814.53,-37337.42,68002.50,1.65,2013,3
601933,永辉超市,2013-09-30,17,-99,7613.38,-4078.08,107196.45,1.17,2013,3
601929,吉视传媒,2013-09-30,2,-27,262.11,-681.36,2332.78,0.08,2013,3
601928,凤凰传媒,2013-09-30,18,-118,2152.86,-15716.96,29860.20,0.85,2013,3
601918,*ST新集,2013-09-30,1,-71,0.67,-4647.75,3.29,0.00,2013,3
601908,京运通,2013-09-30,2,-33,775.58,-363.59,5700.49,0.39,2013,3
601901,方正证券,2013-09-30,14,-82,1262.52,-18187.85,7716.99,0.20,2013,3
601899,紫金矿业,2013-09-30,10,-91,10588.13,-40839.00,27529.14,0.67,2013,3
601898,中煤能源,2013-09-30,5,-111,2765.49,-8497.62,14823.03,0.30,2013,3
601888,中国国旅,2013-09-30,37,-138,4144.82,-4537.96,161151.53,4.25,2013,3
601877,正泰电器,2013-09-30,10,-57,3973.53,-6140.27,88887.85,3.01,2013,3
601866,中远海发,2013-09-30,1,-64,30.49,-12925.92,85.36,0.00,2013,3
601857,中国石油,2013-09-30,15,-108,10389.45,-21719.69,81453.29,0.06,2013,3
601818,光大银行,2013-09-30,10,-96,8490.85,-73493.71,24198.92,0.21,2013,3
601808,中海油服,2013-09-30,8,-107,3280.67,-3948.43,58199.00,1.11,2013,3
601801,皖新传媒,2013-09-30,2,-37,52.82,-308.22,697.71,0.03,2013,3
601800,中国交建,2013-09-30,6,-96,1852.47,-14387.27,7595.12,0.16,2013,3
601788,光大证券,2013-09-30,1,-116,0.03,-13105.83,0.29,0.00,2013,3
601766,中国中车,2013-09-30,8,-114,22205.99,-38722.21,86825.40,0.97,2013,3
601727,上海电气,2013-09-30,1,-19,14.20,-3317.43,53.53,0.00,2013,3
601699,潞安环能,2013-09-30,6,-116,1010.50,-9001.45,12994.98,0.34,2013,3
601688,华泰证券,2013-09-30,13,-100,7902.44,-16407.41,72544.40,1.45,2013,3
601669,中国电建,2013-09-30,2,-118,2493.79,-56356.98,7755.68,0.26,2013,3
601668,中国建筑,2013-09-30,29,-149,76872.63,-140448.60,247529.86,2.57,2013,3
601633,长城汽车,2013-09-30,63,-119,12321.20,-6265.05,629367.08,2.04,2013,3
601628,中国人寿,2013-09-30,7,-124,3616.07,-16206.32,49937.86,0.17,2013,3
601607,上海医药,2013-09-30,23,-83,7814.07,-6165.25,121665.06,4.06,2013,3
601601,中国太保,2013-09-30,43,-130,21696.31,-23613.52,381204.25,3.45,2013,3
601600,中国铝业,2013-09-30,9,-83,4021.47,-9435.32,17694.49,0.37,2013,3
601588,北辰实业,2013-09-30,2,-20,4396.31,-996.24,13452.70,1.65,2013,3
601555,东吴证券,2013-09-30,9,-70,199.81,-3824.08,1510.55,0.07,2013,3
601515,东风股份,2013-09-30,1,-41,13.01,-653.73,236.69,0.01,2013,3
601398,工商银行,2013-09-30,35,-67,26389.46,-89526.43,101863.32,0.10,2013,3
601369,陕鼓动力,2013-09-30,1,-75,35.30,-4830.75,253.45,0.02,2013,3
601339,百隆东方,2013-09-30,7,-28,29.12,-290.40,257.97,0.02,2013,3
601336,新华保险,2013-09-30,7,-104,407.97,-4891.46,9297.63,0.20,2013,3
601333,广深铁路,2013-09-30,11,-64,10432.41,-9349.64,30879.94,1.85,2013,3
601328,交通银行,2013-09-30,86,-26,106777.55,-22760.79,459143.47,2.72,2013,3
601318,中国平安,2013-09-30,181,-85,43159.08,-9632.41,1540779.22,3.98,2013,3
601311,骆驼股份,2013-09-30,1,-52,411.59,-7599.49,4478.11,0.49,2013,3
601299,中国北车,2013-09-30,10,-132,28006.23,-49987.23,116505.93,2.77,2013,3
601288,农业银行,2013-09-30,44,-84,59715.18,-169680.03,149287.96,0.20,2013,3
601238,广汽集团,2013-09-30,1,-82,60.47,-6906.25,490.44,0.01,2013,3
601231,环旭电子,2013-09-30,10,-20,2408.89,-212.74,53043.78,1.11,2013,3
601222,林洋能源,2013-09-30,2,-27,64.10,-3058.59,1149.25,0.05,2013,3
601216,君正集团,2013-09-30,1,-44,39.99,-290.92,374.71,0.00,2013,3
601186,中国铁建,2013-09-30,5,-96,3311.98,-25245.52,16228.72,0.29,2013,3
601179,中国西电,2013-09-30,1,-37,325.00,-2667.00,1134.26,0.06,2013,3
601169,北京银行,2013-09-30,15,-128,14904.07,-50587.85,120275.81,0.98,2013,3
601166,兴业银行,2013-09-30,169,-72,147657.21,30549.76,1649331.07,7.75,2013,3
601126,四方股份,2013-09-30,13,-51,1247.36,-1582.54,22901.50,1.53,2013,3
601118,海南橡胶,2013-09-30,9,-70,1446.97,-3722.95,11387.62,0.37,2013,3
601117,中国化学,2013-09-30,10,-215,2191.85,-47888.61,17359.41,0.44,2013,3
601113,华鼎股份,2013-09-30,2,-4,82.79,-4.33,322.89,0.13,2013,3
601111,中国国航,2013-09-30,1,-106,49.40,-19711.66,199.59,0.01,2013,3
601098,中南传媒,2013-09-30,10,-88,2879.74,-2984.65,40085.96,1.60,2013,3
601088,中国神华,2013-09-30,38,-114,12781.57,-19340.93,213068.82,0.78,2013,3
601058,赛轮金宇,2013-09-30,2,-22,70.83,-614.19,767.82,0.03,2013,3
601028,玉龙股份,2013-09-30,1,-1,255.00,191.84,2817.73,0.33,2013,3
601012,隆基股份,2013-09-30,12,-18,5743.40,875.53,96661.35,3.28,2013,3
601009,南京银行,2013-09-30,6,-90,228.60,-10499.06,1888.27,0.04,2013,3
601006,大秦铁路,2013-09-30,32,-131,39388.31,-60045.12,286746.87,2.65,2013,3
601001,大同煤业,2013-09-30,3,-68,1900.59,-711.99,12182.75,1.14,2013,3
601000,唐山港,2013-09-30,2,-28,284.77,-1211.24,877.09,0.07,2013,3
600999,招商证券,2013-09-30,2,-100,22.74,-14129.04,257.01,0.00,2013,3
600998,九州通,2013-09-30,4,-20,153.90,-6188.97,2131.58,0.11,2013,3
600987,航民股份,2013-09-30,1,-8,8.81,-461.88,58.42,0.01,2013,3
600983,惠而浦,2013-09-30,1,-48,600.00,-1283.70,5814.03,1.13,2013,3
600978,宜华生活,2013-09-30,6,-55,703.84,-9206.16,3716.30,0.47,2013,3
600976,健民集团,2013-09-30,5,-42,218.20,-2888.36,4774.26,1.42,2013,3
600970,中材国际,2013-09-30,1,-88,0.04,-2561.06,0.35,0.00,2013,3
600967,北方创业,2013-09-30,3,-28,1248.40,-5917.64,18526.24,1.52,2013,3
600900,长江电力,2013-09-30,7,-111,834.11,-29298.93,5546.85,0.09,2013,3
600895,张江高科,2013-09-30,1,-66,649.99,-2742.74,5531.41,0.42,2013,3
600894,广日股份,2013-09-30,6,-15,1767.41,-1018.66,19105.73,2.06,2013,3
600893,中航动力,2013-09-30,6,-96,1144.45,-3958.59,18700.32,0.84,2013,3
600889,南京化纤,2013-09-30,1,-5,79.63,-30.88,402.94,0.26,2013,3
600887,伊利股份,2013-09-30,272,-102,74683.97,-8784.01,3301247.88,12.38,2013,3
600886,国投电力,2013-09-30,23,-125,59512.44,-55010.90,219600.89,8.77,2013,3
600885,宏发股份,2013-09-30,4,-8,1108.12,-255.55,18749.37,2.08,2013,3
600881,亚泰集团,2013-09-30,4,-58,42.45,-5859.91,168.11,0.02,2013,3
600880,博瑞传播,2013-09-30,47,-60,5184.38,-5743.17,151383.89,7.07,2013,3
600879,航天电子,2013-09-30,1,-58,3241.14,-3089.55,25896.74,4.06,2013,3
600875,东方电气,2013-09-30,1,-99,503.69,-4513.80,5928.45,0.25,2013,3
600872,中炬高新,2013-09-30,27,-38,9336.81,-2043.53,93554.89,11.72,2013,3
600867,通化东宝,2013-09-30,37,-118,8649.84,-15119.33,152496.61,6.34,2013,3
600863,内蒙华电,2013-09-30,2,-86,224.05,-12969.54,750.58,0.04,2013,3
600859,王府井,2013-09-30,7,-94,679.10,-3981.19,14492.05,1.13,2013,3
600858,银座股份,2013-09-30,3,-61,2466.66,-5717.29,20201.92,4.77,2013,3
600837,海通证券,2013-09-30,152,-65,86854.81,-12840.72,1086553.72,10.73,2013,3
600835,上海机电,2013-09-30,12,-38,8780.66,5734.70,139173.43,10.89,2013,3
600833,第一医药,2013-09-30,2,-2,50.00,47.10,413.97,0.22,2013,3
600832,东方明珠,2013-09-30,18,-50,2680.88,-1764.23,28256.47,0.84,2013,3
600828,茂业商业,2013-09-30,2,-3,141.01,-1709.65,762.84,0.25,2013,3
600827,百联股份,2013-09-30,5,-76,3923.44,-592.33,42137.78,2.54,2013,3
600824,益民集团,2013-09-30,1,-22,7.20,-284.45,37.30,0.01,2013,3
600823,世茂股份,2013-09-30,1,-27,159.99,-4061.54,1662.31,0.06,2013,3
600820,隧道股份,2013-09-30,1,-42,96.99,-1286.62,853.50,0.03,2013,3
600815,厦工股份,2013-09-30,3,-26,1490.89,-732.72,6321.39,1.55,2013,3
600812,华北制药,2013-09-30,1,-26,4139.49,-1527.68,21732.31,3.00,2013,3
600811,东方集团,2013-09-30,1,-67,0.44,-6275.44,2.68,0.00,2013,3
600809,山西汾酒,2013-09-30,4,-163,1194.65,-7737.79,21850.21,1.38,2013,3
600805,悦达投资,2013-09-30,3,-64,1477.57,-10148.09,14494.96,1.74,2013,3
600804,鹏博士,2013-09-30,33,-49,6146.84,-5360.07,113962.33,4.42,2013,3
600801,华新水泥,2013-09-30,3,-55,396.99,-6099.76,4886.89,0.41,2013,3
600797,浙大网新,2013-09-30,1,-33,529.99,-656.05,3529.74,0.64,2013,3
600795,国电电力,2013-09-30,14,-148,7825.83,-121113.16,18155.92,0.40,2013,3
600791,京能置业,2013-09-30,1,-5,90.00,-239.48,452.70,0.20,2013,3
600783,鲁信创投,2013-09-30,3,-48,345.65,-338.99,6778.13,0.46,2013,3
600780,通宝能源,2013-09-30,2,-39,291.55,-2572.80,1825.11,0.25,2013,3
600778,友好集团,2013-09-30,2,-12,617.02,276.01,6349.16,1.98,2013,3
600775,南京熊猫,2013-09-30,2,-2,11.07,-11.36,68.52,0.02,2013,3
600771,广誉远,2013-09-30,1,-5,154.00,-742.77,4385.92,0.63,2013,3
600765,中航重机,2013-09-30,3,-53,240.50,-1308.45,3391.05,0.31,2013,3
600763,通策医疗,2013-09-30,9,-34,125.28,-2084.85,4100.40,0.39,2013,3
600761,安徽合力,2013-09-30,4,-55,194.45,-4901.46,1728.69,0.32,2013,3
600759,洲际油气,2013-09-30,3,-31,2.41,-1659.22,11.11,0.00,2013,3
600757,长江传媒,2013-09-30,5,-30,201.47,-990.35,1885.73,0.17,2013,3
600754,锦江股份,2013-09-30,2,-22,1065.32,-2206.12,14893.19,2.38,2013,3
600750,江中药业,2013-09-30,2,-87,447.02,-6023.35,8068.66,1.49,2013,3
600748,上实发展,2013-09-30,1,-31,12.95,-664.21,113.18,0.01,2013,3
600741,华域汽车,2013-09-30,14,-101,9418.91,-12509.00,87595.82,3.29,2013,3
600739,辽宁成大,2013-09-30,13,-73,3076.89,-5429.98,47814.94,2.25,2013,3
600737,中粮屯河,2013-09-30,3,-55,943.21,-2301.01,5168.78,0.71,2013,3
600729,重庆百货,2013-09-30,1,-66,18.98,-3768.24,450.12,0.05,2013,3
600728,佳都科技,2013-09-30,11,-48,903.58,-4020.05,12866.93,0.69,2013,3
600724,宁波富达,2013-09-30,1,-31,1010.00,-1686.64,4504.60,0.70,2013,3
600720,祁连山,2013-09-30,8,-65,3700.40,-3941.01,25310.75,4.77,2013,3
600718,东软集团,2013-09-30,10,-84,7711.44,-3834.40,99323.39,6.26,2013,3
600705,中航资本,2013-09-30,14,-17,1683.08,-2240.25,32416.16,0.22,2013,3
600703,三安光电,2013-09-30,54,-158,15746.90,-11995.77,319504.50,3.99,2013,3
600699,均胜电子,2013-09-30,1,-18,21.95,-571.07,312.96,0.03,2013,3
600697,欧亚集团,2013-09-30,4,-63,329.84,-6347.15,6705.56,2.13,2013,3
600694,大商股份,2013-09-30,9,-105,2764.35,-4650.56,80774.18,9.41,2013,3
600690,青岛海尔,2013-09-30,44,-124,23983.88,-19681.27,319465.24,4.39,2013,3
600686,金龙汽车,2013-09-30,15,-45,6206.21,-6956.36,59269.34,14.02,2013,3
600685,中船防务,2013-09-30,1,-35,0.18,-212.84,2.02,0.00,2013,3
600682,南京新百,2013-09-30,1,-1,2.50,-9.71,26.12,0.00,2013,3
600675,*ST中企,2013-09-30,4,-35,122.91,-1792.36,872.63,0.07,2013,3
600674,川投能源,2013-09-30,12,-92,1841.57,-8866.11,20736.04,0.42,2013,3
600663,陆家嘴,2013-09-30,3,-15,16.10,-427.52,385.33,0.01,2013,3
600660,福耀玻璃,2013-09-30,9,-90,6687.23,-12622.40,57242.68,3.34,2013,3
600657,信达地产,2013-09-30,1,-34,9.00,-1178.27,30.87,0.01,2013,3
600655,豫园商城,2013-09-30,4,-76,18.15,-5293.66,159.17,0.01,2013,3
600649,城投控股,2013-09-30,13,-93,6911.40,-13798.38,56258.78,2.23,2013,3
600648,外高桥,2013-09-30,1,-21,0.75,-318.33,40.90,0.00,2013,3
600645,中源协和,2013-09-30,2,-40,54.70,-1275.40,1612.07,0.15,2013,3
600643,爱建集团,2013-09-30,14,-21,292.74,-1241.95,3779.24,0.20,2013,3
600642,申能股份,2013-09-30,1,-69,77.00,-13790.22,344.96,0.02,2013,3
600640,号百控股,2013-09-30,5,-6,563.78,-774.10,12747.05,1.05,2013,3
600637,东方明珠,2013-09-30,87,-113,12297.49,-5482.86,643773.44,5.64,2013,3
600633,浙报传媒,2013-09-30,16,-47,3678.62,-511.58,144355.48,3.10,2013,3
600622,嘉宝集团,2013-09-30,2,-22,12.00,-1000.18,81.96,0.02,2013,3
600616,金枫酒业,2013-09-30,3,-25,27.38,-1347.03,268.60,0.06,2013,3
600612,老凤祥,2013-09-30,5,-54,170.01,-3117.23,4202.53,0.54,2013,3
600606,绿地控股,2013-09-30,2,-6,2.36,-390.08,12.34,0.00,2013,3
600600,青岛啤酒,2013-09-30,19,-110,5084.31,-1733.04,217862.59,7.31,2013,3
600598,北大荒,2013-09-30,9,-65,865.10,-2170.21,10242.83,0.49,2013,3
600597,光明乳业,2013-09-30,65,-47,17713.35,-5854.41,417858.03,14.47,2013,3
600596,新安股份,2013-09-30,20,-82,2780.21,-7754.36,37115.78,4.09,2013,3
600594,益佰制药,2013-09-30,29,-127,9603.86,-6541.47,322689.83,12.13,2013,3
600588,用友网络,2013-09-30,5,-82,3631.36,-2813.50,49967.46,2.49,2013,3
600587,新华医疗,2013-09-30,30,-67,4157.50,-3600.36,251861.51,10.30,2013,3
600585,海螺水泥,2013-09-30,19,-163,14815.71,-24406.10,221346.64,3.70,2013,3
600583,海油工程,2013-09-30,20,-134,12810.99,-27087.03,94801.36,2.90,2013,3
600582,天地科技,2013-09-30,1,-96,211.85,-8667.94,1567.70,0.08,2013,3
600580,卧龙电气,2013-09-30,1,-52,708.13,-2767.15,4425.81,0.64,2013,3
600578,京能电力,2013-09-30,4,-47,2019.62,-3158.75,14885.76,0.44,2013,3
600572,康恩贝,2013-09-30,11,-70,7318.77,-8129.45,100413.48,3.56,2013,3
600571,信雅达,2013-09-30,3,-15,315.29,-3012.17,4950.08,0.75,2013,3
600570,恒生电子,2013-09-30,40,-46,19608.23,-1776.98,422753.50,31.74,2013,3
600563,法拉电子,2013-09-30,4,-56,118.52,-2780.77,2202.12,0.53,2013,3
600562,国睿科技,2013-09-30,1,-1,69.80,-34.06,2783.62,0.21,2013,3
600557,康缘药业,2013-09-30,15,-114,3409.38,-7638.63,99383.32,7.71,2013,3
600552,凯盛科技,2013-09-30,3,-12,1160.78,-1693.66,20818.03,3.13,2013,3
600551,时代出版,2013-09-30,1,-33,0.24,-442.34,3.60,0.00,2013,3
600550,保变电气,2013-09-30,2,-51,522.00,-1409.15,3309.51,0.38,2013,3
600549,厦门钨业,2013-09-30,5,-119,103.88,-2567.24,3021.84,0.12,2013,3
600547,山东黄金,2013-09-30,13,-124,1736.59,-5829.72,38500.10,1.22,2013,3
600546,*ST山煤,2013-09-30,2,-71,121.36,-2867.66,692.98,0.06,2013,3
600537,亿晶光电,2013-09-30,6,-26,1017.19,-407.68,13833.72,0.86,2013,3
600536,中国软件,2013-09-30,4,3,699.49,608.77,21117.60,1.41,2013,3
600535,天士力,2013-09-30,59,-179,14746.72,-13654.20,663897.42,14.28,2013,3
600527,江南高纤,2013-09-30,10,-30,5101.71,-9903.66,37446.52,6.36,2013,3
600525,长园集团,2013-09-30,7,-37,2351.84,-1936.54,17097.87,2.11,2013,3
600522,中天科技,2013-09-30,6,-60,336.10,-2913.09,3609.76,0.15,2013,3
600521,华海药业,2013-09-30,5,-96,1316.05,-13856.11,21701.73,1.28,2013,3
600519,贵州茅台,2013-09-30,64,-273,3656.87,-8536.04,497115.32,2.91,2013,3
600518,康美药业,2013-09-30,59,-202,37951.01,-32394.49,710822.48,8.63,2013,3
600517,置信电气,2013-09-30,1,-88,42.99,-7265.84,596.27,0.03,2013,3
600511,国药股份,2013-09-30,9,-99,3293.29,-7895.02,61716.33,11.86,2013,3
600509,天富能源,2013-09-30,3,-50,2250.00,-3330.47,18957.50,2.48,2013,3
600508,上海能源,2013-09-30,3,-71,1117.94,11.11,12889.82,1.55,2013,3
600500,中化国际,2013-09-30,5,-33,2215.72,-1809.26,14114.13,1.29,2013,3
600499,科达洁能,2013-09-30,2,-60,2.66,-5716.10,43.91,0.00,2013,3
600498,烽火通信,2013-09-30,11,-121,1920.19,-5650.59,35638.77,1.93,2013,3
600497,驰宏锌锗,2013-09-30,2,-95,3406.75,-5185.91,35907.16,1.02,2013,3
600489,中金黄金,2013-09-30,11,-106,3582.89,-9066.16,34969.01,1.04,2013,3
600486,扬农化工,2013-09-30,6,-59,1306.29,-3444.94,42206.19,4.22,2013,3
600481,双良节能,2013-09-30,4,-53,510.03,-1653.05,4702.46,0.31,2013,3
600479,千金药业,2013-09-30,2,-42,100.03,-4275.03,1320.38,0.33,2013,3
600468,百利电气,2013-09-30,1,-27,271.57,-532.70,3215.36,0.51,2013,3
600459,贵研铂业,2013-09-30,1,-10,6.36,-489.54,111.36,0.02,2013,3
600458,时代新材,2013-09-30,3,-49,155.64,-2245.40,1793.72,0.24,2013,3
600436,片仔癀,2013-09-30,9,-111,301.68,-594.10,37060.98,0.50,2013,3
600433,冠豪高新,2013-09-30,5,-1,17.54,-6.95,276.59,0.01,2013,3
600429,三元股份,2013-09-30,6,-18,1095.42,675.29,9858.81,1.24,2013,3
600422,昆药集团,2013-09-30,31,-111,5006.87,-8450.70,135085.27,7.35,2013,3
600420,现代制药,2013-09-30,4,-43,218.42,-4161.05,3711.04,0.76,2013,3
600418,江淮汽车,2013-09-30,33,-70,17835.12,-4292.51,164618.13,17.53,2013,3
600416,湘电股份,2013-09-30,4,-35,1513.00,-585.09,10424.56,2.15,2013,3
600415,小商品城,2013-09-30,4,-70,1570.18,-3604.07,10928.46,0.29,2013,3
600410,华胜天成,2013-09-30,2,-30,572.93,-548.91,4657.90,0.64,2013,3
600406,国电南瑞,2013-09-30,60,-210,39683.86,-37829.52,573431.81,17.99,2013,3
600403,大有能源,2013-09-30,1,-72,0.24,-3614.93,2.14,0.00,2013,3
600401,海润光伏,2013-09-30,3,-23,1481.02,-1498.15,9493.33,0.31,2013,3
600398,海澜之家,2013-09-30,1,-2,0.45,-79.86,2.49,0.00,2013,3
600389,江山股份,2013-09-30,9,-27,1272.88,-863.64,50571.44,4.29,2013,3
600388,龙净环保,2013-09-30,7,-90,1213.78,-4036.13,33998.01,1.14,2013,3
600387,海越股份,2013-09-30,8,-44,3470.06,-865.09,60968.91,9.00,2013,3
600383,金地集团,2013-09-30,40,-218,41255.27,-107834.64,248356.73,9.14,2013,3
600382,广东明珠,2013-09-30,1,-4,57.73,-9.40,388.49,0.17,2013,3
600376,首开股份,2013-09-30,2,-106,3638.04,-18352.69,19681.77,1.62,2013,3
600375,*ST星马,2013-09-30,1,-10,24.99,-294.94,267.41,0.04,2013,3
600373,中文传媒,2013-09-30,1,-46,18.95,-1489.46,399.03,0.01,2013,3
600372,中航电子,2013-09-30,2,-107,2404.79,-2546.50,41891.44,1.37,2013,3
600369,西南证券,2013-09-30,6,-82,106.37,-6007.68,959.50,0.02,2013,3
600362,江西铜业,2013-09-30,11,-120,1310.88,-6439.59,21223.15,0.63,2013,3
600352,浙江龙盛,2013-09-30,44,-103,27732.03,-11031.68,339717.35,9.06,2013,3
600348,阳泉煤业,2013-09-30,4,-121,1821.02,-12243.49,16352.79,0.76,2013,3
600345,长江通信,2013-09-30,1,-10,641.67,-64.13,10048.62,3.24,2013,3
600340,华夏幸福,2013-09-30,23,-139,6596.77,-6114.82,214263.00,2.23,2013,3
600335,国机汽车,2013-09-30,8,-32,3232.64,-1923.62,47746.07,3.75,2013,3
600332,白云山,2013-09-30,42,-128,6953.08,-5258.71,247390.45,6.49,2013,3
600331,宏达股份,2013-09-30,4,-26,26.45,-346.00,135.14,0.03,2013,3
