code,name,date,count,ratio,year,month
300119,瑞普生物,2011-09-19,4706.00,31.73,2011,9
300120,经纬电材,2011-09-19,1484.66,13.13,2011,9
000691,ST亚太,2011-09-15,2200.00,6.80,2011,9
000881,大连国际,2011-09-15,288.00,0.93,2011,9
002474,榕基软件,2011-09-15,2160.06,20.83,2011,9
002476,宝莫股份,2011-09-15,4350.00,24.17,2011,9
002477,雏鹰农牧,2011-09-15,4804.46,17.99,2011,9
300229,拓尔思,2011-09-15,600.00,5.00,2011,9
300230,永利股份,2011-09-15,450.00,5.01,2011,9
300231,银信科技,2011-09-15,200.00,5.00,2011,9
601567,三星医疗,2011-09-15,1340.00,5.02,2011,9
600166,福田汽车,2011-09-14,16611.28,7.87,2011,9
600460,士兰微,2011-09-14,3000.00,6.91,2011,9
000585,东北电气,2011-09-13,23.10,0.03,2011,9
002271,东方雨虹,2011-09-13,13911.27,40.50,2011,9
002471,中超控股,2011-09-13,1797.90,8.64,2011,9
002472,双环传动,2011-09-13,2899.44,13.56,2011,9
002473,圣莱达,2011-09-13,1280.00,8.00,2011,9
002587,奥拓电子,2011-09-13,400.00,4.76,2011,9
002588,史丹利,2011-09-13,640.00,4.92,2011,9
002589,瑞康医药,2011-09-13,476.00,5.08,2011,9
002590,万安科技,2011-09-13,450.00,4.82,2011,9
600057,象屿股份,2011-09-13,18520.96,21.54,2011,9
002467,二六三,2011-09-08,4420.16,36.84,2011,9
002468,申通快递,2011-09-08,2419.20,12.60,2011,9
002469,三维工程,2011-09-08,680.00,6.04,2011,9
002470,金正大,2011-09-08,15000.00,21.43,2011,9
300226,上海钢联,2011-09-08,200.00,5.00,2011,9
300227,光韵达,2011-09-08,330.00,4.92,2011,9
300228,富瑞特装,2011-09-08,340.00,5.08,2011,9
600211,西藏药业,2011-09-08,1875.94,12.88,2011,9
300107,建新股份,2011-09-07,1000.00,7.47,2011,9
000430,张家界,2011-09-06,19.78,0.06,2011,9
600030,中信证券,2011-09-06,6608.10,0.66,2011,9
000665,湖北广电,2011-09-05,1546.99,8.72,2011,9
002270,华明装备,2011-09-05,10900.00,74.91,2011,9
300117,嘉寓股份,2011-09-05,2670.28,12.29,2011,9
601010,文峰股份,2011-09-05,2200.00,4.46,2011,9
000623,吉林敖东,2011-09-02,1376.06,2.00,2011,9
002584,西陇科学,2011-09-02,1000.00,5.00,2011,9
002585,双星新材,2011-09-02,1020.00,4.90,2011,9
002586,围海股份,2011-09-02,540.00,5.05,2011,9
300115,长盈精密,2011-09-02,3122.51,18.15,2011,9
300116,坚瑞沃能,2011-09-02,2142.73,26.78,2011,9
300118,东方日升,2011-09-02,8775.78,25.07,2011,9
601311,骆驼股份,2011-09-02,1660.00,3.95,2011,9
000517,荣安地产,2011-09-01,176.20,0.17,2011,9
002131,利欧股份,2011-09-01,3731.40,12.39,2011,9
600892,大晟文化,2011-09-01,118.20,1.87,2011,9
002266,浙富控股,2011-10-31,322.50,1.08,2011,10
300010,立思辰,2011-10-31,482.62,2.04,2011,10
300022,吉峰农机,2011-10-31,631.20,1.77,2011,10
300028,金亚科技,2011-10-31,1377.00,5.20,2011,10
300247,乐金健康,2011-10-31,408.00,4.99,2011,10
300248,新开普,2011-10-31,220.00,4.93,2011,10
600219,南山铝业,2011-10-31,70000.00,36.19,2011,10
600633,浙报传媒,2011-10-31,4194.39,9.76,2011,10
600721,*ST百花,2011-10-31,2588.84,9.63,2011,10
600978,宜华生活,2011-10-31,14800.00,12.84,2011,10
002111,威海广泰,2011-10-28,5074.65,16.52,2011,10
002151,北斗星通,2011-10-28,1375.50,9.09,2011,10
002602,世纪华通,2011-10-28,900.00,5.14,2011,10
002603,以岭药业,2011-10-28,1300.00,3.06,2011,10
002604,龙力生物,2011-10-28,900.00,4.83,2011,10
600103,青山纸业,2011-10-28,8568.00,8.07,2011,10
600225,天津松江,2011-10-28,888.93,1.42,2011,10
600333,长春燃气,2011-10-27,24480.00,53.04,2011,10
300132,青松股份,2011-10-26,2029.21,16.83,2011,10
300133,华策影视,2011-10-26,240.42,2.13,2011,10
300135,宝利国际,2011-10-26,2490.00,15.56,2011,10
002237,恒邦股份,2011-10-25,11240.00,49.38,2011,10
000426,兴业矿业,2011-10-24,17170.17,45.10,2011,10
000572,海马汽车,2011-10-24,59880.24,36.41,2011,10
000550,江铃汽车,2011-10-21,12.00,0.01,2011,10
002241,歌尔股份,2011-10-21,3158.26,4.20,2011,10
002488,金固股份,2011-10-21,2070.00,11.50,2011,10
002489,浙江永强,2011-10-21,900.00,3.75,2011,10
002490,山东墨龙,2011-10-21,262.20,0.66,2011,10
002491,通鼎互联,2011-10-21,2979.00,11.12,2011,10
600406,国电南瑞,2011-10-21,3011.89,2.87,2011,10
600615,丰华股份,2011-10-21,52.20,0.28,2011,10
600015,华夏银行,2011-10-20,79052.83,11.54,2011,10
002487,大金重工,2011-10-19,2861.10,23.84,2011,10
300129,泰胜风能,2011-10-19,5264.47,24.37,2011,10
300130,新国都,2011-10-19,2205.00,19.29,2011,10
300131,英唐智控,2011-10-19,2382.60,23.54,2011,10
300244,迪安诊断,2011-10-19,256.00,5.01,2011,10
300245,天玑科技,2011-10-19,340.00,5.08,2011,10
300246,宝莱特,2011-10-19,208.00,5.13,2011,10
600745,中茵股份,2011-10-19,508.40,1.55,2011,10
600811,东方集团,2011-10-19,42573.51,25.54,2011,10
000425,徐工机械,2011-10-17,32786.89,15.90,2011,10
002485,希努尔,2011-10-17,1275.00,6.38,2011,10
002486,嘉麟杰,2011-10-17,8282.25,39.82,2011,10
002599,盛通股份,2011-10-17,660.00,5.00,2011,10
002600,江粉磁材,2011-10-17,1590.00,5.00,2011,10
002601,佰利联,2011-10-17,480.00,5.11,2011,10
300125,易世达,2011-10-13,645.53,5.47,2011,10
300126,锐奇股份,2011-10-13,1086.39,7.17,2011,10
300128,锦富新材,2011-10-13,4425.00,22.12,2011,10
300241,瑞丰光电,2011-10-13,540.00,5.05,2011,10
600703,三安光电,2011-10-13,22220.00,15.39,2011,10
601018,宁波港,2011-10-13,108000.00,8.44,2011,10
601377,兴业证券,2011-10-13,96589.00,43.90,2011,10
002212,南洋股份,2011-10-12,5153.40,10.10,2011,10
300242,明家联合,2011-10-12,378.00,5.04,2011,10
300243,瑞丰高材,2011-10-12,268.00,5.01,2011,10
601177,杭齿前进,2011-10-11,11206.00,28.01,2011,10
000069,华侨城A,2011-10-10,2999.18,0.54,2011,10
002596,海南瑞泽,2011-10-10,680.00,5.08,2011,10
002597,金禾实业,2011-10-10,670.00,5.02,2011,10
002598,山东章鼓,2011-10-10,800.00,5.13,2011,10
300238,冠昊生物,2011-10-10,300.00,4.91,2011,10
300239,东宝生物,2011-10-10,380.00,5.00,2011,10
300240,飞力达,2011-10-10,540.00,5.05,2011,10
002611,东方精工,2011-11-30,680.00,5.00,2011,11
002612,朗姿股份,2011-11-30,1000.00,5.00,2011,11
002613,北玻股份,2011-11-30,1340.00,5.02,2011,11
600248,延长化建,2011-11-30,2782.50,6.53,2011,11
600184,光电股份,2011-11-29,2625.19,12.54,2011,11
300258,精锻科技,2011-11-28,500.00,5.00,2011,11
601777,力帆股份,2011-11-28,12660.46,13.31,2011,11
000761,本钢板材,2011-11-25,203840.00,65.00,2011,11
002083,孚日股份,2011-11-25,29084.00,30.99,2011,11
002510,天汽模,2011-11-25,2185.83,10.62,2011,11
002511,中顺洁柔,2011-11-25,3290.29,20.56,2011,11
600209,罗顿发展,2011-11-24,15153.51,34.52,2011,11
002507,涪陵榨菜,2011-11-23,4811.42,31.04,2011,11
002508,老板电器,2011-11-23,2880.00,11.25,2011,11
002509,天广中茂,2011-11-23,800.00,8.00,2011,11
600337,美克家居,2011-11-23,7576.84,11.98,2011,11
600727,鲁北化工,2011-11-23,7035.28,20.04,2011,11
000611,*ST天首,2011-11-21,5.90,0.02,2011,11
002036,联创电子,2011-11-21,220.13,1.09,2011,11
002245,澳洋顺昌,2011-11-21,126.22,0.35,2011,11
300254,仟源医药,2011-11-21,670.00,5.01,2011,11
300255,常山药业,2011-11-21,540.00,5.01,2011,11
300256,星星科技,2011-11-21,500.00,5.00,2011,11
300257,开山股份,2011-11-21,720.00,5.04,2011,11
600234,*ST山水,2011-11-21,3810.72,18.82,2011,11
600893,中航动力,2011-11-21,58009.92,53.24,2011,11
002243,通产丽星,2011-11-18,14649.95,56.77,2011,11
002504,弘高创意,2011-11-18,5223.99,48.82,2011,11
002505,大康农业,2011-11-18,6434.83,39.12,2011,11
002506,协鑫集成,2011-11-18,16380.53,31.07,2011,11
300252,金信诺,2011-11-18,540.00,5.00,2011,11
300253,卫宁健康,2011-11-18,270.00,5.05,2011,11
601886,江河集团,2011-11-18,2200.00,3.93,2011,11
002132,恒星科技,2011-11-17,4189.00,7.76,2011,11
002501,利源精制,2011-11-17,6875.00,36.73,2011,11
002502,骅威文化,2011-11-17,2667.72,30.31,2011,11
601789,宁波建工,2011-11-16,2000.00,4.99,2011,11
002500,山西证券,2011-11-15,105813.78,44.09,2011,11
002609,捷顺科技,2011-11-15,600.00,5.06,2011,11
002610,爱康科技,2011-11-15,1000.00,5.00,2011,11
300139,晓程科技,2011-11-15,777.75,14.19,2011,11
600233,圆通速递,2011-11-15,825.00,5.00,2011,11
600242,中昌数据,2011-11-15,2095.23,7.66,2011,11
600693,东百集团,2011-11-15,55.30,0.16,2011,11
000759,中百集团,2011-11-14,13.08,0.02,2011,11
002026,山东威达,2011-11-14,877.50,5.00,2011,11
002121,科陆电子,2011-11-14,3669.00,9.25,2011,11
300012,华测检测,2011-11-14,10.21,0.06,2011,11
300140,启源装备,2011-11-14,3573.38,29.29,2011,11
300141,和顺电气,2011-11-14,1168.00,21.16,2011,11
300142,沃森生物,2011-11-14,1759.36,11.73,2011,11
601111,中国国航,2011-11-14,35405.87,2.75,2011,11
601636,旗滨集团,2011-11-14,3360.00,5.03,2011,11
002102,冠福股份,2011-11-11,6824.05,16.67,2011,11
600094,大名城,2011-11-11,4221.21,2.79,2011,11
002145,中核钛白,2011-11-10,8923.91,46.97,2011,11
002607,亚夏汽车,2011-11-10,438.00,4.98,2011,11
002608,*ST舜船,2011-11-10,740.00,5.03,2011,11
600421,仰帆控股,2011-11-10,5500.43,28.12,2011,11
601901,方正证券,2011-11-10,67500.00,11.07,2011,11
002496,辉丰股份,2011-11-09,3369.36,21.06,2011,11
002498,汉缆股份,2011-11-09,2021.87,2.87,2011,11
002499,科林环保,2011-11-09,456.06,6.08,2011,11
601222,林洋能源,2011-11-08,1500.00,5.17,2011,11
002169,智光电气,2011-11-07,1680.00,6.30,2011,11
002605,姚记扑克,2011-11-07,470.00,5.03,2011,11
002606,大连电瓷,2011-11-07,500.00,5.00,2011,11
300136,信维通信,2011-11-07,5432.93,40.74,2011,11
300137,先河环保,2011-11-07,4709.25,30.19,2011,11
600393,粤泰股份,2011-11-07,3.78,0.01,2011,11
300027,华谊兄弟,2011-11-04,41.40,0.07,2011,11
000721,西安饮食,2011-11-03,3.00,0.01,2011,11
002147,新光圆成,2011-11-03,3292.18,12.73,2011,11
300249,依米康,2011-11-03,392.00,5.00,2011,11
300250,初灵信息,2011-11-03,200.00,5.00,2011,11
300251,光线传媒,2011-11-03,540.00,4.93,2011,11
601607,上海医药,2011-11-03,24359.86,9.06,2011,11
002492,恒基达鑫,2011-11-02,2970.00,24.75,2011,11
002494,华斯股份,2011-11-02,3700.00,32.60,2011,11
002495,佳隆股份,2011-11-02,1440.00,7.69,2011,11
600399,抚顺特钢,2011-11-02,21938.42,42.19,2011,11
600971,恒源煤电,2011-11-02,10055.56,10.06,2011,11
600998,九州通,2011-11-02,34682.06,24.41,2011,11
002101,广东鸿图,2011-11-01,3000.00,18.29,2011,11
300014,亿纬锂能,2011-11-01,241.11,1.22,2011,11
300020,银江股份,2011-11-01,225.00,0.94,2011,11
600029,南方航空,2011-11-01,137760.00,14.03,2011,11
600572,康恩贝,2011-11-01,5560.00,7.90,2011,11
000410,沈阳机床,2011-12-30,229.69,0.42,2011,12
000737,南风化工,2011-12-30,120.00,0.22,2011,12
600169,太原重工,2011-12-30,18629.82,11.53,2011,12
600243,青海华鼎,2011-12-30,5000.00,21.11,2011,12
600750,江中药业,2011-12-30,1527.32,4.91,2011,12
000063,中兴通讯,2011-12-29,523.07,0.15,2011,12
000713,丰乐种业,2011-12-29,2887.60,9.66,2011,12
002619,巨龙管业,2011-12-29,468.00,5.00,2011,12
002620,瑞和股份,2011-12-29,400.00,5.00,2011,12
002621,三垒股份,2011-12-29,497.00,4.97,2011,12
300152,科融环境,2011-12-29,4000.00,37.04,2011,12
300153,科泰电源,2011-12-29,3588.00,22.43,2011,12
300154,瑞凌股份,2011-12-29,270.00,1.21,2011,12
600169,太原重工,2011-12-29,2560.00,1.58,2011,12
600657,信达地产,2011-12-29,102722.55,67.39,2011,12
601996,丰林集团,2011-12-29,1170.00,4.99,2011,12
000551,创元科技,2011-12-28,1657.09,6.21,2011,12
000564,西安民生,2011-12-28,30.99,0.10,2011,12
002050,三花智控,2011-12-28,3003.18,10.10,2011,12
300268,万福生科,2011-12-28,340.00,5.08,2011,12
600469,风神股份,2011-12-28,5964.21,15.91,2011,12
601633,长城汽车,2011-12-28,6000.00,1.97,2011,12
601890,亚星锚链,2011-12-28,16083.38,34.37,2011,12
000777,中核科技,2011-12-27,1140.98,5.36,2011,12
000883,湖北能源,2011-12-27,13100.73,6.34,2011,12
300266,兴源环境,2011-12-27,280.00,5.00,2011,12
300267,尔康制药,2011-12-27,920.00,5.00,2011,12
600116,三峡水利,2011-12-27,3273.60,12.24,2011,12
600283,钱江水利,2011-12-27,7275.09,25.50,2011,12
600572,康恩贝,2011-12-27,2517.12,3.58,2011,12
600734,实达集团,2011-12-27,598.39,1.70,2011,12
000659,珠海中富,2011-12-26,11560.00,8.99,2011,12
000725,京东方A,2011-12-26,298800.00,22.10,2011,12
002527,新时达,2011-12-26,7187.41,35.94,2011,12
002529,海源机械,2011-12-26,3890.02,24.31,2011,12
600426,华鲁恒升,2011-12-26,21000.00,22.02,2011,12
000736,中房地产,2011-12-23,1213.00,4.08,2011,12
000905,厦门港务,2011-12-23,29271.60,55.12,2011,12
600011,华能国际,2011-12-23,100000.00,7.12,2011,12
300149,量子高科,2011-12-22,559.55,4.18,2011,12
300150,世纪瑞尔,2011-12-22,2480.20,18.37,2011,12
300151,昌红科技,2011-12-22,2462.44,24.50,2011,12
000729,燕京啤酒,2011-12-21,8830.00,7.30,2011,12
600789,鲁抗医药,2011-12-21,17475.14,30.05,2011,12
600807,天业股份,2011-12-21,2448.90,7.62,2011,12
002616,长青集团,2011-12-20,720.00,4.87,2011,12
002617,露笑科技,2011-12-20,600.00,5.00,2011,12
002618,丹邦科技,2011-12-20,800.00,5.00,2011,12
300069,金利华电,2011-12-20,14.48,0.19,2011,12
600600,青岛啤酒,2011-12-20,41739.45,30.90,2011,12
600648,外高桥,2011-12-20,26572.34,26.29,2011,12
601677,明泰铝业,2011-12-20,1200.00,2.99,2011,12
000011,深物业A,2011-12-19,23.54,0.04,2011,12
002526,山东矿机,2011-12-19,13746.50,51.48,2011,12
600268,国电南自,2011-12-19,6753.25,10.63,2011,12
600535,天士力,2011-12-19,2842.13,5.50,2011,12
000089,深圳机场,2011-12-16,78649.92,46.53,2011,12
002042,华孚色纺,2011-12-16,8510.64,15.32,2011,12
300148,天舟文化,2011-12-16,854.75,8.77,2011,12
300262,巴安水务,2011-12-16,330.00,4.95,2011,12
300263,隆华节能,2011-12-16,400.00,5.00,2011,12
300264,佳创视讯,2011-12-16,500.00,4.90,2011,12
300265,通光线缆,2011-12-16,690.00,5.11,2011,12
000592,平潭发展,2011-12-15,7280.00,11.17,2011,12
300146,汤臣倍健,2011-12-15,979.91,8.96,2011,12
300147,香雪制药,2011-12-15,6921.00,28.13,2011,12
601933,永辉超市,2011-12-15,38403.47,50.01,2011,12
000566,海南海药,2011-12-14,54.29,0.22,2011,12
600139,西部资源,2011-12-14,10725.95,29.17,2011,12
600682,南京新百,2011-12-14,5639.76,15.74,2011,12
000597,东北制药,2011-12-13,3000.00,8.99,2011,12
300145,中金环境,2011-12-13,3959.47,27.50,2011,12
600480,凌云股份,2011-12-13,4473.48,12.37,2011,12
601377,兴业证券,2011-12-13,29117.10,13.23,2011,12
002195,二三四五,2011-12-12,941.12,8.41,2011,12
002520,日发精机,2011-12-12,1512.00,15.75,2011,12
002521,齐峰新材,2011-12-12,8452.25,41.00,2011,12
002522,浙江众成,2011-12-12,864.00,5.06,2011,12
002523,天桥起重,2011-12-12,6669.30,41.68,2011,12
600104,上汽集团,2011-12-12,64888.25,7.02,2011,12
600199,金种子酒,2011-12-12,3433.21,6.18,2011,12
000663,永安林业,2011-12-09,1.75,0.01,2011,12
002614,蒙发利,2011-12-09,600.00,5.00,2011,12
002615,哈尔斯,2011-12-09,456.00,5.00,2011,12
300143,星河生物,2011-12-09,4791.68,32.51,2011,12
300144,宋城演艺,2011-12-09,6006.00,16.25,2011,12
600231,凌钢股份,2011-12-09,43147.32,53.67,2011,12
600617,国新能源,2011-12-09,625.00,3.74,2011,12
002211,宏达新材,2011-12-08,6966.00,16.11,2011,12
601908,京运通,2011-12-08,1200.00,2.79,2011,12
002516,旷达科技,2011-12-07,5033.57,20.13,2011,12
002033,丽江旅游,2011-12-06,3305.80,21.86,2011,12
002364,中恒电气,2011-12-06,6.24,0.06,2011,12
300048,合康新能,2011-12-06,153.20,0.62,2011,12
300260,新莱应材,2011-12-06,330.00,4.95,2011,12
300261,雅本化学,2011-12-06,450.00,4.96,2011,12
600566,济川药业,2011-12-06,2.34,0.02,2011,12
600963,岳阳林纸,2011-12-06,13694.59,16.24,2011,12
601880,大连港,2011-12-06,4658.50,1.05,2011,12
002293,罗莱生活,2011-12-05,526.31,3.75,2011,12
002514,宝馨科技,2011-12-05,700.00,10.29,2011,12
600439,瑞贝卡,2011-12-05,4631.00,5.89,2011,12
601727,上海电气,2011-12-05,740908.85,57.78,2011,12
300259,新天科技,2011-12-01,380.00,5.02,2011,12
600698,湖南天雁,2011-12-01,132.02,0.14,2011,12
300167,迪威视讯,2012-01-31,1559.62,23.38,2012,1
002271,东方雨虹,2012-01-30,2696.00,7.85,2012,1
002524,光正集团,2012-01-30,4362.18,24.13,2012,1
002542,中化岩土,2012-01-30,1500.00,14.97,2012,1
002544,杰赛科技,2012-01-30,6390.50,37.17,2012,1
002624,完美世界,2012-01-30,500.00,5.00,2012,1
002626,金达威,2012-01-30,460.00,5.11,2012,1
300059,东方财富,2012-01-30,349.69,1.67,2012,1
300165,天瑞仪器,2012-01-30,1336.00,11.28,2012,1
300168,万达信息,2012-01-30,5679.67,47.33,2012,1
300169,天晟新材,2012-01-30,4375.51,31.20,2012,1
300271,华宇软件,2012-01-30,360.00,4.87,2012,1
300273,和佳股份,2012-01-30,630.00,4.72,2012,1
600227,赤天化,2012-01-30,6116.23,6.44,2012,1
600290,华仪电气,2012-01-30,10415.37,19.77,2012,1
601100,恒立液压,2012-01-30,2100.00,5.00,2012,1
601137,博威合金,2012-01-30,4000.00,18.61,2012,1
601519,大智慧,2012-01-30,14057.46,20.23,2012,1
002225,濮耐股份,2012-01-20,1136.64,1.56,2012,1
601992,金隅股份,2012-01-19,12.00,0.00,2012,1
000685,中山公用,2012-01-18,6807.11,11.36,2012,1
000882,华联股份,2012-01-18,30068.18,33.66,2012,1
002199,*ST东晶,2012-01-18,2147.89,17.01,2012,1
002538,司尔特,2012-01-18,3201.00,21.63,2012,1
002539,云图控股,2012-01-18,3350.94,10.12,2012,1
002540,亚太科技,2012-01-18,2106.00,10.12,2012,1
002541,鸿路钢构,2012-01-18,320.00,2.39,2012,1
002622,融钰集团,2012-01-18,760.00,5.07,2012,1
600452,涪陵电力,2012-01-18,8263.00,51.64,2012,1
601669,中国电建,2012-01-18,150000.00,15.62,2012,1
601700,风范股份,2012-01-18,2700.00,12.29,2012,1
300077,国民技术,2012-01-17,260.62,0.96,2012,1
002093,国脉科技,2012-01-16,6400.00,7.40,2012,1
300033,同花顺,2012-01-16,121.78,0.91,2012,1
300161,华中数控,2012-01-16,3616.15,33.54,2012,1
600122,宏图高科,2012-01-16,16080.39,14.19,2012,1
601288,农业银行,2012-01-16,511411.75,1.57,2012,1
002259,升达林业,2012-01-13,10152.00,15.78,2012,1
002623,亚玛顿,2012-01-13,800.00,5.00,2012,1
300160,秀强股份,2012-01-13,1050.00,11.24,2012,1
300163,先锋新材,2012-01-13,1852.00,23.44,2012,1
300164,通源石油,2012-01-13,2620.00,33.08,2012,1
002039,黔源电力,2012-01-12,4634.31,22.76,2012,1
300269,联建光电,2012-01-12,360.00,4.89,2012,1
300270,中威电子,2012-01-12,200.00,5.00,2012,1
000521,美菱电器,2012-01-11,9338.52,14.67,2012,1
002205,国统股份,2012-01-11,1615.20,13.91,2012,1
002535,林州重机,2012-01-11,8743.20,21.11,2012,1
002536,西泵股份,2012-01-11,1625.80,16.93,2012,1
000538,云南白药,2012-01-10,6500.00,9.36,2012,1
002534,杭锅股份,2012-01-10,8944.56,22.33,2012,1
002537,海立美达,2012-01-10,2025.00,20.25,2012,1
300157,恒泰艾普,2012-01-10,7465.33,42.00,2012,1
300158,振东制药,2012-01-10,614.46,4.27,2012,1
600180,瑞茂通,2012-01-10,949.90,3.79,2012,1
000026,飞亚达A,2012-01-09,3672.70,9.35,2012,1
002168,深圳惠程,2012-01-09,2672.22,4.23,2012,1
002211,宏达新材,2012-01-09,5131.48,11.87,2012,1
002331,皖通科技,2012-01-09,1031.24,7.70,2012,1
300103,达刚路机,2012-01-09,9.54,0.08,2012,1
300156,神雾环保,2012-01-09,4209.04,26.24,2012,1
601118,海南橡胶,2012-01-09,1500.00,0.38,2012,1
000089,深圳机场,2012-01-06,25056.00,14.82,2012,1
000603,盛达矿业,2012-01-06,360.00,0.71,2012,1
000613,大东海A,2012-01-06,13.20,0.04,2012,1
002172,澳洋科技,2012-01-06,3422.10,6.15,2012,1
600223,鲁商置业,2012-01-06,44079.49,44.04,2012,1
600391,成发科技,2012-01-06,5949.48,32.44,2012,1
600873,梅花生物,2012-01-06,131681.27,48.62,2012,1
002050,三花智控,2012-01-05,19523.93,65.66,2012,1
600461,洪城水业,2012-01-05,12000.00,36.36,2012,1
600890,中房股份,2012-01-05,25105.42,43.34,2012,1
002118,紫鑫药业,2012-01-04,9975.06,19.45,2012,1
002530,丰东股份,2012-01-04,1095.00,8.17,2012,1
002531,天顺风能,2012-01-04,975.00,4.74,2012,1
002532,新界泵业,2012-01-04,1028.57,6.43,2012,1
002533,金杯电工,2012-01-04,10241.80,36.58,2012,1
600082,海泰发展,2012-01-04,35.80,0.06,2012,1
600578,京能电力,2012-01-04,7935.48,10.08,2012,1
600583,海油工程,2012-01-04,14040.00,3.61,2012,1
600648,外高桥,2012-01-04,41720.80,41.28,2012,1
601126,四方股份,2012-01-04,6744.41,16.59,2012,1
601928,凤凰传媒,2012-02-29,22905.00,9.00,2012,2
300058,蓝色光标,2012-02-28,442.08,2.46,2012,2
601801,皖新传媒,2012-02-28,6232.00,6.85,2012,2
002551,尚荣医疗,2012-02-27,2505.37,20.37,2012,2
002552,宝鼎科技,2012-02-27,225.00,1.50,2012,2
002553,南方轴承,2012-02-27,975.00,11.21,2012,2
002554,惠博普,2012-02-27,2719.20,13.43,2012,2
002635,安洁科技,2012-02-27,600.00,5.00,2012,2
002636,金安国纪,2012-02-27,1400.00,5.00,2012,2
002637,赞宇科技,2012-02-27,400.00,5.00,2012,2
002638,勤上光电,2012-02-27,930.00,4.96,2012,2
000568,泸州老窖,2012-02-24,67888.83,48.69,2012,2
000932,华菱钢铁,2012-02-24,134943.97,44.75,2012,2
000982,中银绒业,2012-02-24,5800.00,10.43,2012,2
300277,海联讯,2012-02-23,340.00,5.08,2012,2
002632,道明光学,2012-02-22,532.00,4.99,2012,2
002633,申科股份,2012-02-22,500.00,5.00,2012,2
300180,华峰超纤,2012-02-22,3770.00,23.86,2012,2
300181,佐力药业,2012-02-22,3195.00,39.94,2012,2
300184,力源信息,2012-02-22,2882.30,43.21,2012,2
600223,鲁商置业,2012-02-22,22123.76,22.10,2012,2
600401,海润光伏,2012-02-22,7727.44,7.46,2012,2
601216,君正集团,2012-02-22,12918.00,20.18,2012,2
002547,春兴精工,2012-02-20,1930.00,13.59,2012,2
002548,金新农,2012-02-20,283.76,3.02,2012,2
002550,千红制药,2012-02-20,5143.62,32.15,2012,2
600547,山东黄金,2012-02-20,65960.00,46.35,2012,2
000685,中山公用,2012-02-17,9.71,0.02,2012,2
300063,天龙集团,2012-02-17,7.40,0.11,2012,2
600187,国中水务,2012-02-17,10000.00,23.41,2012,2
600369,西南证券,2012-02-17,84376.75,36.33,2012,2
002068,黑猫股份,2012-02-16,7984.00,16.64,2012,2
300276,三丰智能,2012-02-16,300.00,5.00,2012,2
600477,杭萧钢构,2012-02-16,2317.29,5.00,2012,2
000671,阳光城,2012-02-15,23145.17,43.18,2012,2
300024,机器人,2012-02-15,108.21,0.36,2012,2
300175,朗源股份,2012-02-15,7305.76,31.04,2012,2
300176,鸿特精密,2012-02-15,327.03,3.66,2012,2
300177,中海达,2012-02-15,1918.60,19.19,2012,2
300178,腾邦国际,2012-02-15,3940.00,33.00,2012,2
300179,四方达,2012-02-15,1159.77,14.50,2012,2
601989,中国重工,2012-02-15,66634.37,4.54,2012,2
600768,宁波富邦,2012-02-14,1928.45,14.42,2012,2
002546,新联电子,2012-02-13,1753.20,10.44,2012,2
002592,八菱科技,2012-02-13,376.00,4.98,2012,2
002630,华西能源,2012-02-13,840.00,5.03,2012,2
002631,德尔未来,2012-02-13,800.00,5.00,2012,2
300051,三五互联,2012-02-13,345.00,2.15,2012,2
300117,嘉寓股份,2012-02-13,700.00,3.22,2012,2
600354,敦煌种业,2012-02-13,1258.00,6.18,2012,2
600495,晋西车轴,2012-02-13,3042.00,10.06,2012,2
601377,兴业证券,2012-02-13,1028.30,0.47,2012,2
300079,数码视讯,2012-02-10,29.00,0.13,2012,2
600139,西部资源,2012-02-10,2247.07,6.11,2012,2
002354,天神娱乐,2012-02-09,112.50,1.20,2012,2
002104,恒宝股份,2012-02-07,13219.20,30.00,2012,2
601028,玉龙股份,2012-02-07,1590.00,5.01,2012,2
000528,柳工,2012-02-06,13500.00,12.00,2012,2
002169,智光电气,2012-02-06,98.44,0.37,2012,2
002353,杰瑞股份,2012-02-06,446.42,1.94,2012,2
300018,中元股份,2012-02-06,730.00,5.62,2012,2
002625,龙生股份,2012-02-03,381.00,4.93,2012,2
002627,宜昌交运,2012-02-03,660.00,4.94,2012,2
002628,成都路桥,2012-02-03,800.00,4.79,2012,2
002629,仁智股份,2012-02-03,570.00,4.98,2012,2
300072,三聚环保,2012-02-02,210.00,1.08,2012,2
300272,开能环保,2012-02-02,550.00,5.00,2012,2
300274,阳光电源,2012-02-02,896.00,5.00,2012,2
300275,梅安森,2012-02-02,290.00,4.94,2012,2
000582,北部湾港,2012-02-01,5796.50,40.78,2012,2
300170,汉得信息,2012-02-01,5932.43,35.31,2012,2
300171,东富龙,2012-02-01,1200.00,7.50,2012,2
300172,中电环保,2012-02-01,4424.81,44.25,2012,2
300173,智慧松德,2012-02-01,641.94,7.37,2012,2
300174,元力股份,2012-02-01,306.38,4.51,2012,2
600259,广晟有色,2012-02-01,12747.19,51.11,2012,2
601616,广电电气,2012-02-01,20241.90,39.07,2012,2
000521,美菱电器,2012-03-30,60.78,0.10,2012,3
300195,长荣股份,2012-03-29,88.72,0.63,2012,3
300196,长海股份,2012-03-29,2140.50,17.84,2012,3
300197,铁汉生态,2012-03-29,313.91,2.68,2012,3
300279,和晶科技,2012-03-29,300.00,5.00,2012,3
300280,南通锻压,2012-03-29,640.00,5.00,2012,3
