code,name,date,count,ratio,year,month
000402,金融街,2010-01-29,8365.63,3.37,2010,1
000425,徐工机械,2010-01-29,74.19,0.09,2010,1
000609,绵石投资,2010-01-29,7400.00,24.82,2010,1
600062,华润双鹤,2010-01-29,233.31,0.41,2010,1
600540,新赛股份,2010-01-29,2391.50,10.27,2010,1
600643,爱建集团,2010-01-29,4145.96,5.05,2010,1
600173,卧龙地产,2010-01-28,15.00,0.04,2010,1
600540,新赛股份,2010-01-28,7971.65,34.23,2010,1
600528,中铁二局,2010-01-27,16640.00,11.40,2010,1
000049,德赛电池,2010-01-26,6546.85,47.85,2010,1
002111,威海广泰,2010-01-26,3133.43,21.76,2010,1
601002,晋亿实业,2010-01-26,43717.00,59.20,2010,1
000586,汇源通信,2010-01-25,496.33,2.57,2010,1
002108,沧州明珠,2010-01-25,4367.75,44.31,2010,1
002206,海利得,2010-01-25,22.50,0.18,2010,1
600227,赤天化,2010-01-25,3058.11,8.29,2010,1
600369,西南证券,2010-01-25,440.23,0.23,2010,1
600466,蓝光发展,2010-01-25,5881.00,33.49,2010,1
600645,中源协和,2010-01-25,6979.03,21.47,2010,1
600721,*ST百花,2010-01-25,1104.44,7.80,2010,1
600737,中粮屯河,2010-01-25,31875.88,31.70,2010,1
600777,新潮能源,2010-01-25,13279.86,21.23,2010,1
000504,*ST生物,2010-01-22,12234.44,39.27,2010,1
600711,盛屯矿业,2010-01-22,3181.46,40.03,2010,1
000153,丰原药业,2010-01-21,1747.54,6.72,2010,1
002299,圣农发展,2010-01-21,819.99,2.00,2010,1
002300,太阳电缆,2010-01-21,679.99,5.08,2010,1
002301,齐心集团,2010-01-21,623.99,5.01,2010,1
600039,四川路桥,2010-01-21,7840.94,25.79,2010,1
000661,长春高新,2010-01-20,2177.72,16.58,2010,1
000718,苏宁环球,2010-01-20,58.69,0.03,2010,1
002018,华信国际,2010-01-20,253.50,1.03,2010,1
600258,首旅酒店,2010-01-20,11604.22,50.15,2010,1
600259,广晟有色,2010-01-20,1192.81,4.78,2010,1
000421,南京公用,2010-01-19,7056.22,20.06,2010,1
000502,绿景控股,2010-01-19,4883.21,26.42,2010,1
000516,国际医学,2010-01-19,72.60,0.19,2010,1
000790,泰合健康,2010-01-19,702.24,3.52,2010,1
600826,兰生股份,2010-01-19,11918.94,42.50,2010,1
002197,证通电子,2010-01-18,1030.50,7.86,2010,1
600749,西藏旅游,2010-01-18,1772.37,10.74,2010,1
600831,广电网络,2010-01-18,3452.80,7.97,2010,1
600582,天地科技,2010-01-15,34998.57,51.90,2010,1
600599,熊猫金控,2010-01-15,5341.61,42.39,2010,1
601888,中国国旅,2010-01-15,4400.00,5.00,2010,1
000552,靖远煤电,2010-01-14,53.00,0.30,2010,1
000859,国风塑业,2010-01-14,1261.44,3.00,2010,1
600122,宏图高科,2010-01-14,4459.80,10.04,2010,1
002105,信隆健康,2010-01-13,13744.00,51.28,2010,1
600997,开滦股份,2010-01-13,5612.00,4.54,2010,1
000628,高新发展,2010-01-12,60.48,0.28,2010,1
000957,中通客车,2010-01-12,2980.85,12.50,2010,1
002106,莱宝高科,2010-01-12,7909.20,23.97,2010,1
002156,通富微电,2010-01-12,271.02,0.78,2010,1
002206,海利得,2010-01-12,800.00,6.40,2010,1
600479,千金药业,2010-01-12,3661.62,16.82,2010,1
600807,天业股份,2010-01-12,54.18,0.34,2010,1
002103,广博股份,2010-01-11,11854.28,54.27,2010,1
002104,恒宝股份,2010-01-11,8812.80,30.00,2010,1
002160,常铝股份,2010-01-11,2550.00,15.00,2010,1
600081,东风科技,2010-01-11,17245.80,55.00,2010,1
600223,鲁商置业,2010-01-11,2392.31,2.39,2010,1
600290,华仪电气,2010-01-11,3000.00,10.95,2010,1
600425,青松建化,2010-01-11,12432.53,33.70,2010,1
600667,太极实业,2010-01-11,5346.91,11.40,2010,1
601628,中国人寿,2010-01-11,1932353.00,68.37,2010,1
000410,沈阳机床,2010-01-08,30.93,0.06,2010,1
600708,光明地产,2010-01-08,12.18,0.03,2010,1
600745,中茵股份,2010-01-08,95.50,0.29,2010,1
600988,赤峰黄金,2010-01-06,1992.76,20.00,2010,1
600644,乐山电力,2010-01-05,8052.83,24.67,2010,1
000521,美菱电器,2010-01-04,7407.40,17.91,2010,1
000665,湖北广电,2010-01-04,553.66,3.12,2010,1
002106,莱宝高科,2010-01-04,8.56,0.03,2010,1
000063,中兴通讯,2010-02-26,70.96,0.04,2010,2
600650,锦江投资,2010-02-26,15742.55,28.54,2010,2
000601,韶能股份,2010-02-25,4400.00,4.75,2010,2
000887,中鼎股份,2010-02-25,4800.00,11.28,2010,2
000999,华润三九,2010-02-25,891.50,0.91,2010,2
002114,罗平锌电,2010-02-24,11230.56,61.09,2010,2
601169,北京银行,2010-02-24,26.06,0.00,2010,2
002115,三维通信,2010-02-22,6313.50,47.08,2010,2
002122,天马股份,2010-02-22,5000.00,8.42,2010,2
002192,融捷股份,2010-02-22,1170.33,9.64,2010,2
002194,武汉凡谷,2010-02-22,202.80,0.36,2010,2
600223,鲁商置业,2010-02-22,885.93,0.89,2010,2
600477,杭萧钢构,2010-02-22,1678.08,5.21,2010,2
600499,科达洁能,2010-02-22,669.50,1.48,2010,2
600549,厦门钨业,2010-02-22,861.25,1.26,2010,2
600592,龙溪股份,2010-02-22,9416.64,31.39,2010,2
600999,招商证券,2010-02-22,7170.91,2.00,2010,2
000401,冀东水泥,2010-02-12,1.47,0.00,2010,2
002183,怡亚通,2010-02-12,6525.61,17.60,2010,2
600356,恒丰纸业,2010-02-12,5300.00,27.46,2010,2
600836,界龙实业,2010-02-12,540.00,1.72,2010,2
002306,中科云网,2010-02-11,999.98,5.00,2010,2
002307,北新路桥,2010-02-11,950.00,5.01,2010,2
600495,晋西车轴,2010-02-11,4810.00,28.65,2010,2
000532,力合股份,2010-02-10,2621.23,7.60,2010,2
000592,平潭发展,2010-02-10,5951.27,10.28,2010,2
000656,金科股份,2010-02-10,847.15,3.39,2010,2
000806,银河生物,2010-02-10,701.45,1.00,2010,2
000837,秦川机床,2010-02-10,9293.53,26.65,2010,2
600212,*ST江泉,2010-02-10,200.00,0.39,2010,2
600242,中昌数据,2010-02-10,870.15,5.00,2010,2
600985,雷鸣科化,2010-02-09,450.00,5.00,2010,2
002112,三变科技,2010-02-08,2865.93,25.59,2010,2
002167,东方锆业,2010-02-08,286.66,3.19,2010,2
002200,云投生态,2010-02-08,936.00,6.19,2010,2
002304,洋河股份,2010-02-08,899.97,2.00,2010,2
002305,南国置业,2010-02-08,959.99,2.00,2010,2
600612,老凤祥,2010-02-08,1384.79,5.00,2010,2
000009,中国宝安,2010-02-05,115.59,0.11,2010,2
002210,飞马国际,2010-02-05,720.00,3.53,2010,2
600077,宋都股份,2010-02-05,691.56,4.35,2010,2
600119,长江投资,2010-02-05,5000.00,16.27,2010,2
600266,北京城建,2010-02-05,2000.00,2.70,2010,2
601166,兴业银行,2010-02-05,102000.00,20.40,2010,2
000767,漳泽电力,2010-02-04,8008.50,6.05,2010,2
600141,兴发集团,2010-02-04,720.00,2.38,2010,2
002302,西部建设,2010-02-03,699.99,5.00,2010,2
002303,美盈森,2010-02-03,899.99,5.03,2010,2
300021,大禹节水,2010-02-03,360.00,5.17,2010,2
600778,友好集团,2010-02-03,116.23,0.37,2010,2
000514,渝开发,2010-02-02,40472.90,63.84,2010,2
000557,西部创业,2010-02-02,375.47,0.55,2010,2
300016,北陆药业,2010-02-02,340.00,5.01,2010,2
000736,中房地产,2010-02-01,5720.38,19.25,2010,2
300001,特锐德,2010-02-01,672.00,5.03,2010,2
300002,神州泰岳,2010-02-01,632.00,5.00,2010,2
300003,乐普医疗,2010-02-01,820.00,2.02,2010,2
300004,南风股份,2010-02-01,480.00,5.11,2010,2
300005,探路者,2010-02-01,340.00,5.08,2010,2
300006,莱美药业,2010-02-01,460.00,5.03,2010,2
300007,汉威电子,2010-02-01,300.00,5.08,2010,2
300008,天海防务,2010-02-01,252.00,5.00,2010,2
300009,安科生物,2010-02-01,420.00,5.00,2010,2
300010,立思辰,2010-02-01,530.00,5.04,2010,2
300011,鼎汉技术,2010-02-01,260.00,5.06,2010,2
300012,华测检测,2010-02-01,420.00,5.14,2010,2
300013,新宁物流,2010-02-01,300.00,5.00,2010,2
300014,亿纬锂能,2010-02-01,440.00,5.00,2010,2
300015,爱尔眼科,2010-02-01,670.00,5.02,2010,2
300017,网宿科技,2010-02-01,460.00,5.07,2010,2
300018,中元股份,2010-02-01,327.00,5.03,2010,2
300019,硅宝科技,2010-02-01,260.00,5.10,2010,2
300020,银江股份,2010-02-01,400.00,5.00,2010,2
300022,吉峰农机,2010-02-01,448.00,5.01,2010,2
300023,宝德股份,2010-02-01,300.00,5.00,2010,2
300024,机器人,2010-02-01,310.00,5.04,2010,2
300025,华星创业,2010-02-01,200.00,5.00,2010,2
300026,红日药业,2010-02-01,251.80,5.00,2010,2
300027,华谊兄弟,2010-02-01,840.00,5.00,2010,2
300028,金亚科技,2010-02-01,740.00,5.03,2010,2
600158,中体产业,2010-02-01,2615.19,3.26,2010,2
000524,岭南控股,2010-03-31,8507.92,31.55,2010,3
000721,西安饮食,2010-03-31,3254.72,16.31,2010,3
000902,新洋丰,2010-03-31,10188.00,39.49,2010,3
600117,西宁特钢,2010-03-31,33501.09,45.20,2010,3
000030,富奥股份,2010-03-30,417.41,1.45,2010,3
000650,仁和药业,2010-03-30,6719.76,23.99,2010,3
002122,天马股份,2010-03-30,40800.00,68.69,2010,3
002220,天宝股份,2010-03-30,271.54,2.77,2010,3
002327,富安娜,2010-03-30,519.99,5.05,2010,3
002328,新朋股份,2010-03-30,1500.00,5.00,2010,3
600628,新世界,2010-03-30,2659.00,5.00,2010,3
002123,梦网荣信,2010-03-29,7374.87,32.92,2010,3
600133,东湖高新,2010-03-29,2480.33,5.00,2010,3
600195,中牧股份,2010-03-29,18900.00,48.46,2010,3
600234,*ST山水,2010-03-29,181.39,1.25,2010,3
600671,天目药业,2010-03-29,2.00,0.02,2010,3
600674,川投能源,2010-03-29,21047.90,22.56,2010,3
600960,渤海活塞,2010-03-29,814.12,5.00,2010,3
000019,深深宝A,2010-03-26,6791.20,37.33,2010,3
000591,太阳能,2010-03-26,8774.27,44.73,2010,3
002079,苏州固锝,2010-03-26,11472.00,41.57,2010,3
002215,诺普信,2010-03-26,582.47,2.63,2010,3
300030,阳普医疗,2010-03-26,372.00,5.03,2010,3
600167,联美控股,2010-03-26,9910.00,46.97,2010,3
600306,*ST商城,2010-03-26,3930.00,22.06,2010,3
600765,中航重机,2010-03-26,16000.00,30.85,2010,3
000731,四川美丰,2010-03-25,2206.96,4.42,2010,3
000878,云南铜业,2010-03-25,24870.00,19.79,2010,3
000880,潍柴重机,2010-03-25,300.00,1.09,2010,3
300029,天龙光电,2010-03-25,1000.00,5.00,2010,3
300031,宝通科技,2010-03-25,250.00,5.00,2010,3
300032,金龙机电,2010-03-25,714.00,5.00,2010,3
300033,同花顺,2010-03-25,671.99,5.00,2010,3
300034,钢研高纳,2010-03-25,600.00,5.10,2010,3
300035,中科电气,2010-03-25,310.00,5.04,2010,3
300036,超图软件,2010-03-25,380.00,5.07,2010,3
601139,深圳燃气,2010-03-25,2600.00,2.11,2010,3
000068,华控赛格,2010-03-23,13450.07,15.00,2010,3
000426,兴业矿业,2010-03-23,809.68,2.13,2010,3
000428,华天酒店,2010-03-23,21479.04,38.84,2010,3
000521,美菱电器,2010-03-23,278.33,0.67,2010,3
600622,嘉宝集团,2010-03-23,6183.70,12.02,2010,3
002325,洪涛股份,2010-03-22,600.00,5.00,2010,3
002326,永太科技,2010-03-22,669.98,5.02,2010,3
600238,海南椰岛,2010-03-22,853.24,5.14,2010,3
600462,九有股份,2010-03-22,10568.00,25.74,2010,3
000564,西安民生,2010-03-19,39.47,0.13,2010,3
000739,普洛药业,2010-03-19,4740.25,18.46,2010,3
000756,新华制药,2010-03-19,2286.56,5.00,2010,3
000928,中钢国际,2010-03-19,14243.04,50.35,2010,3
002322,理工环科,2010-03-18,334.00,5.01,2010,3
002323,雅百特,2010-03-18,419.99,5.08,2010,3
002324,普利特,2010-03-18,699.99,5.18,2010,3
600643,爱建集团,2010-03-18,47.22,0.06,2010,3
000410,沈阳机床,2010-03-17,66.75,0.12,2010,3
600481,双良节能,2010-03-17,292.50,0.43,2010,3
000429,粤高速A,2010-03-16,184.02,0.15,2010,3
000790,泰合健康,2010-03-16,4810.00,24.09,2010,3
002320,海峡股份,2010-03-16,789.99,5.02,2010,3
002321,华英农业,2010-03-16,740.00,5.03,2010,3
600722,金牛化工,2010-03-16,17915.48,42.51,2010,3
601989,中国重工,2010-03-16,79800.00,12.00,2010,3
000557,西部创业,2010-03-15,301.24,0.44,2010,3
000600,建投能源,2010-03-15,36630.00,40.09,2010,3
600135,乐凯胶片,2010-03-15,3420.00,10.00,2010,3
600066,宇通客车,2010-03-12,2599.46,5.00,2010,3
600232,金鹰股份,2010-03-12,14182.15,38.88,2010,3
600482,中国动力,2010-03-12,15668.88,33.99,2010,3
600505,西昌电力,2010-03-12,2576.89,7.07,2010,3
000606,*ST易桥,2010-03-11,6990.00,17.22,2010,3
000722,湖南发展,2010-03-11,7058.39,26.32,2010,3
002317,众生药业,2010-03-11,399.99,5.00,2010,3
002318,久立特材,2010-03-11,799.99,5.00,2010,3
002319,乐通股份,2010-03-11,500.00,5.00,2010,3
600369,西南证券,2010-03-11,13454.30,7.07,2010,3
000545,金浦钛业,2010-03-10,539.74,3.41,2010,3
002113,天润数娱,2010-03-10,4211.20,35.57,2010,3
600139,西部资源,2010-03-10,1240.87,5.23,2010,3
600377,宁沪高速,2010-03-10,482.70,0.10,2010,3
600773,西藏城投,2010-03-10,2631.37,4.57,2010,3
600892,大晟文化,2010-03-10,2124.46,33.66,2010,3
000409,山东地矿,2010-03-09,288.69,1.69,2010,3
000507,珠海港,2010-03-09,5656.82,16.40,2010,3
002315,焦点科技,2010-03-09,587.57,5.00,2010,3
002316,键桥通讯,2010-03-09,600.00,5.00,2010,3
000637,茂化实华,2010-03-08,4226.59,9.35,2010,3
002120,韵达股份,2010-03-08,7921.96,52.72,2010,3
002121,科陆电子,2010-03-08,11762.40,49.01,2010,3
600220,江苏阳光,2010-03-08,8916.70,5.00,2010,3
600525,长园集团,2010-03-08,6424.69,29.76,2010,3
000626,远大控股,2010-03-05,10969.64,54.17,2010,3
002108,沧州明珠,2010-03-05,1447.20,14.68,2010,3
600290,华仪电气,2010-03-05,1220.10,4.45,2010,3
600522,中天科技,2010-03-04,5000.00,15.59,2010,3
600800,天津磁卡,2010-03-04,9304.07,15.22,2010,3
002117,东港股份,2010-03-03,3895.00,35.41,2010,3
002118,紫鑫药业,2010-03-03,8307.54,68.35,2010,3
002312,三泰控股,2010-03-03,299.99,5.07,2010,3
002313,日海通讯,2010-03-03,499.97,5.00,2010,3
002314,南山控股,2010-03-03,1469.99,5.07,2010,3
600615,丰华股份,2010-03-03,3288.37,17.49,2010,3
601003,柳钢股份,2010-03-03,215275.32,84.00,2010,3
000601,韶能股份,2010-03-02,714.49,0.77,2010,3
002119,康强电子,2010-03-02,6489.00,33.41,2010,3
600101,明星电力,2010-03-02,6507.00,20.07,2010,3
600760,*ST黑豹,2010-03-02,1365.02,5.00,2010,3
000539,粤电力A,2010-03-01,107.54,0.04,2010,3
000709,河钢股份,2010-03-01,94.85,0.01,2010,3
002182,云海金属,2010-03-01,1800.00,9.38,2010,3
002308,威创股份,2010-03-01,1069.00,5.00,2010,3
002309,中利科技,2010-03-01,669.99,5.02,2010,3
002310,东方园林,2010-03-01,289.99,5.79,2010,3
002311,海大集团,2010-03-01,1119.99,5.00,2010,3
600288,大恒科技,2010-03-01,10712.00,24.52,2010,3
600480,凌云股份,2010-03-01,10452.00,33.50,2010,3
600588,用友网络,2010-03-01,12411.36,19.77,2010,3
601005,重庆钢铁,2010-03-01,84500.00,48.76,2010,3
601318,中国平安,2010-03-01,85982.30,11.71,2010,3
000100,TCL集团,2010-04-30,28750.00,9.79,2010,4
000533,万家乐,2010-04-30,20066.54,29.05,2010,4
600682,南京新百,2010-04-30,93.29,0.26,2010,4
000061,农产品,2010-04-29,16535.80,21.52,2010,4
000892,星美联合,2010-04-28,18586.80,44.91,2010,4
000998,隆平高科,2010-04-28,3171.00,11.44,2010,4
002345,潮宏基,2010-04-28,599.99,5.00,2010,4
002346,柘中股份,2010-04-28,700.00,5.18,2010,4
002347,泰尔股份,2010-04-28,519.99,5.00,2010,4
600315,上海家化,2010-04-28,521.92,1.23,2010,4
600791,京能置业,2010-04-28,12448.80,27.49,2010,4
601179,中国西电,2010-04-28,45745.00,10.50,2010,4
601998,中信银行,2010-04-28,2411577.36,61.78,2010,4
002131,利欧股份,2010-04-27,8104.32,53.83,2010,4
002133,广宇集团,2010-04-27,13540.39,27.16,2010,4
600697,欧亚集团,2010-04-27,80.08,0.50,2010,4
002214,大立科技,2010-04-26,717.10,7.17,2010,4
002235,安妮股份,2010-04-26,393.75,2.62,2010,4
002342,巨力索具,2010-04-26,1200.00,2.50,2010,4
002343,慈文传媒,2010-04-26,499.99,5.05,2010,4
002344,海宁皮城,2010-04-26,1400.00,5.00,2010,4
600196,复星医药,2010-04-26,5477.39,4.42,2010,4
600326,西藏天路,2010-04-26,2856.02,6.26,2010,4
600694,大商股份,2010-04-26,2598.87,8.85,2010,4
600844,丹化科技,2010-04-26,19798.25,25.43,2010,4
600884,杉杉股份,2010-04-26,2054.29,5.00,2010,4
601008,连云港,2010-04-26,26238.00,48.81,2010,4
000929,兰州黄河,2010-04-23,4423.39,23.81,2010,4
002255,海陆重工,2010-04-23,249.00,1.93,2010,4
002339,积成电子,2010-04-22,440.00,5.12,2010,4
002340,格林美,2010-04-22,460.00,4.93,2010,4
002341,新纶科技,2010-04-22,379.99,5.19,2010,4
600781,辅仁药业,2010-04-22,887.96,5.00,2010,4
000595,宝塔实业,2010-04-21,8356.74,38.54,2010,4
600355,精伦电子,2010-04-21,3391.63,13.79,2010,4
601877,正泰电器,2010-04-21,2100.00,2.09,2010,4
002130,沃尔核材,2010-04-20,12105.00,74.24,2010,4
300043,星辉娱乐,2010-04-20,264.00,5.00,2010,4
300044,赛为智能,2010-04-20,400.00,5.00,2010,4
300045,华力创通,2010-04-20,340.00,5.08,2010,4
300046,台基股份,2010-04-20,300.00,5.07,2010,4
300047,天源迪科,2010-04-20,540.00,5.16,2010,4
300048,合康新能,2010-04-20,600.00,5.00,2010,4
300049,福瑞股份,2010-04-20,380.00,5.13,2010,4
300050,世纪鼎利,2010-04-20,280.00,5.18,2010,4
600390,*ST金瑞,2010-04-20,5015.92,31.34,2010,4
600461,洪城水业,2010-04-20,6594.21,47.10,2010,4
000536,华映科技,2010-04-19,1720.30,2.46,2010,4
000833,贵糖股份,2010-04-19,4619.32,15.60,2010,4
000996,中国中期,2010-04-19,3284.20,14.28,2010,4
002081,金螳螂,2010-04-19,12762.50,59.98,2010,4
002126,银轮股份,2010-04-19,5051.05,50.51,2010,4
002127,南极电商,2010-04-19,5908.49,32.33,2010,4
002128,露天煤业,2010-04-19,86790.92,78.50,2010,4
002206,海利得,2010-04-19,100.00,0.80,2010,4
600206,有研新材,2010-04-19,6412.50,29.48,2010,4
600272,开开实业,2010-04-19,2180.98,8.97,2010,4
601801,皖新传媒,2010-04-19,2200.00,2.42,2010,4
000613,大东海A,2010-04-16,456.26,1.25,2010,4
600545,新疆城建,2010-04-16,12622.50,18.68,2010,4
600730,中国高科,2010-04-16,7.44,0.03,2010,4
000157,中联重科,2010-04-15,85047.50,43.15,2010,4
000919,金陵药业,2010-04-15,3791.55,7.52,2010,4
002337,赛象科技,2010-04-15,599.99,5.00,2010,4
002338,奥普光电,2010-04-15,400.00,5.00,2010,4
600082,海泰发展,2010-04-15,401.31,0.62,2010,4
600096,云天化,2010-04-15,2680.45,4.54,2010,4
002334,英威腾,2010-04-13,319.99,5.00,2010,4
002335,科华恒盛,2010-04-13,390.00,5.00,2010,4
002336,*ST人乐,2010-04-13,1999.99,5.00,2010,4
600052,浙江广厦,2010-04-13,44946.53,51.56,2010,4
600137,浪莎股份,2010-04-13,3118.91,32.08,2010,4
600241,时代万恒,2010-04-13,4945.26,46.65,2010,4
000980,金马股份,2010-04-12,9431.61,29.75,2010,4
002332,仙琚制药,2010-04-12,1707.98,5.00,2010,4
002333,罗普斯金,2010-04-12,783.99,5.00,2010,4
600208,新湖中宝,2010-04-12,30084.67,5.93,2010,4
600239,云南城投,2010-04-12,19762.50,31.20,2010,4
600339,*ST天利,2010-04-12,2062.48,3.92,2010,4
000151,中成股份,2010-04-09,8830.81,29.84,2010,4
000526,紫光学大,2010-04-09,1600.82,16.64,2010,4
000960,锡业股份,2010-04-09,3222.16,4.02,2010,4
002113,天润数娱,2010-04-09,5.87,0.05,2010,4
600455,博通股份,2010-04-09,278.35,4.46,2010,4
600459,贵研铂业,2010-04-09,4550.00,40.72,2010,4
600805,悦达投资,2010-04-09,4.91,0.01,2010,4
300037,新宙邦,2010-04-08,540.00,5.05,2010,4
300038,梅泰诺,2010-04-08,460.00,5.02,2010,4
300039,上海凯宝,2010-04-08,548.00,5.00,2010,4
300040,九洲电气,2010-04-08,360.00,5.18,2010,4
300041,回天新材,2010-04-08,340.00,5.15,2010,4
300042,朗科科技,2010-04-08,336.00,5.03,2010,4
600183,生益科技,2010-04-08,21.94,0.02,2010,4
601117,中国化学,2010-04-07,30825.00,6.25,2010,4
002124,天邦股份,2010-04-06,7150.00,52.19,2010,4
002125,湘潭电化,2010-04-06,4397.04,58.32,2010,4
002329,皇氏集团,2010-04-06,540.00,5.05,2010,4
002330,得利斯,2010-04-06,1259.99,5.02,2010,4
002331,皖通科技,2010-04-06,279.99,5.10,2010,4
600109,国金证券,2010-04-06,15900.62,15.90,2010,4
601007,金陵饭店,2010-04-06,15200.00,50.67,2010,4
000950,*ST建峰,2010-04-02,10456.27,26.19,2010,4
002240,威华股份,2010-04-02,1128.80,3.68,2010,4
600978,宜华生活,2010-04-02,2175.00,2.17,2010,4
000819,岳阳兴长,2010-04-01,5286.82,27.29,2010,4
000869,张裕A,2010-04-01,2636.38,5.00,2010,4
000572,海马汽车,2010-05-31,9.78,0.01,2010,5
002135,东南网架,2010-05-31,11772.09,58.86,2010,5
002136,安纳达,2010-05-31,2906.24,36.83,2010,5
600071,凤凰光学,2010-05-31,7296.55,30.73,2010,5
600614,鼎立股份,2010-05-31,7743.96,13.65,2010,5
600893,中航动力,2010-05-31,85.17,0.16,2010,5
000009,中国宝安,2010-05-28,8201.98,7.52,2010,5
002082,栋梁新材,2010-05-28,1430.02,6.01,2010,5
002167,东方锆业,2010-05-28,4472.00,24.88,2010,5
002203,海亮股份,2010-05-28,5115.73,12.79,2010,5
600573,惠泉啤酒,2010-05-28,1438.90,5.76,2010,5
600870,厦华电子,2010-05-28,9383.67,25.30,2010,5
000610,西安旅游,2010-05-27,53.58,0.27,2010,5
600069,银鸽投资,2010-05-27,1500.00,2.73,2010,5
600086,东方金钰,2010-05-27,1761.41,5.00,2010,5
300055,万邦达,2010-05-26,440.00,5.00,2010,5
300056,三维丝,2010-05-26,260.00,5.00,2010,5
300057,万顺股份,2010-05-26,1060.00,5.02,2010,5
300058,蓝色光标,2010-05-26,600.00,5.00,2010,5
600137,浪莎股份,2010-05-26,2640.00,27.16,2010,5
600491,龙元建设,2010-05-26,8500.00,17.94,2010,5
600585,海螺水泥,2010-05-26,31075.42,17.59,2010,5
601688,华泰证券,2010-05-26,23536.83,4.20,2010,5
000559,万向钱潮,2010-05-25,8727.30,7.12,2010,5
000793,华闻传媒,2010-05-25,18996.61,13.97,2010,5
000798,中水渔业,2010-05-25,18904.50,59.18,2010,5
002066,瑞泰科技,2010-05-25,2550.00,22.08,2010,5
600389,江山股份,2010-05-25,990.00,5.00,2010,5
600987,航民股份,2010-05-25,4235.40,10.00,2010,5
000498,山东路桥,2010-05-24,16322.46,37.04,2010,5
000669,金鸿能源,2010-05-24,1058.13,11.44,2010,5
600067,冠城大通,2010-05-24,10874.32,14.79,2010,5
600339,*ST天利,2010-05-24,2340.00,4.45,2010,5
600359,新农开发,2010-05-24,13095.00,40.79,2010,5
600690,青岛海尔,2010-05-24,14204.63,10.61,2010,5
600804,鹏博士,2010-05-24,59400.00,44.38,2010,5
600846,同济科技,2010-05-24,4810.86,13.86,2010,5
601678,滨化股份,2010-05-24,2200.00,5.00,2010,5
600388,龙净环保,2010-05-21,4090.00,19.67,2010,5
600410,华胜天成,2010-05-21,4568.34,9.91,2010,5
600083,博信股份,2010-05-20,81.00,0.35,2010,5
000585,东北电气,2010-05-19,21202.56,24.28,2010,5
000970,中科三环,2010-05-19,11600.81,22.85,2010,5
600559,老白干酒,2010-05-19,31.10,0.22,2010,5
600759,洲际油气,2010-05-19,20.00,0.02,2010,5
000567,海德股份,2010-05-18,1512.00,10.00,2010,5
600567,山鹰纸业,2010-05-18,2130.93,3.98,2010,5
002134,天津普林,2010-05-17,12803.31,52.08,2010,5
600068,葛洲坝,2010-05-17,4003.37,1.72,2010,5
600177,雅戈尔,2010-05-17,17822.76,8.00,2010,5
600418,江淮汽车,2010-05-17,19200.00,14.90,2010,5
600750,江中药业,2010-05-17,9949.39,33.63,2010,5
600876,洛阳玻璃,2010-05-17,17901.82,35.80,2010,5
601328,交通银行,2010-05-17,997498.26,20.36,2010,5
601958,金钼股份,2010-05-17,12840.36,3.98,2010,5
000030,富奥股份,2010-05-14,178.89,0.62,2010,5
000718,苏宁环球,2010-05-14,18724.42,11.00,2010,5
002085,万丰奥威,2010-05-14,16984.28,59.73,2010,5
600865,百大集团,2010-05-14,325.17,0.86,2010,5
000736,中房地产,2010-05-13,999.78,3.36,2010,5
000617,石油济柴,2010-05-11,14376.96,50.00,2010,5
300051,三五互联,2010-05-11,270.00,5.05,2010,5
300052,中青宝,2010-05-11,650.00,5.00,2010,5
300053,欧比特,2010-05-11,500.00,5.00,2010,5
300054,鼎龙股份,2010-05-11,300.00,5.00,2010,5
600706,曲江文旅,2010-05-11,703.74,8.06,2010,5
000540,中天城投,2010-05-10,43148.47,47.24,2010,5
000795,英洛华,2010-05-10,8579.43,31.00,2010,5
002132,恒星科技,2010-05-10,9339.00,38.18,2010,5
002354,天神娱乐,2010-05-10,470.00,5.03,2010,5
002355,兴民智通,2010-05-10,999.99,4.75,2010,5
002356,赫美集团,2010-05-10,400.00,5.00,2010,5
002357,富临运业,2010-05-10,420.00,5.15,2010,5
002358,森源电气,2010-05-10,439.99,5.12,2010,5
002359,齐星铁塔,2010-05-10,550.00,5.05,2010,5
600137,浪莎股份,2010-05-10,1010.63,10.40,2010,5
600595,中孚实业,2010-05-10,36000.00,30.43,2010,5
601106,中国一重,2010-05-10,100000.00,15.29,2010,5
000023,深天地A,2010-05-07,693.78,5.00,2010,5
000078,海王生物,2010-05-07,21229.65,32.53,2010,5
000711,京蓝科技,2010-05-07,2857.00,26.63,2010,5
600844,丹化科技,2010-05-07,16949.14,21.77,2010,5
600828,茂业商业,2010-05-06,21.38,0.06,2010,5
000925,众合科技,2010-05-05,2990.00,10.71,2010,5
002073,软控股份,2010-05-05,6750.00,13.64,2010,5
002351,漫步者,2010-05-05,739.99,5.03,2010,5
002352,鼎泰新材,2010-05-05,389.99,5.01,2010,5
002353,杰瑞股份,2010-05-05,580.00,5.05,2010,5
002348,高乐股份,2010-05-04,759.99,5.13,2010,5
002349,精华制药,2010-05-04,399.99,5.00,2010,5
002350,北京科锐,2010-05-04,539.99,5.05,2010,5
600745,中茵股份,2010-05-04,608.72,1.86,2010,5
002083,孚日股份,2010-06-30,4318.77,4.60,2010,6
002379,*ST鲁丰,2010-06-30,389.99,5.03,2010,6
