
code,name,type,report_date,pre_eps,range
600687,刚泰控股,预亏,2004-04-13,0,0%
600490,鹏欣资源,预减,2003-08-23,0.0,-50%
000009,中国宝安,预减,2003-08-23,0.0,-66.03%
600289,亿阳信通,预增,2003-08-19,0.0,50%
600800,天津磁卡,预增,2003-08-19,0.0,50%
600503,华丽家族,预减,2003-08-16,0.0,-50%
600239,云南城投,预减,2003-08-16,0.0,-50%
600712,南宁百货,预减,2003-08-16,0.0,-50%
600176,中国巨石,预增,2003-08-15,0.0,0%
600859,王府井,预降,2003-08-14,0.0,0%
000880,潍柴重机,预减,2003-08-14,0.0,-50%
600723,首商股份,预亏,2003-08-11,0.0,0%
600664,哈药股份,预增,2003-08-11,0.0,50%
600776,东方通信,预亏,2003-08-09,0.0,0%
600647,同达创业,预亏,2003-08-09,0.0,0%
000995,*ST皇台,预亏,2003-08-08,0.0,0%
600031,三一重工,0,2003-08-08,0.0,0%
600781,辅仁药业,预亏,2003-08-06,0.0,0%
000758,中色股份,预升,2003-08-06,0.0,0%
600784,鲁银投资,预盈,2003-08-06,0.0,0%
600831,广电网络,预增,2003-08-06,0.0,50%
000004,国农科技,减亏,2003-08-05,0.0,0%
600835,上海机电,预增,2003-08-05,0.0,50%
600703,三安光电,预增,2003-08-05,0.0,50%
600029,南方航空,预亏,2003-08-04,0.0,0%
600252,中恒集团,预减,2003-08-02,0.0,-50%
600077,宋都股份,预亏,2003-08-02,0.0,-100%
000996,中国中期,预减,2003-08-01,0.0,-50%
600393,粤泰股份,预亏,2003-08-01,0.0,0%
000700,模塑科技,预增,2003-08-01,0.0,50%
000603,盛达矿业,预亏,2003-07-31,0.0,0%
000418,小天鹅A,预增,2003-07-31,0.0,50%
600221,海南航空,预亏,2003-07-30,0.0,0%
000798,中水渔业,预盈,2003-07-30,0.0,0%
000950,*ST建峰,预盈,2003-07-30,0.0,0%
600894,广日股份,预增,2003-07-30,0.0,50%
600082,海泰发展,预增,2003-07-30,0.0,50%
600778,友好集团,预增,2003-07-30,0.0,50%
600722,金牛化工,预增,2003-07-29,0.0,50%
600634,中技控股,预减,2003-07-29,0.0,-50%
000048,康达尔,预亏,2003-07-29,0.0,0%
600338,西藏珠峰,预亏,2003-07-29,0.0,0%
600779,水井坊,预亏,2003-07-29,0.0,0%
600509,天富能源,预增,2003-07-29,0.0,50%
600863,内蒙华电,预增,2003-07-29,0.0,50%
000859,国风塑业,预减,2003-07-26,0.0,-50%
000511,*ST烯碳,预亏,2003-07-26,0.0,0%
600313,农发种业,预亏,2003-07-26,0.0,0%
000861,海印股份,预亏,2003-07-25,0.0,0%
600864,哈投股份,预盈,2003-07-25,0.0,0%
600086,东方金钰,预减,2003-07-23,0.0,-50%
000955,欣龙控股,预增,2003-07-23,0.0,50%
000543,皖能电力,预增,2003-07-23,0.0,50%
000725,京东方A,预增,2003-07-23,0.0,100%
600112,天成控股,预亏,2003-07-22,0.0,-50%
000620,新华联,预盈,2003-07-22,0.0,0%
000776,广发证券,预盈,2003-07-22,0.0,0%
000715,中兴商业,预增,2003-07-22,0.0,0%
600026,中远海能,预增,2003-07-22,0.0,50%
600815,厦工股份,预增,2003-07-22,0.0,50%
600533,栖霞建设,预增,2003-07-22,0.0,50%
600587,新华医疗,预增,2003-07-22,0.0,50%
000848,承德露露,预减,2003-07-19,0.0,-50%
000679,大连友谊,预亏,2003-07-19,0.0,0%
000415,渤海金控,预亏,2003-07-19,0.0,0%
000716,黑芝麻,预亏,2003-07-19,0.0,0%
600758,红阳能源,预亏,2003-07-19,0.0,0%
000017,深中华A,预盈,2003-07-19,0.0,0%
600522,中天科技,预减,2003-07-18,0.0,-50%
000981,银亿股份,预亏,2003-07-18,0.0,0%
600198,大唐电信,预亏,2003-07-18,0.0,0%
000156,华数传媒,预升,2003-07-18,0.0,0%
000509,华塑控股,预盈,2003-07-18,0.0,0%
600307,酒钢宏兴,预增,2003-07-18,0.0,0%
600166,福田汽车,预增,2003-07-18,0.0,50%
000826,启迪桑德,预盈,2003-07-17,0.0,0%
600890,中房股份,预减,2003-07-17,0.0,-50%
600207,安彩高科,预增,2003-07-17,0.0,50%
000978,桂林旅游,预减,2003-07-16,0.0,-50%
600355,精伦电子,预减,2003-07-16,0.0,-50%
600749,西藏旅游,预亏,2003-07-16,0.0,0%
600844,丹化科技,预亏,2003-07-16,0.0,0%
000815,美利云,预增,2003-07-16,0.0,50%
600775,南京熊猫,预增,2003-07-16,0.0,0%~50%
600711,盛屯矿业,预增,2003-07-16,0.0,50%
600721,*ST百花,预增,2003-07-16,0.0,50%
600496,精工钢构,预减,2003-07-15,0.0,-50%
600573,惠泉啤酒,预减,2003-07-15,0.0,-50%
600766,园城黄金,预亏,2003-07-15,0.0,0%
000410,沈阳机床,预增,2003-07-15,0.0,100%
600250,南纺股份,预增,2003-07-15,0.0,50%
600837,海通证券,预增,2003-07-15,0.0,50%
600578,京能电力,预增,2003-07-15,0.0,50%
600237,铜峰电子,预增,2003-07-15,0.0,50%
600645,中源协和,预增,2003-07-14,0.0,50%
600658,电子城,预亏,2003-07-14,0.0,0%
600333,长春燃气,预增,2003-07-14,0.0,50%
600735,新华锦,预减,2003-07-12,0.0,-50%
600345,长江通信,预减,2003-07-12,0.0,-50%
600857,宁波中百,预减,2003-07-12,0.0,-50%
600643,爱建集团,预亏,2003-07-12,0.0,0%
000557,西部创业,预盈,2003-07-12,0.0,0%
000799,酒鬼酒,预亏,2003-07-11,0.0,0%
600390,*ST金瑞,预亏,2003-07-11,0.0,0%
600107,美尔雅,预盈,2003-07-11,0.0,0%
600750,江中药业,预增,2003-07-11,0.0,50%
000006,深振业A,预减,2003-07-10,0.0,-50%
000555,神州信息,减亏,2003-07-10,0.0,0%
000813,德展健康,预亏,2003-07-10,0.0,0%
000902,新洋丰,预亏,2003-07-10,0.0,0%
600369,西南证券,预亏,2003-07-10,0.0,0%
000570,苏常柴A,预盈,2003-07-10,0.0,0%
600548,深高速,预增,2003-07-10,0.0,0%~100%
600809,山西汾酒,预增,2003-07-10,0.0,50%
600644,乐山电力,减亏,2003-07-09,0.0,50%
000596,古井贡酒,预减,2003-07-09,0.0,-50%
600213,亚星客车,预亏,2003-07-09,0.0,0%
600738,兰州民百,预亏,2003-07-09,0.0,0%
600136,当代明诚,预亏,2003-07-09,0.0,0%
600774,汉商集团,预亏,2003-07-09,0.0,-50%
000150,宜华健康,预盈,2003-07-09,0.0,0%
600303,曙光股份,预增,2003-07-09,0.0,50%
600889,南京化纤,预增,2003-07-09,0.0,50%
600740,山西焦化,预增,2003-07-09,0.0,50%
600116,三峡水利,预减,2003-07-08,0.0,-50%
600816,安信信托,预亏,2003-07-08,0.0139,0%
000818,方大化工,预亏,2003-07-08,0.0,0%
600629,华建集团,预亏,2003-07-08,0.0,0%
600847,万里股份,预亏,2003-07-08,0.0,0%
600615,丰华股份,预亏,2003-07-08,0.0,0%
600681,百川能源,预亏,2003-07-08,0.0,0%
000030,富奥股份,预盈,2003-07-08,0.0,0%
000625,长安汽车,预增,2003-07-05,0.0,0%
000667,美好置业,预增,2003-07-08,0.0,0%
000966,长源电力,预增,2003-07-08,0.0,50%
600551,时代出版,预增,2003-07-08,0.0,50%
600677,航天通信,预减,2003-07-05,0.0,-50%
000953,河池化工,预亏,2003-07-05,0.0,-50%
000033,*ST新都,预亏,2003-07-05,0.0,0%
600240,华业资本,预亏,2003-07-05,0.0,0%
600763,通策医疗,预亏,2003-07-05,0.0,0%
600858,银座股份,预盈,2003-07-05,0.0,0%
600887,伊利股份,预增,2003-07-05,0.0,50%
600396,金山股份,预增,2003-07-05,0.0,50%
600206,有研新材,预亏,2003-07-04,0.0,0%
600856,中天能源,预亏,2003-07-04,0.0,0%
600698,湖南天雁,预盈,2003-07-04,0.0,0%
000662,天夏智慧,预增,2003-07-04,0.0,100%
000980,金马股份,减亏,2003-07-03,0.0,50%
600613,神奇制药,预亏,2003-07-03,0.0,0%
600657,信达地产,预降,2003-07-03,0.0,0%
000885,同力水泥,预盈,2003-07-03,0.0,0%
600753,东方银星,预盈,2003-07-03,0.0,0%
600190,锦州港,预盈,2003-07-03,0.0,0%
000663,永安林业,预增,2003-07-03,0.0,50%
600585,海螺水泥,预增,2003-07-03,0.0,0%~50%
600791,京能置业,预增,2003-07-03,0.0,50%
600741,华域汽车,预减,2003-07-02,0.0,-50%
600838,上海九百,预减,2003-07-02,0.0,-50%
600195,中牧股份,预减,2003-07-02,0.0,-50%
600723,首商股份,预亏,2003-07-02,0.0,0%
000820,神雾节能,预减,2003-07-02,0.0,-50%
000801,四川九洲,预亏,2003-07-02,0.0,0%
000682,东方电子,预盈,2003-07-02,0.0,0%
000851,高鸿股份,预盈,2003-07-02,0.0,0%
600648,外高桥,预盈,2003-07-02,0.0,0%
000534,万泽股份,预增,2003-07-02,0.0,50%
000401,冀东水泥,预增,2003-07-02,0.0,50%
600754,锦江股份,预减,2003-07-01,0.0,-50%
000008,神州高铁,预亏,2003-07-01,0.0,0%
000592,平潭发展,预亏,2003-07-01,0.0,0%
600208,新湖中宝,预亏,2003-07-01,0.0,0%
600609,金杯汽车,预盈,2003-07-01,0.0,0%
600893,中航动力,预盈,2003-07-01,0.0,0%
600768,宁波富邦,预增,2003-07-01,0.0,50%
001696,宗申动力,预增,2003-07-01,0.0,100%
600618,氯碱化工,预增,2003-07-01,0.0,0%
000488,晨鸣纸业,预增,2003-06-28,0.0,100%
600569,安阳钢铁,预增,2003-06-28,0.0,50%
600061,国投安信,预亏,2003-06-28,0.0,0%
600734,实达集团,预亏,2003-06-28,0.0,0%
600715,文投控股,预亏,2003-06-28,0.0,0%
600234,*ST山水,预亏,2003-06-28,0.0,0%
000635,英力特,预增,2003-06-28,0.0,50%
000760,斯太尔,预亏,2003-06-28,0.0,0%
000711,京蓝科技,预减,2003-06-28,0.0,-50%
000034,神州数码,预亏,2003-06-28,0.0,0%
000836,鑫茂科技,预亏,2003-06-28,0.0,0%
000571,新大洲A,预亏,2003-06-28,0.0,0%
000888,峨眉山A,预亏,2003-06-28,0.0,0%
000430,张家界,预减,2003-06-28,0.0,-50%
000638,万方发展,预亏,2003-06-27,0.0,0%
000563,陕国投A,预亏,2003-06-27,0.062,0%
600861,北京城乡,预减,2003-06-27,0.0,-50%
000558,莱茵体育,预亏,2003-06-27,0.0,0%
000970,中科三环,预增,2003-06-27,0.0,50%
000069,华侨城A,预增,2003-06-27,0.0,50%
600169,太原重工,预亏,2003-06-27,0.0,0%
600183,生益科技,预增,2003-06-27,0.0,50%
600755,厦门国贸,预增,2003-06-27,0.0,50%
600151,航天机电,预增,2003-06-27,0.0,50%
600891,秋林集团,预亏,2003-06-27,0.0,0%
000019,深深宝A,预减,2003-06-26,0.0,-50%
000561,烽火电子,预盈,2003-06-26,0.0,0%
000828,东莞控股,预增,2003-06-26,0.0,0%
600010,包钢股份,预增,2003-06-26,0.0,50%
000533,万家乐,预盈,2003-06-25,0.0,0%
600521,华海药业,预增,2003-06-25,0.0,50%
600873,梅花生物,预亏,2003-06-25,0.0,0%
000619,海螺型材,预减,2003-06-24,0.0,-50%
000997,新大陆,预减,2003-06-24,0.0,-50%
000158,常山股份,预增,2003-06-24,0.0,50%
600708,光明地产,预增,2003-06-24,0.0,50%
600162,香江控股,预增,2003-06-24,0.0,50%
600556,ST慧球,预增,2003-06-24,0.0,50%
600179,安通控股,预增,2003-06-24,0.0,50%
600581,*ST八钢,预增,2003-06-24,0.0,50%
600282,南钢股份,预增,2003-06-23,0.0,50%
600655,豫园商城,预减,2003-06-23,0.0,-50%
000633,*ST合金,预增,2003-06-21,0.0,50%
600247,ST成城,预增,2003-06-21,0.0,50%
000882,华联股份,预亏,2003-06-21,0.0,0%
000022,深赤湾A,预增,2003-06-21,0.0,50%
000502,绿景控股,预盈,2003-06-20,0.0,0%
600660,福耀玻璃,预增,2003-06-20,0.0,50%
600156,华升股份,预减,2003-06-20,0.0,-50%
600408,安泰集团,预增,2003-06-19,0.0,50%
600196,复星医药,预增,2003-06-18,0.0,100%
000610,西安旅游,预亏,2003-06-18,0.0,0%
000155,*ST川化,预增,2003-06-18,0.0,50%
600104,上汽集团,预增,2003-06-18,0.0,50%
600565,迪马股份,预减,2003-06-18,0.0,-50%
000797,中国武夷,预亏,2003-06-17,0.0,0%
000806,银河生物,预增,2003-06-14,0.0,50%
000025,特力A,预亏,2003-06-14,0.0,0%
600742,一汽富维,预减,2003-06-14,0.0,-50%
000498,山东路桥,预盈,2003-06-13,0.0,0%
600158,中体产业,预亏,2003-06-13,0.0,0%
600780,通宝能源,预增,2003-06-12,0.0,200%
600301,*ST南化,预增,2003-06-12,0.0,50%
000425,徐工机械,预增,2003-06-11,0.0,50%
000625,长安汽车,预增,2003-06-09,0.0,50%
600386,北巴传媒,预亏,2003-06-07,0.0,0%
600258,首旅酒店,预亏,2003-06-06,0.0,0%
600822,上海物贸,预亏,2003-05-31,0.0,0%
000546,金圆股份,预亏,2003-05-31,0.0,0%
600209,罗顿发展,预减,2003-05-31,0.0,-50%
000721,西安饮食,预减,2003-05-27,0.0,-50%
600054,黄山旅游,预警,2003-04-30,0.0,0%
600650,锦江投资,预亏,2003-05-21,0.0,0%
000948,南天信息,预警,2003-05-21,0.0,0%
600847,万里股份,预亏,2003-05-16,0.0,0%
000978,桂林旅游,预亏,2003-05-13,0.0,0%
000802,北京文化,预亏,2003-05-13,0.0,0%
000888,峨眉山A,预警,2003-05-13,0.0,0%
000430,张家界,预警,2003-05-13,0.0,0%
000610,西安旅游,预减,2003-05-13,0.0,-95%
000732,泰禾集团,预警,2003-04-30,0.0,0%
000799,酒鬼酒,预减,2003-04-30,0.0,-50%
600818,中路股份,预降,2003-04-30,0.0,0%
600817,*ST宏盛,预增,2003-04-30,0.0,50%
600688,上海石化,0,2003-04-30,0.0,0
600176,中国巨石,预增,2003-04-30,0.0,0%
600259,广晟有色,预盈,2003-04-30,0.0,0%
600095,哈高科,预盈,2003-04-30,0.0,0%
600613,神奇制药,预升,2003-04-30,0.0,0%
000953,河池化工,预平,2003-04-30,0.0,0%
600876,洛阳玻璃,预亏,2003-04-30,0.0,0%
600760,*ST黑豹,预亏,2003-04-30,0.0,0%
600715,文投控股,预亏,2003-04-30,0.0,0%
600617,国新能源,预亏,2003-04-30,0.0,0%
600369,西南证券,预亏,2003-04-30,0.0,0%
600338,西藏珠峰,预亏,2003-04-30,0.0,0%
600165,新日恒力,预亏,2003-04-30,0.0,0%
600115,东方航空,预亏,2003-04-30,0.0,0%
600077,宋都股份,预亏,2003-04-30,0.0,0%
000931,中关村,预亏,2003-04-30,0.0,0%
000788,北大医药,预亏,2003-04-30,0.0,0%
000776,广发证券,预亏,2003-04-30,0.0,0%
000670,*ST盈方,预亏,2003-04-30,0.0,0%
000600,建投能源,预亏,2003-04-30,0.0,0%
000587,金洲慈航,预亏,2003-04-30,0.0,0%
000544,中原环保,预亏,2003-04-30,0.0,0%
000049,德赛电池,预亏,2003-04-30,0.0,0%
000030,富奥股份,预亏,2003-04-30,0.0,0%
600749,西藏旅游,预警,2003-04-30,0.0,0%
000509,华塑控股,预警,2003-04-30,0.0,0%
000017,深中华A,预警,2003-04-30,0.0,0%
000835,长城动漫,预降,2003-04-30,0.0,0%
600498,烽火通信,预减,2003-04-30,0.0,0%
600322,天房发展,预降,2003-04-30,0.0,0%
000595,宝塔实业,减亏,2003-04-29,0.0,0%
600888,新疆众和,预增,2003-04-29,0.0,50%
600771,广誉远,预增,2003-04-29,0.0,50%
600663,陆家嘴,预增,2003-04-29,0.0,50%
600622,嘉宝集团,预增,2003-04-29,0.0,0%
600616,金枫酒业,预增,2003-04-29,0.0,100%
600523,贵航股份,预增,2003-04-29,0.0,50%
600448,华纺股份,预增,2003-04-29,0.0,0%
600028,中国石化,预升,2003-04-29,0.0,0
000713,丰乐种业,预增,2003-04-29,0.0,0%
600624,复旦复华,预盈,2003-04-29,0.0,0%
000523,广州浪奇,预盈,2003-04-29,0.0,0%
600869,智慧能源,预亏,2003-04-29,0.0,0%
600862,中航高科,预亏,2003-04-29,0.0,0%
600793,宜宾纸业,预亏,2003-04-29,0.0,0%
600667,太极实业,预亏,2003-04-29,0.0,0%
600647,同达创业,预亏,2003-04-29,0.0,0%
600203,福日电子,预亏,2003-04-29,0.0,0%
600088,中视传媒,预亏,2003-04-29,0.0,0%
600053,九鼎投资,预亏,2003-04-29,0.0,0%
000718,苏宁环球,预亏,2003-04-29,0.0,0%
000672,上峰水泥,预亏,2003-04-29,0.0,0%
000616,海航投资,预亏,2003-04-29,0.0,0%
000029,深深房A,预亏,2003-04-29,0.0,0%
000023,深天地A,预亏,2003-04-29,0.0,0%
600386,北巴传媒,预警,2003-04-29,0.0,0%
600213,亚星客车,预警,2003-04-29,0.0,0%
600168,武汉控股,预减,2003-04-29,0.0,-50%
000567,海德股份,预降,2003-04-29,0.0,0%
000502,绿景控股,预警,2003-04-29,0.0,0%
600716,凤凰股份,预减,2003-04-29,0.0,-50%
600658,电子城,预减,2003-04-29,0.0,0%
600619,海立股份,预减,2003-04-29,0.0,-50%
600399,抚顺特钢,预减,2003-04-29,0.0,-50%
600266,北京城建,预减,2003-04-29,0.0,-50%
600255,鑫科材料,预减,2003-04-29,0.0,-50%
000981,银亿股份,预减,2003-04-29,0.0,0%
600522,中天科技,预警,2003-04-28,0.0,0%
000010,美丽生态,预增,2003-04-28,0.0,0%
600822,上海物贸,预减,2003-04-28,0.0,-50%
600468,百利电气,预增,2003-04-28,0.0,0%
600130,波导股份,预增,2003-04-28,0.0,0%
600075,新疆天业,预增,2003-04-28,0.0,50%
600875,东方电气,预盈,2003-04-28,0.0,0%
600359,新农开发,预盈,2003-04-28,0.0,0%
000728,国元证券,预增,2003-04-28,0.0,0%
600776,东方通信,预亏,2003-04-28,0.0,0%
600139,西部资源,预亏,2003-04-28,0.0,0%
000555,神州信息,预亏,2003-04-28,0.0,0%
000505,*ST珠江,预亏,2003-04-28,0.0,0%
600784,鲁银投资,预警,2003-04-28,0.0,0%
600678,四川金顶,预减,2003-04-28,0.0,-50%
600138,中青旅,预降,2003-04-28,0.0,0%
600889,南京化纤,预增,2003-04-26,0.0,0%
600883,博闻科技,预增,2003-04-26,0.0,0%
600812,华北制药,预增,2003-04-26,0.0,50%
600748,上实发展,预增,2003-04-26,0.0,0%
600740,山西焦化,预增,2003-04-26,0.0,0%
600019,宝钢股份,预增,2003-04-26,0.0,50%
000806,银河生物,预增,2003-04-26,0.0,0%
600877,中国嘉陵,预盈,2003-04-26,0.0,0%
600769,祥龙电业,预盈,2003-04-26,0.0,0%
600695,绿庭投资,预盈,2003-04-26,0.0,0%
000411,英特集团,预盈,2003-04-26,0.0,0%
000055,方大集团,预盈,2003-04-26,0.0,0%
600383,金地集团,预增,2003-04-26,0.0,0%
600873,梅花生物,预亏,2003-04-26,0.0,0%
600850,华东电脑,预亏,2003-04-26,0.0,0%
600766,园城黄金,预亏,2003-04-26,0.0,0%
600744,华银电力,预亏,2003-04-26,0.0,0%
600687,刚泰控股,预亏,2003-04-26,0.0,0%
600603,*ST兴业,预亏,2003-04-26,0.0,0%
000951,中国重汽,预亏,2003-04-26,0.0,0%
000829,天音控股,预亏,2003-04-26,0.0,0%
000802,北京文化,预亏,2003-04-26,0.0,0%
000801,四川九洲,预亏,2003-04-26,0.0,0%
000669,金鸿能源,预亏,2003-04-26,0.0,0%
000536,华映科技,预亏,2003-04-26,0.0,0%
000526,紫光学大,预亏,2003-04-26,0.0,0%
000006,深振业A,预亏,2003-04-26,0.0,0%
000004,国农科技,预亏,2003-04-26,0.0,0%
600665,天地源,预警,2003-04-26,0.0,0%
600650,锦江投资,预降,2003-04-26,0.0,0%
000862,银星能源,预降,2003-04-26,0.0,0%
600169,太原重工,预降,2003-04-26,0.0,0%
000833,贵糖股份,预减,2003-04-26,0.0,-50%
600369,西南证券,预亏,2003-04-26,0.0,0%
600804,鹏博士,预增,2003-04-25,0.0,0%
600693,东百集团,预增,2003-04-25,0.0,50%
600652,游久游戏,预增,2003-04-25,0.0,50%
600605,汇通能源,预增,2003-04-25,0.0,0%
600267,海正药业,预增,2003-04-25,0.0,50%
000898,鞍钢股份,预增,2003-04-25,0.0,50%
000828,东莞控股,预增,2003-04-25,0.0,0%
000021,深科技,预增,2003-04-25,0.0,50%
600802,福建水泥,预盈,2003-04-25,0.0,0%
000560,昆百大A,预盈,2003-04-25,0.0,0%
600783,鲁信创投,预亏,2003-04-25,0.0,0%
600735,新华锦,预亏,2003-04-25,0.0,0%
600385,山东金泰,预亏,2003-04-25,0.0,0%
600246,万通地产,预亏,2003-04-25,0.0,0%
600206,有研新材,预亏,2003-04-25,0.0,0%
600052,浙江广厦,预亏,2003-04-25,0.0,0%
000628,高新发展,预亏,2003-04-25,0.0,0%
600501,航天晨光,预降,2003-04-25,0.0,0%
600790,轻纺城,预减,2003-04-25,0.0,-50%
600390,*ST金瑞,预减,2003-04-25,0.0,-50%
000585,东北电气,预减,2003-04-25,0.0,-50%
600593,大连圣亚,预亏,2003-04-25,0.0,0%
600112,天成控股,预亏,2003-04-24,0.0,0%
600683,京投发展,预增,2003-04-24,0.0,0%
600581,*ST八钢,预增,2003-04-24,0.0,0%
600505,西昌电力,预增,2003-04-24,0.0,0%
600362,江西铜业,预增,2003-04-24,0.0,50%
600307,酒钢宏兴,预增,2003-04-24,0.0,0%
001696,宗申动力,预增,2003-04-24,0.0,50%
000918,嘉凯城,预增,2003-04-24,0.0,50%
000783,长江证券,预盈,2003-04-24,0.0,0%
000678,襄阳轴承,预盈,2003-04-24,0.0,0%
000928,中钢国际,预升,2003-04-24,0.0,0%
000635,英力特,预升,2003-04-24,0.0,0%
000861,海印股份,预亏,2003-04-24,0.0,0%
000856,*ST冀装,预亏,2003-04-24,0.0,0%
000758,中色股份,预亏,2003-04-24,0.0,0%
000582,北部湾港,预亏,2003-04-24,0.0,0%
000537,广宇发展,预亏,2003-04-24,0.0,0%
000524,岭南控股,预亏,2003-04-24,0.0,0%
000404,华意压缩,预亏,2003-04-24,0.0,0%
000005,世纪星源,预亏,2003-04-24,0.0,0%
600239,云南城投,预降,2003-04-24,0.0,0%
000751,锌业股份,预减,2003-04-24,0.0,-50%
000810,创维数字,预警,2003-04-24,0.0,0%
600808,马钢股份,预增,2003-04-23,0.0,50%
600791,京能置业,预增,2003-04-23,0.0,50%
600623,华谊集团,预增,2003-04-23,0.0,0%
600057,象屿股份,预增,2003-04-23,0.0,50%
000625,长安汽车,预增,2003-04-23,0.0,50%
000566,海南海药,预增,2003-04-23,0.0,50%
000550,江铃汽车,预增,2003-04-23,0.0,50%
600685,中船防务,0,2003-04-23,0.0,0
000611,*ST天首,预盈,2003-04-23,0.0,0%
000586,汇源通信,预盈,2003-04-23,0.0,0%
000576,广东甘化,预升,2003-04-23,0.0,0%
600892,大晟文化,预亏,2003-04-23,0.0,0%
600807,天业股份,预亏,2003-04-23,0.0,0%
600644,乐山电力,预亏,2003-04-23,0.0,0%
000572,海马汽车,预亏,2003-04-23,0.0,0%
000552,靖远煤电,预亏,2003-04-23,0.0,0%
600773,西藏城投,预盈,2003-04-23,0.0,0%
600675,*ST中企,预降,2003-04-23,0.0,0%
600163,中闽能源,预减,2003-04-23,0.0,-50%
000679,大连友谊,预减,2003-04-23,0.0,-50%
000008,神州高铁,预亏,2003-04-22,0.0,-50%
600792,云煤能源,预增,2003-04-22,0.0,0%
600780,通宝能源,预增,2003-04-22,0.0,0%
600380,健康元,预增,2003-04-22,0.0,0%
600282,南钢股份,预增,2003-04-22,0.0,50%
000762,西藏矿业,预盈,2003-04-22,0.0,0%
000767,漳泽电力,预增,2003-04-22,0.0,0%
000605,渤海股份,预增,2003-04-22,0.0,0%
600691,阳煤化工,预亏,2003-04-22,0.0,0%
000791,甘肃电投,预亏,2003-04-22,0.0,0%
000985,大庆华科,预降,2003-04-22,0.0,0%
000061,农产品,预降,2003-04-22,0.0,0%
600812,华北制药,预增,2003-04-22,0.0,0%
600620,天宸股份,预增,2003-04-21,0.0,0%
000693,ST华泽,预增,2003-04-21,0.0,0%
000668,荣丰控股,预增,2003-04-21,0.0,50%
000543,皖能电力,预警,2003-04-21,0.0,0%
000528,柳工,预增,2003-04-21,0.0,50%
600886,国投电力,预盈,2003-04-21,0.0,0%
000809,铁岭新城,预亏,2003-04-21,0.0,0%
000409,山东地矿,预亏,2003-04-21,0.0,0%
600101,明星电力,预减,2003-04-19,0.0,0%
000593,大通燃气,预升,2003-04-19,0.0,0%
600109,国金证券,预增,2003-04-19,0.0,0%
000975,银泰资源,预增,2003-04-19,0.0,0%
000038,深大通,预增,2003-04-19,0.0,50%
000823,超声电子,预亏,2003-04-19,0.0,0%
000627,天茂集团,预亏,2003-04-19,0.0,0%
000415,渤海金控,预亏,2003-04-19,0.0,0%
000606,*ST易桥,预减,2003-04-19,0.0,-50%
600569,安阳钢铁,预增,2003-04-18,0.0,0%
600126,杭钢股份,预增,2003-04-18,0.0,50%
600123,兰花科创,预增,2003-04-18,0.0,100%
000949,新乡化纤,预增,2003-04-18,0.0,50%
000662,天夏智慧,预增,2003-04-18,0.0,50%
000156,华数传媒,预增,2003-04-18,0.0,50%
000710,天兴仪表,预盈,2003-04-18,0.0,0%
000402,金融街,预警,2003-04-18,0.0,0%
000695,滨海能源,预亏,2003-04-18,0.0,0%
000777,中核科技,减亏,2003-04-18,0.0,0%
000717,*ST韶钢,预增,2003-04-17,0.0,100%
000666,经纬纺机,预增,2003-04-17,0.0,0
000617,石油济柴,预增,2003-04-17,0.0,50%
000564,西安民生,预增,2003-04-17,0.0,50%
000040,东旭蓝天,预增,2003-04-17,0.0,0%
000960,锡业股份,预盈,2003-04-17,0.0,0%
000638,万方发展,预亏,2003-04-17,0.0,0%
600069,银鸽投资,预增,2003-04-16,0.0,0%
000571,新大洲A,预盈,2003-04-16,0.0,0%
000590,启迪古汉,预亏,2003-04-16,0.0,0%
600293,三峡新材,预减,2003-04-16,0.0,-50%
000488,晨鸣纸业,预增,2003-04-15,0.0,50%
600416,湘电股份,预降,2003-04-15,0.0,-10%
600707,彩虹股份,预增,2003-04-12,0.0,0%
600227,赤天化,预增,2003-04-12,0.0,50%
600196,复星医药,预增,2003-04-12,0.0,0%
000545,金浦钛业,预盈,2003-04-12,0.0,0%
000885,同力水泥,预盈,2004-01-02,0,0%
000826,启迪桑德,预盈,2003-10-29,0,0%
600239,云南城投,预亏,2003-10-28,0,0%
600360,华微电子,预增,2003-10-25,0,50%
600252,中恒集团,预增,2003-10-25,0,100%
600275,武昌鱼,预减,2003-10-25,0,-50%
000893,东凌国际,预亏,2003-10-25,0,0%
000718,苏宁环球,预亏,2003-10-24,0,0%
000017,深中华A,0,2003-10-24,0,0%
600890,中房股份,预增,2003-10-24,0,50%
000727,华东科技,预减,2003-10-23,0,-50%
600187,国中水务,预减,2003-10-23,0,-50%
000546,金圆股份,预亏,2003-10-23,0,0%
000666,经纬纺机,预增,2003-10-23,0,50%
000837,秦川机床,预增,2003-10-23,0,50%
600843,上工申贝,预增,2003-10-23,0,50%
000531,穗恒运A,预增,2003-10-23,0,50%
600186,莲花健康,预减,2003-10-22,0,-50%
000016,深康佳A,预增,2003-10-22,0,50%
000683,远兴能源,预亏,2003-10-22,0,0%
600183,生益科技,预增,2003-10-22,0,50%
600251,冠农股份,预增,2003-10-22,0,50%
600861,北京城乡,预减,2003-10-21,0,-50%
000033,*ST新都,预亏,2003-10-21,0,0%
600634,中技控股,预减,2003-10-21,0,-50%
600693,东百集团,预增,2003-10-21,0,50%
000725,京东方A,预增,2003-10-21,0,100%
600237,铜峰电子,预增,2003-10-21,0,50%
600503,华丽家族,预亏,2003-10-21,0,0%
600151,航天机电,预增,2003-10-20,0,50%
