code,name,date,weight
600039,四川路桥,2016-08-01,0.19
600805,悦达投资,2016-08-01,0.16
600967,北方创业,2016-08-01,0.2
600970,中材国际,2016-08-01,0.19
000088,盐 田 港,2016-08-01,0.14
600617,国新能源,2016-08-01,0.09
600138,中青旅,2016-08-01,0.31
002309,中利科技,2016-08-01,0.14
002051,中工国际,2016-08-01,0.24
600743,华远地产,2016-08-01,0.11
600348,阳泉煤业,2016-08-01,0.23
300274,阳光电源,2016-08-01,0.24
000620,新华联,2016-08-01,0.14
000869,张 裕Ａ,2016-08-01,0.15
002573,清新环境,2016-08-01,0.29
600557,康缘药业,2016-08-01,0.2
002131,利欧股份,2016-08-01,0.4
000519,中兵红箭,2016-08-01,0.19
600993,马应龙,2016-08-01,0.17
600894,广日股份,2016-08-01,0.16
002271,东方雨虹,2016-08-01,0.27
600169,太原重工,2016-08-01,0.18
600748,上实发展,2016-08-01,0.12
600298,安琪酵母,2016-08-01,0.19
600198,大唐电信,2016-08-01,0.27
600395,盘江股份,2016-08-01,0.15
300199,翰宇药业,2016-08-01,0.23
600175,美都能源,2016-08-01,0.2
000661,长春高新,2016-08-01,0.38
002595,豪迈科技,2016-08-01,0.27
603766,隆鑫通用,2016-08-01,0.22
002444,巨星科技,2016-08-01,0.2
600831,广电网络,2016-08-01,0.16
600536,中国软件,2016-08-01,0.21
600757,长江传媒,2016-08-01,0.14
000961,中南建设,2016-08-01,0.24
600088,中视传媒,2016-08-01,0.08
000667,美好置业,2016-08-01,0.21
000979,中弘股份,2016-08-01,0.26
002244,滨江集团,2016-08-01,0.17
600416,湘电股份,2016-08-01,0.18
002118,紫鑫药业,2016-08-01,0.13
600510,黑牡丹,2016-08-01,0.07
601010,文峰股份,2016-08-01,0.18
600736,苏州高新,2016-08-01,0.18
600628,新世界,2016-08-01,0.14
600335,国机汽车,2016-08-01,0.09
600220,江苏阳光,2016-08-01,0.16
000997,新 大 陆,2016-08-01,0.33
000099,中信海直,2016-08-01,0.15
600729,重庆百货,2016-08-01,0.18
000049,德赛电池,2016-08-01,0.12
002029,七 匹 狼,2016-08-01,0.12
600320,振华重工,2016-08-01,0.22
600180,瑞茂通,2016-08-01,0.13
002190,成飞集成,2016-08-01,0.18
600694,大商股份,2016-08-01,0.19
002428,云南锗业,2016-08-01,0.19
000418,小天鹅Ａ,2016-08-01,0.21
000848,承德露露,2016-08-01,0.19
600611,大众交通,2016-08-01,0.23
000786,北新建材,2016-08-01,0.21
600184,光电股份,2016-08-01,0.09
002073,软控股份,2016-08-01,0.19
601699,潞安环能,2016-08-01,0.25
002041,登海种业,2016-08-01,0.15
600851,海欣股份,2016-08-01,0.27
600006,东风汽车,2016-08-01,0.16
002223,鱼跃医疗,2016-08-01,0.31
600458,时代新材,2016-08-01,0.18
001696,宗申动力,2016-08-01,0.18
600482,中国动力,2016-08-01,0.29
000969,安泰科技,2016-08-01,0.18
600388,龙净环保,2016-08-01,0.28
002439,启明星辰,2016-08-01,0.3
000777,中核科技,2016-08-01,0.18
002268,卫 士 通,2016-08-01,0.22
002602,世纪华通,2016-08-01,0.1
000636,风华高科,2016-08-01,0.15
002063,远光软件,2016-08-01,0.17
000939,凯迪生态,2016-08-01,0.17
002410,广联达,2016-08-01,0.28
600329,中新药业,2016-08-01,0.11
002004,华邦健康,2016-08-01,0.34
600751,天海投资,2016-08-01,0.34
002049,紫光国芯,2016-08-01,0.36
601777,力帆股份,2016-08-01,0.17
002640,跨境通,2016-08-01,0.16
600292,远达环保,2016-08-01,0.13
600499,科达洁能,2016-08-01,0.23
002005,德豪润达,2016-08-01,0.15
603568,伟明环保,2016-08-01,0.04
000762,西藏矿业,2016-08-01,0.23
002011,盾安环境,2016-08-01,0.16
000652,泰达股份,2016-08-01,0.13
000973,佛塑科技,2016-08-01,0.19
300182,捷成股份,2016-08-01,0.24
000417,合肥百货,2016-08-01,0.11
600587,新华医疗,2016-08-01,0.18
600270,外运发展,2016-08-01,0.18
000008,神州高铁,2016-08-01,0.22
002266,浙富控股,2016-08-01,0.2
002699,美盛文化,2016-08-01,0.21
600200,江苏吴中,2016-08-01,0.29
002128,露天煤业,2016-08-01,0.15
002238,天威视讯,2016-08-01,0.07
600776,东方通信,2016-08-01,0.11
600478,科力远,2016-08-01,0.28
600597,光明乳业,2016-08-01,0.23
000596,古井贡酒,2016-08-01,0.13
600801,华新水泥,2016-08-01,0.09
600267,海正药业,2016-08-01,0.19
002161,远 望 谷,2016-08-01,0.2
002505,大康农业,2016-08-01,0.15
601233,桐昆股份,2016-08-01,0.11
000983,西山煤电,2016-08-01,0.39
601369,陕鼓动力,2016-08-01,0.11
002317,众生药业,2016-08-01,0.15
601001,大同煤业,2016-08-01,0.13
601880,大连港,2016-08-01,0.21
603328,依顿电子,2016-08-01,0.11
000669,金鸿能源,2016-08-01,0.15
000566,海南海药,2016-08-01,0.29
002482,广田集团,2016-08-01,0.12
002013,中航机电,2016-08-01,0.26
002064,华峰氨纶,2016-08-01,0.12
002344,海宁皮城,2016-08-01,0.14
300026,红日药业,2016-08-01,0.23
000543,皖能电力,2016-08-01,0.22
600366,宁波韵升,2016-08-01,0.23
000861,海印股份,2016-08-01,0.14
000631,顺发恒业,2016-08-01,0.09
002332,仙琚制药,2016-08-01,0.12
002426,胜利精密,2016-08-01,0.4
300257,开山股份,2016-08-01,0.15
600601,方正科技,2016-08-01,0.25
000021,深科技,2016-08-01,0.2
600563,法拉电子,2016-08-01,0.15
600586,金晶科技,2016-08-01,0.12
000528,柳 工,2016-08-01,0.14
002672,东江环保,2016-08-01,0.21
600425,青松建化,2016-08-01,0.09
600516,方大炭素,2016-08-01,0.27
000758,中色股份,2016-08-01,0.28
600808,马钢股份,2016-08-01,0.21
000988,华工科技,2016-08-01,0.31
002269,美邦服饰,2016-08-01,0.14
002373,千方科技,2016-08-01,0.18
601311,骆驼股份,2016-08-01,0.19
600289,亿阳信通,2016-08-01,0.16
002179,中航光电,2016-08-01,0.35
000900,现代投资,2016-08-01,0.13
300287,飞利信,2016-08-01,0.19
000703,恒逸石化,2016-08-01,0.11
601226,华电重工,2016-08-01,0.08
000031,中粮地产,2016-08-01,0.29
600509,天富能源,2016-08-01,0.12
600468,百利电气,2016-08-01,0.08
600079,人福医药,2016-08-01,0.47
600122,宏图高科,2016-08-01,0.3
002390,信邦制药,2016-08-01,0.2
000970,中科三环,2016-08-01,0.33
603025,大豪科技,2016-08-01,0.04
002022,科华生物,2016-08-01,0.22
600759,洲际油气,2016-08-01,0.24
600503,华丽家族,2016-08-01,0.42
603698,航天工程,2016-08-01,0.1
600380,健康元,2016-08-01,0.2
300134,大富科技,2016-08-01,0.19
600826,兰生股份,2016-08-01,0.18
600187,国中水务,2016-08-01,0.17
002276,万马股份,2016-08-01,0.28
002191,劲嘉股份,2016-08-01,0.26
300244,迪安诊断,2016-08-01,0.27
600657,信达地产,2016-08-01,0.1
600517,置信电气,2016-08-01,0.16
600300,维维股份,2016-08-01,0.12
603005,晶方科技,2016-08-01,0.08
000587,金洲慈航,2016-08-01,0.18
002194,武汉凡谷,2016-08-01,0.11
000680,山推股份,2016-08-01,0.13
600787,中储股份,2016-08-01,0.23
002589,瑞康医药,2016-08-01,0.2
002249,大洋电机,2016-08-01,0.07
000726,鲁 泰Ａ,2016-08-01,0.14
002392,北京利尔,2016-08-01,0.08
600397,安源煤业,2016-08-01,0.09
600141,兴发集团,2016-08-01,0.1
002315,焦点科技,2016-08-01,0.08
600580,卧龙电气,2016-08-01,0.17
601717,郑煤机,2016-08-01,0.14
300291,华录百纳,2016-08-01,0.23
000552,靖远煤电,2016-08-01,0.13
002325,洪涛股份,2016-08-01,0.21
300253,卫宁健康,2016-08-01,0.35
000030,富奥股份,2016-08-01,0.1
002310,东方园林,2016-08-01,0.38
600790,轻纺城,2016-08-01,0.12
002431,棕榈股份,2016-08-01,0.2
002375,亚厦股份,2016-08-01,0.2
600528,中铁二局,2016-08-01,0.22
600125,铁龙物流,2016-08-01,0.17
600059,古越龙山,2016-08-01,0.13
600058,五矿发展,2016-08-01,0.2
600872,中炬高新,2016-08-01,0.19
000877,天山股份,2016-08-01,0.1
002093,国脉科技,2016-08-01,0.13
603019,中科曙光,2016-08-01,0.3
600770,综艺股份,2016-08-01,0.25
600195,中牧股份,2016-08-01,0.12
000158,常山股份,2016-08-01,0.14
002002,鸿达兴业,2016-08-01,0.17
600880,博瑞传播,2016-08-01,0.17
603198,迎驾贡酒,2016-08-01,0.05
002603,以岭药业,2016-08-01,0.19
600825,新华传媒,2016-08-01,0.11
002261,拓维信息,2016-08-01,0.16
002285,世联行,2016-08-01,0.18
002466,天齐锂业,2016-08-01,0.62
603699,纽威股份,2016-08-01,0.1
002273,水晶光电,2016-08-01,0.28
002092,中泰化学,2016-08-01,0.25
002155,湖南黄金,2016-08-01,0.26
601515,东风股份,2016-08-01,0.1
002106,莱宝高科,2016-08-01,0.14
600575,皖江物流,2016-08-01,0.18
600864,哈投股份,2016-08-01,0.09
603188,亚邦股份,2016-08-01,0.18
002678,珠江钢琴,2016-08-01,0.07
002168,深圳惠程,2016-08-01,0.29
002342,巨力索具,2016-08-01,0.1
000400,许继电气,2016-08-01,0.25
600284,浦东建设,2016-08-01,0.16
002642,荣之联,2016-08-01,0.16
601002,晋亿实业,2016-08-01,0.1
002299,圣农发展,2016-08-01,0.36
600917,重庆燃气,2016-08-01,0.04
600651,飞乐音响,2016-08-01,0.22
600433,冠豪高新,2016-08-01,0.18
300147,香雪制药,2016-08-01,0.17
300113,顺网科技,2016-08-01,0.38
300001,特锐德,2016-08-01,0.22
002277,友阿股份,2016-08-01,0.14
002281,光迅科技,2016-08-01,0.17
002408,齐翔腾达,2016-08-01,0.11
002551,尚荣医疗,2016-08-01,0.13
002366,台海核电,2016-08-01,0.24
600435,北方导航,2016-08-01,0.31
603567,珍宝岛,2016-08-01,0.1
002030,达安基因,2016-08-01,0.35
600112,天成控股,2016-08-01,0.15
002340,格林美,2016-08-01,0.41
600483,福能股份,2016-08-01,0.09
000501,鄂武商Ａ,2016-08-01,0.14
000547,航天发展,2016-08-01,0.36
603883,老百姓,2016-08-01,0.1
000426,兴业矿业,2016-08-01,0.16
002405,四维图新,2016-08-01,0.53
603077,和邦生物,2016-08-01,0.13
002701,奥瑞金,2016-08-01,0.34
002122,天马股份,2016-08-01,0.1
600884,杉杉股份,2016-08-01,0.23
000810,创维数字,2016-08-01,0.2
600507,方大特钢,2016-08-01,0.09
000090,天健集团,2016-08-01,0.14
002479,富春环保,2016-08-01,0.14
300273,和佳股份,2016-08-01,0.23
603001,奥康国际,2016-08-01,0.09
600618,氯碱化工,2016-08-01,0.08
002624,完美世界,2016-08-01,0.2
600251,冠农股份,2016-08-01,0.1
601965,中国汽研,2016-08-01,0.1
600500,中化国际,2016-08-01,0.29
600280,中央商场,2016-08-01,0.1
600623,华谊集团,2016-08-01,0.04
600596,新安股份,2016-08-01,0.11
600259,广晟有色,2016-08-01,0.21
002440,闰土股份,2016-08-01,0.22
000681,视觉中国,2016-08-01,0.17
600410,华胜天成,2016-08-01,0.26
000897,津滨发展,2016-08-01,0.14
000592,平潭发展,2016-08-01,0.23
000006,深振业Ａ,2016-08-01,0.18
600481,双良节能,2016-08-01,0.12
600325,华发股份,2016-08-01,0.22
600073,上海梅林,2016-08-01,0.22
002251,步 步 高,2016-08-01,0.11
000930,中粮生化,2016-08-01,0.33
600640,号百控股,2016-08-01,0.1
002461,珠江啤酒,2016-08-01,0.06
600132,重庆啤酒,2016-08-01,0.1
002038,双鹭药业,2016-08-01,0.35
002657,中科金财,2016-08-01,0.23
600497,驰宏锌锗,2016-08-01,0.24
002181,粤 传 媒,2016-08-01,0.1
600392,盛和资源,2016-08-01,0.21
000066,长城电脑,2016-08-01,0.22
