code,name,concept
300189,神农基因,['生物育种' '生态农业']
300190,维尔利,['固废处理' '节能环保' '股权激励' '循环经济' '新三板' '污水处理']
300191,潜能恒信,['页岩气' '油气改革']
300193,佳士科技,['机器人概念' '智能机器']
300194,福安药业,['重组概念' '成渝特区' '业绩预降']
300195,长荣股份,['股权激励' '机器人概念' '智能机器']
300196,长海股份,['保障房']
300197,铁汉生态,['节能环保' '装饰园林' '股权激励' '风沙治理']
300198,纳川股份,['股权激励' '污水处理' '海峡西岸']
300200,高盟新材,['铁路基建']
300201,海伦哲,['股权激励' '机器人概念' '军工航天' '智能机器' '业绩预降']
300203,聚光科技,['节能环保' '食品安全' '券商重仓' '物联网' '空气治理']
300204,舒泰神,['股权激励']
300205,天喻信息,['高校背景' 'O2O模式' '武汉规划' '业绩预升' '电子支付']
300207,欣旺达,['锂电池' '新三板' '石墨烯']
300208,恒顺众昇,['股权激励' '自贸区' '业绩预降' '物联网' '日韩贸易' '东亚自贸' '稀缺资源' '黄河三角']
300209,天泽信息,['重组概念' '汽车电子' '智能交通' '物联网' '充电桩']
300210,森远股份,['3D打印' '新三板']
300211,亿通科技,['安防服务']
300212,易华录,['智能交通']
300213,佳讯飞鸿,['股权激励' '安防服务' '军工航天' '新三板' '物联网' '铁路基建']
300214,日科化学,['黄河三角']
300215,电科院,['券商重仓']
300216,千山药机,['基因芯片' '股权激励' '基因概念' '基因测序' '长株潭']
300217,东方电热,['海工装备']
300218,安利股份,['股权激励' '皖江区域']
300219,鸿利智汇,['绿色照明']
300220,金运激光,['O2O模式' '机器人概念' '武汉规划' '3D打印']
300221,银禧科技,['3D打印' '业绩预降']
300222,科大智能,['机器人概念' '智能机器' '充电桩']
300223,北京君正,['智能穿戴' '业绩预降']
300224,正海磁材,['稀土永磁' '业绩预降' '黄河三角']
300225,金力泰,['业绩预升']
300226,上海钢联,['上海自贸' '互联金融' '电商概念' '新三板']
300227,光韵达,['重组概念' '3D打印']
300228,富瑞特装,['股权激励' '页岩气' '阿里概念' '业绩预升' '燃料电池']
300229,拓尔思,['股权激励' '军工航天' '信息安全' '业绩预升' '云计算']
300230,永利股份,['特斯拉']
300232,洲明科技,['节能环保' '股权激励' 'O2O模式' '绿色照明']
300233,金城医药,['重组概念' '业绩预升' '石墨烯' '黄河三角']
300236,上海新阳,['智能穿戴' '股权激励']
300237,美晨科技,['装饰园林' '黄河三角']
300239,东宝生物,['业绩预升']
300240,飞力达,['股权激励']
300241,瑞丰光电,['股权激励' '绿色照明']
300243,瑞丰高材,['股权激励' '重组概念' '黄河三角']
300244,迪安诊断,['基因芯片' '股权激励' 'O2O模式' '基因概念' '养老概念' '基因测序']
300245,天玑科技,['股权激励' '阿里概念' '云计算']
300247,乐金健康,['重组概念' '皖江区域' '智能家居' '养老概念']
300248,新开普,['重组概念' '电子支付' '业绩预降' '物联网']
300249,依米康,['节能环保' '成渝特区' '节能' '空气治理']
300250,初灵信息,['4G概念' '重组概念' '宽带提速' '三网融合']
300251,光线传媒,['阿里概念' '业绩预升' '新三板' '三网融合']
300252,金信诺,['股权激励' '军工航天' '新三板']
300253,卫宁健康,['股权激励' '业绩预升' '国产软件']
300254,仟源医药,['基因概念']
300256,星星科技,['触摸屏' '汽车电子']
300257,开山股份,['节能环保' '地热能' '节能']
300259,新天科技,['新三板' '物联网']
300260,新莱应材,['食品安全' '业绩预降']
300262,巴安水务,['节能环保' '股权激励' '业绩预升' '海水淡化' '污水处理']
300263,隆华节能,['送转潜力' '节能环保' '股权激励' '地热能' '业绩预升' '污水处理' '节能']
300264,佳创视讯,['业绩预降' '三网融合']
300265,通光线缆,['军工航天' '本月解禁']
300266,兴源环境,['节能环保' '装饰园林' '污水处理']
300267,尔康制药,['维生素' 'O2O模式' '长株潭']
300268,万福生科,['本月解禁' '长株潭']
300269,联建光电,['绿色照明']
300270,中威电子,['安防服务' '智能交通']
300271,华宇软件,['送转潜力' '股权激励' '食品安全' '国产软件' '新三板']
300272,开能环保,['节能环保' '股权激励']
300273,和佳股份,['重组概念' '抗癌']
300274,阳光电源,['太阳能' '股权激励' '阿里概念' '皖江区域' '充电桩' '风能']
300275,梅安森,['股权激励' '安防服务' '成渝特区' '物联网']
300276,三丰智能,['机器人概念' '智能机器']
300277,海联讯,['业绩预降']
300278,华昌达,['重组概念' '军工航天' '智能机器']
300279,和晶科技,['重组概念' '智能家居']
300280,南通锻压,['重组概念' '智能机器' '业绩预降']
300281,金明精机,['军工航天']
300282,汇冠股份,['触摸屏' '业绩预降']
300284,苏交科,['股权激励']
300285,国瓷材料,['送转潜力' '股权激励' '空气治理' '黄河三角']
300286,安科瑞,['股权激励' '业绩预升']
300287,飞利信,['安防服务' '智能交通']
300288,朗玛信息,['4G概念' '网络游戏']
300289,利德曼,['送转潜力' '生物疫苗' '基因概念' '基因测序']
300290,荣科科技,['国产软件' '云计算']
300291,华录百纳,['体育概念']
300292,吴通控股,['4G概念' '业绩预降']
300293,蓝英装备,['节能环保' '机器人概念' '智能机器']
300294,博雅生物,['送转潜力' '生物疫苗']
300295,三六五网,['送转潜力' '电商概念']
300296,利亚德,['股权激励' '重组概念' '绿色照明']
300297,蓝盾股份,['安防服务' '重组概念' '军工航天' '信息安全' '电子支付' '业绩预降' '云计算']
300298,三诺生物,['股权激励' '社保重仓' '长株潭']
300299,富春通信,['4G概念' '股权激励' '物联网' '海峡西岸']
300300,汉鼎宇佑,['网络游戏' '建筑节能']
300301,长方集团,['股权激励' '新三板' '绿色照明']
300302,同有科技,['军工航天' '信息安全' '国产软件' '本月解禁']
300303,聚飞光电,['业绩预升' '绿色照明']
300304,云意电气,['太阳能' '汽车电子' '风能']
300305,裕兴股份,['业绩预降']
300306,远方光电,['股权激励' '食品安全' '基因概念']
300307,慈星股份,['机器人概念' '智能机器']
300308,中际装备,['黄河三角']
300309,吉艾科技,['重组概念' '页岩气' '券商重仓' '本月解禁']
300310,宜通世纪,['4G概念' '安防服务' '重组概念' '智能家居']
300311,任子行,['网络游戏' '军工航天' '信息安全']
300312,邦讯技术,['4G概念' '网络游戏' '物联网' '智能家居']
300313,天山生物,['生物疫苗']
300314,戴维医疗,['婴童概念']
300315,掌趣科技,['网络游戏' '重组概念' '业绩预升']
300316,晶盛机电,['多晶硅' '业绩预降' '蓝宝石']
300317,珈伟股份,['太阳能' '锂电池' '业绩预升' '绿色照明' '石墨烯']
300318,博晖创新,['婴童概念']
300319,麦捷科技,['重组概念']
300320,海达股份,['铁路基建']
300321,同大股份,['黄河三角']
300322,硕贝德,['重组概念']
300323,华灿光电,['武汉规划' '绿色照明' '业绩预降']
300324,旋极信息,['网络游戏' '重组概念' '军工航天' '信息安全' '业绩预降' '物联网']
300325,德威新材,['参股金融' '军工航天' '燃料电池']
300326,凯利泰,['送转潜力']
300327,中颖电子,['智能穿戴' '机器人概念' '节能']
300328,宜安科技,['智能机器' '特斯拉']
300330,华虹计通,['上海自贸' '股权激励']
300331,苏大维格,['3D打印' '业绩预降']
300332,天壕环境,['节能环保' '业绩预升' '海水淡化' '节能']
300333,兆日科技,['电子支付']
300334,津膜科技,['节能环保' '重组概念' '高校背景' '海水淡化' '污水处理']
300335,迪森股份,['生物燃料' '生物质能']
300336,新文化,['送转潜力']
300337,银邦股份,['3D打印' '军工航天' '海工装备']
300338,开元仪器,['长株潭']
300339,润和软件,['网络游戏' '重组概念' '国产软件']
300340,科恒股份,['重组概念' '锂电池' '绿色照明' '节能' '业绩预降']
300341,麦迪电气,['海峡西岸']
300342,天银机电,['送转潜力' '军工航天' '智能家居']
300343,联创互联,['节能环保' '重组概念' '聚氨酯' '节能' '建筑节能' '黄河三角']
300345,红宇新材,['丝绸之路' '长株潭']
300347,泰格医药,['QFII重仓' '业绩预升']
300348,长亮科技,['业绩预降']
300349,金卡股份,['阿里概念' '参股金融' '物联网']
300350,华鹏飞,['重组概念' '物联网']
300351,永贵电器,['重组概念' '军工航天' '特斯拉' '铁路基建']
300352,北信源,['军工航天' '信息安全' '国产软件' '本月解禁']
300353,东土科技,['股权激励' '重组概念' '军工航天' '本月解禁']
300354,东华测试,['军工航天' '本月解禁']
300355,蒙草生态,['节能环保' '装饰园林' '风沙治理' '本月解禁']
300356,光一科技,['物联网' '智能电网']
300359,全通教育,['电子支付']
300362,天翔环境,['污水处理']
300365,恒华科技,['物联网' '智能电网']
300366,创意信息,['重组概念' '云计算']
300367,东方网力,['安防服务' '重组概念' '铁路基建']
300369,绿盟科技,['信息安全']
300370,安控科技,['重组概念']
300371,汇中股份,['京津冀']
300372,欣泰电气,['节能']
300376,易事特,['太阳能' '充电桩']
300377,赢时胜,['新三板']
300379,东方通,['军工航天' '云计算']
300383,光环新网,['云计算']
300385,雪浪环境,['固废处理' '空气治理']
300387,富邦股份,['生态农业']
300388,国祯环保,['污水处理']
300389,艾比森,['体育概念' '新三板']
300391,康跃科技,['太阳能']
300393,中来股份,['太阳能']
300395,菲利华,['军工航天']
300397,天和防务,['军工航天']
300401,花园生物,['维生素']
300402,宝色股份,['军工航天']
300407,凯发电气,['安防服务' '铁路基建']
300408,三环集团,['燃料电池']
300409,道氏技术,['石墨烯']
300410,正业科技,['重组概念']
300411,金盾股份,['重组概念' '军工航天' '铁路基建' '核电核能']
300414,中光防雷,['军工航天']
300420,五洋科技,['充电桩']
300422,博世科,['污水处理']
300425,环能科技,['污水处理']
300427,红相电力,['军工航天' '铁路基建']
300428,四通新材,['重组概念']
300431,暴风集团,['体育概念']
300432,富临精工,['重组概念' '锂电池']
300433,蓝思科技,['苹果概念']
300434,金石东方,['重组概念']
300436,广生堂,['基因概念']
300437,清水源,['重组概念' '污水处理']
300438,鹏辉能源,['锂电池']
300439,美康生物,['基因概念']
300440,运达科技,['新三板' '铁路基建']
300441,鲍斯股份,['重组概念']
300443,金雷风电,['风能']
300444,双杰电气,['锂电池']
300446,乐凯新材,['铁路基建']
300447,全信股份,['军工航天' '海水淡化']
300448,浩云科技,['安防服务']
300449,汉邦高科,['安防服务']
300450,先导智能,['太阳能' '锂电池']
300455,康拓红外,['铁路基建']
300456,耐威科技,['军工航天' '卫星导航']
300457,赢合科技,['锂电池']
300459,金科娱乐,['重组概念']
300462,华铭智能,['铁路基建']
300467,迅游科技,['创投概念']
300474,景嘉微,['次新股' '军工航天']
300477,合纵科技,['铁路基建']
300480,光力科技,['军工航天']
300484,蓝海华腾,['次新股']
300489,中飞股份,['核电核能']
300490,华自科技,['次新股']
300491,通合科技,['次新股' '充电桩']
300494,盛天网络,['次新股']
300495,美尚生态,['装饰园林']
300496,中科创达,['汽车电子']
300498,温氏股份,['猪肉']
300499,高澜股份,['次新股' '节能' '充电桩']
300500,苏州设计,['次新股']
300501,海顺新材,['次新股']
300502,新易盛,['次新股']
300503,昊志机电,['次新股']
300505,川金诺,['次新股']
300506,名家汇,['次新股']
300507,苏奥传感,['次新股']
300508,维宏股份,['次新股']
300509,新美星,['次新股']
300510,金冠电气,['次新股' '充电桩']
300511,雪榕生物,['次新股']
300512,中亚股份,['次新股']
300513,恒泰实达,['次新股' '智能电网']
300515,三德科技,['次新股']
300516,久之洋,['次新股' '军工航天']
300517,海波重科,['次新股']
300518,盛讯达,['次新股']
300519,新光药业,['次新股']
300520,科大国创,['次新股']
300521,爱司凯,['次新股']
300522,世名科技,['次新股']
300523,辰安科技,['次新股']
300525,博思软件,['次新股']
300526,中潜股份,['次新股']
300527,华舟应急,['次新股' '军工航天']
300528,幸福蓝海,['次新股']
300529,健帆生物,['次新股']
300530,达志科技,['次新股']
300531,优博讯,['次新股']
300532,今天国际,['次新股']
300533,冰川网络,['次新股']
300534,陇神戎发,['次新股']
300535,达威股份,['次新股']
300536,农尚环境,['装饰园林' '次新股']
300537,广信材料,['次新股']
300538,同益股份,['太阳能' '次新股']
300539,横河模具,['次新股']
300540,深冷股份,['次新股']
300541,先进数通,['次新股']
300542,新晨科技,['次新股' '军工航天']
300543,朗科智能,['次新股']
300545,联得装备,['次新股']
300546,雄帝科技,['次新股']
300547,川环科技,['次新股']
300548,博创科技,['次新股']
300549,优德精密,['次新股']
300550,和仁科技,['次新股']
300551,古鳌科技,['次新股']
300552,万集科技,['次新股' '智能交通']
300553,集智股份,['次新股']
300555,路通视信,['次新股' '三网融合']
300556,丝路视觉,['次新股']
300557,理工光科,['次新股']
300558,贝达药业,['次新股']
300559,佳发安泰,['次新股']
300560,中富通,['次新股']
300561,汇金科技,['次新股']
300562,乐心医疗,['次新股']
300563,神宇股份,['次新股']
300565,科信技术,['次新股']
300566,激智科技,['次新股']
300567,精测电子,['次新股']
300568,星源材质,['次新股' '锂电池']
300569,天能重工,['次新股' '风能']
300570,太辰光,['次新股']
300571,平治信息,['次新股']
300572,安车检测,['次新股']
300573,兴齐眼药,['次新股']
300575,中旗股份,['次新股']
300576,容大感光,['次新股']
300577,开润股份,['次新股']
300579,数字认证,['次新股']
300581,晨曦航空,['次新股']
600000,浦发银行,['融资融券' '信托重仓' '基金重仓' '国企改革' '超大盘' '上海本地' '保险重仓']
600004,白云机场,['QFII重仓' '广东自贸' '参股金融' '含可转债' '整体上市' '金融参股']
600005,武钢股份,['融资融券' '央企50' '武汉规划' '业绩预升' '超大盘' '金融参股']
600006,东风汽车,['业绩预降']
600007,中国国贸,['QFII重仓' '外资背景']
600008,首创股份,['固废处理' '节能环保' '海水淡化' '新三板' '污水处理']
600009,上海机场,['融资融券' 'QFII重仓' '信托重仓' '国企改革' '迪士尼' '整体上市' '上海本地' '保险重仓']
600010,包钢股份,['融资融券' '整体上市' '铁路基建' '低碳经济']
600011,华能国际,['融资融券' '基金重仓' '央企50' '整体上市' '含H股' '低碳经济']
600012,皖通高速,['QFII重仓' '金融改革' '含H股' '新三板' '皖江区域' '民营银行']
600015,华夏银行,['融资融券' 'QFII重仓']
600016,民生银行,['融资融券' '基金重仓' '含H股' '保险重仓']
600017,日照港,['海上丝路' '自贸区' '日韩贸易' '东亚自贸']
600018,上港集团,['上海自贸' 'QFII重仓' '整体上市' '上海本地' '金融参股']
600019,宝钢股份,['融资融券' 'QFII重仓' '重组概念' '央企50' '海工装备' '超大盘' '整体上市' '上海本地' '业绩预降']
600020,中原高速,['参股金融' '金融参股']
600021,上海电力,['太阳能' '参股金融' '业绩预升' '上海本地']
600022,山东钢铁,['融资融券' '参股金融' '保障房' '低碳经济']
600023,浙能电力,['核电核能']
600026,中远海能,['含H股']
600027,华电国际,['融资融券' '信托重仓' '新能源' '央企50' '参股金融' '生物质能' '业绩预升' '整体上市' '含H股' '分拆上市']
600028,中国石化,['融资融券' '基金重仓' '央企50' '超大盘' '券商重仓' '含H股' '保险重仓']
600029,南方航空,['融资融券' '社保重仓' '央企50' '参股金融' '含H股' '保险重仓']
600030,中信证券,['融资融券' '基金重仓' '央企50' '股期概念' '超大盘' '券商重仓' '含H股' '保险重仓']
600031,三一重工,['融资融券' 'QFII重仓' '股权激励' '军工航天' '含可转债' '整体上市' '保险重仓' '长株潭']
600033,福建高速,['海峡西岸']
600035,楚天高速,['重组概念' '武汉规划' '物联网']
600036,招商银行,['前海概念' '融资融券' '基金重仓' '央企50' '超大盘' '深圳本地' '含H股' '保险重仓']
600037,歌华有线,['文化振兴' '博彩概念' '阿里概念' '云计算' '三网融合']
600038,中直股份,['融资融券' '军工航天' '券商重仓' '整体上市']
600039,四川路桥,['融资融券' '涉矿概念' '参股金融' '成渝特区']
600048,保利地产,['融资融券' '股权激励' '基金重仓' '社保重仓' '央企50' '券商重仓' '保障房' '保险重仓']
600050,中国联通,['4G概念' '融资融券' '基金重仓' '社保重仓' '央企50' '超大盘' '三网融合' '苹果概念']
600051,宁波联合,['涉矿概念' '股权激励' '业绩预降']
600052,浙江广厦,['参股金融' '金融参股']
600053,九鼎投资,['业绩预升']
600054,黄山旅游,['参股金融' '含B股' '金融参股']
600055,万东医疗,['阿里概念']
600056,中国医药,['参股金融' '金融参股']
600057,象屿股份,['参股金融' '海峡西岸']
600058,五矿发展,['融资融券' '央企50' '阿里概念' '稀土永磁']
600059,古越龙山,['融资融券' 'O2O模式' '参股金融' '金融参股']
600060,海信电器,['融资融券' '股权激励' '基金重仓' '社保重仓' '券商重仓' '日韩贸易']
600061,国投安信,['上海自贸' '上海本地']
600062,华润双鹤,['生物疫苗' '融资融券' 'QFII重仓' '基金重仓' '重组概念' '甲型流感']
600063,皖维高新,['融资融券' '参股金融' '皖江区域' '金融参股']
600064,南京高科,['金融改革' '沿海发展' '参股金融' '抗癌' '创投概念' '新三板' '金融参股']
600066,宇通客车,['融资融券' 'QFII重仓' '股权激励' '基金重仓' '保险重仓' '金融参股']
600067,冠城大通,['前海概念' '融资融券' '信托重仓' '股权激励' '锂电池' '业绩预升' '金融参股' '海峡西岸']
600068,葛洲坝,['融资融券' 'QFII重仓' '央企50' '参股金融' '武汉规划' '整体上市' '金融参股' '水利建设']
600069,银鸽投资,['参股金融' '摘帽概念' '准ST股' '婴童概念']
600070,浙江富润,['重组概念' '金融改革' '参股金融' '金融参股']
600071,凤凰光学,['食品安全' '参股金融' '锂电池']
600072,钢构工程,['重组概念' '军工航天' '海工装备' '券商重仓' '上海本地']
600073,上海梅林,['国企改革' '上海本地' '猪肉']
600074,保千里,['融资融券' '安防服务']
600075,新疆天业,['生态农业' '节能' '水利建设']
600076,康欣新材,['重组概念' '新能源' '锂电池' '黄河三角']
600077,宋都股份,['融资融券' '股权激励']
600078,澄星股份,['融资融券' '出口退税' '重组概念']
600079,人福医药,['融资融券' '农村金融' '股权激励' '基金重仓' '参股金融' '武汉规划' '抗癌' '新三板' '金融参股']
600080,金花股份,['陕甘宁' '3D打印']
600081,东风科技,['业绩预升' '汽车电子' '上海本地']
600082,海泰发展,['互联金融' '超导概念' '创投概念' '天津自贸' '新三板']
600083,博信股份,['涉矿概念']
600084,中葡股份,['股期概念' '金融参股']
600085,同仁堂,['融资融券' '超级细菌' '社保重仓' '甲型流感' '保险重仓' '分拆上市']
600086,东方金钰,['黄金概念' '融资融券' '信托重仓' '奢侈品']
600088,中视传媒,['文化振兴' '业绩预升' '三网融合']
600089,特变电工,['太阳能' '融资融券' '风能概念' '涉矿概念' '新能源' '多晶硅' '券商重仓' '风能' '低碳经济' '核电核能']
600090,同济堂,['涉矿概念' '参股金融']
600091,ST明科,['ST板块']
600093,禾嘉股份,['成渝特区']
600094,大名城,['融资融券' '土地流转' '业绩预升' '含B股']
600095,哈高科,['太阳能' '金融改革' '参股金融' '抗癌' '基因概念' '民营银行' '金融参股']
600096,云天化,['融资融券' '出口退税' '聚氨酯' '锂电池' '券商重仓' '新三板' '分拆上市']
600097,开创国际,['水域改革']
600098,广州发展,['QFII重仓' '固废处理' '循环经济' '新能源' '参股金融' '券商重仓' '金融参股']
600099,林海股份,['出口退税' '重组概念' '沿海发展']
600100,同方股份,"['融资融券' '网络游戏' '安防服务' '高校背景' '军工航天' '地热能' '业绩预升' '创投概念' '海水淡化' '智能交通'
 '绿色照明' '节能' '物联网' '云计算' '石墨烯' '建筑节能' '三网融合' '分拆上市']"
600101,明星电力,['QFII重仓' '涉矿概念' '参股金融' '成渝特区' '业绩预升' '金融参股']
600103,青山纸业,['参股金融' '新三板' '金融参股' '海峡西岸']
600104,上汽集团,['融资融券' 'QFII重仓' '基金重仓' '社保重仓' '国企改革' '整体上市' '上海本地' '保险重仓']
600105,永鼎股份,['4G概念' '超导概念' '民营医院' '创投概念' '云计算']
600106,重庆路桥,['信托重仓' '页岩气' '参股金融' '成渝特区' '金融参股']
600107,美尔雅,['融资融券' '参股金融' '股期概念' '金融参股']
600108,亚盛集团,['融资融券' '土地流转' '股权激励' '社保重仓' '参股金融' '陕甘宁' '金融参股' '稀缺资源']
600109,国金证券,['融资融券' '成渝特区' '股期概念']
600110,诺德股份,['图们江' '参股金融' '锂电池' '特斯拉']
600111,北方稀土,['融资融券' '基金重仓' '新能源' '锂电池' '稀土永磁' '稀缺资源']
600112,天成控股,['互联金融' '风能概念' '涉矿概念' '新能源' '电子支付' '智能电网' '风能' '低碳经济']
600113,浙江东日,['融资融券' '金融改革' '参股金融' '民营银行' '金融参股']
600114,东睦股份,['股权激励' '业绩预升' '特斯拉' '外资背景']
600115,东方航空,['上海自贸' '融资融券' '迪士尼' '整体上市' '含H股' '上海本地']
600116,三峡水利,['融资融券' '固废处理' '循环经济' '参股金融' '成渝特区' '金融参股' '水利建设']
600117,西宁特钢,['参股金融' '保障房']
600118,中国卫星,['融资融券' 'QFII重仓' '央企50' '军工航天' '整体上市' '卫星导航']
600119,长江投资,['金融改革' '新三板' '上海本地' '金融参股']
600120,浙江东方,['融资融券' '金融改革' '参股金融' '金融参股']
600121,郑州煤电,['参股金融' '业绩预降' '金融参股']
600122,宏图高科,['股权激励' 'O2O模式' '参股金融' 'IPV6概念' '新三板' '民营银行' '金融参股']
600123,兰花科创,['融资融券' '信托重仓' '基金重仓' '稀缺资源' '低碳经济']
600125,铁龙物流,['融资融券' '社保重仓' '参股金融' '金融参股']
600126,杭钢股份,['重组概念']
600127,金健米业,['基因概念' '准ST股' '基因测序' '长株潭']
600128,弘业股份,['文化振兴' '参股金融' '创投概念' '股期概念' '金融参股']
600129,太极集团,['参股金融' '成渝特区' '抗癌' '金融参股']
600130,波导股份,['阿里概念']
600131,岷江水电,['新能源' '成渝特区' '多晶硅' '水利建设' '低碳经济']
600132,重庆啤酒,['融资融券' '体育概念' '成渝特区' '外资背景']
600133,东湖高新,['固废处理' '节能环保' '循环经济' '参股金融' '武汉规划' '创投概念' '新三板' '污水处理' '金融参股']
600135,乐凯胶片,['太阳能' '参股金融' '锂电池' '京津冀' '金融参股']
600136,当代明诚,['参股金融' '武汉规划' '体育概念' '金融参股']
600138,中青旅,['QFII重仓' '博彩概念' 'O2O模式' '新三板' '分拆上市']
600139,西部资源,['融资融券' '体育概念' '成渝特区' '锂电池' '整体上市']
600141,兴发集团,['融资融券' '出口退税' '参股金融' '草甘膦' '金融参股' '稀缺资源']
600143,金发科技,['融资融券' '广东自贸' '碳纤维' '金融改革' '生态农业' '券商重仓' '民营银行' '苹果概念']
600145,*ST新亿,['融资融券' '创投概念' 'ST板块' '金融参股']
600146,商赢环球,['融资融券' '碳纤维' '陕甘宁' '丝绸之路']
600148,长春一东,['图们江' '军工航天']
600149,廊坊发展,['融资融券' '保障房' '京津冀' '金融参股']
600150,中国船舶,['融资融券' '央企50' '军工航天' '海工装备' '券商重仓' '上海本地' '业绩预降']
600151,航天机电,['太阳能' '新能源' '参股金融' '军工航天' '多晶硅' '业绩预升' '上海本地' '金融参股' '低碳经济']
600152,维科精华,['新能源' '石墨烯']
600153,建发股份,['融资融券' '参股金融' '保险重仓' '金融参股' '海峡西岸']
600155,宝硕股份,['重组概念' '京津冀']
600156,华升股份,['土地流转' '参股金融' '金融参股' '长株潭']
600157,永泰能源,['融资融券' '页岩气']
600158,中体产业,['赛马概念' '融资融券' '土地流转' '博彩概念' '参股金融' '体育概念' '京津冀']
600159,大龙地产,['京津冀']
600160,巨化股份,['融资融券' '创投概念' '保险重仓' '业绩预降' '低碳经济']
600161,天坛生物,['生物疫苗' 'QFII重仓' '超级细菌' '抗流感' '甲型流感' '业绩预升' '本月解禁']
600162,香江控股,['涉矿概念' '重组概念' '民营银行']
600163,中闽能源,['融资融券' '摘帽概念' '准ST股' '风能' '海峡西岸']
600165,新日恒力,['节能环保' '参股金融' '陕甘宁' '保障房' '金融参股']
600166,福田汽车,['融资融券' '券商重仓' '业绩预降' '本月解禁' '金融参股']
600167,联美控股,['重组概念']
600168,武汉控股,['赛马概念' '重组概念' '武汉规划' '污水处理']
600169,太原重工,['融资融券' '海工装备' '券商重仓' '铁路基建' '分拆上市']
600170,上海建工,['上海自贸' '融资融券' '装饰园林' '参股金融' '国企改革' '迪士尼' '保障房' '上海本地' '金融参股']
600171,上海贝岭,['参股金融' '触摸屏' '券商重仓' '新三板' '上海本地' '物联网' '金融参股']
600172,黄河旋风,['QFII重仓' '页岩气']
600173,卧龙地产,['保障房']
600175,美都能源,['股权激励' '油气改革' '参股金融' '锂电池' '石墨烯' '金融参股']
600176,中国巨石,['出口退税' '社保重仓']
600177,雅戈尔,['互联金融' '融资融券' 'O2O模式' '参股金融' '新三板' '保险重仓' '金融参股']
600178,东安动力,['军工航天']
600179,安通控股,['融资融券' '摘帽概念']
600180,瑞茂通,['电商概念' '股权激励' '黄河三角']
600182,S佳通,['未股改' '出口退税' '外资背景']
600183,生益科技,['信托重仓' '股权激励' '券商重仓' '石墨烯']
600184,光电股份,['太阳能' '新能源' '军工航天' '保障房' '本月解禁']
600185,格力地产,['融资融券' '国企改革' '含可转债' '粤港澳' '新三板']
600186,莲花健康,['融资融券' '准ST股']
600187,国中水务,['污水处理' '空气治理']
600188,兖州煤业,['融资融券' '含H股' '低碳经济']
600189,吉林森工,['土地流转' '图们江' '风沙治理']
600190,锦州港,['自贸区' '含B股' '日韩贸易' '东亚自贸' '振兴沈阳']
600191,华资实业,['参股金融' '生物质能' '金融参股']
600192,长城电工,['风能概念' '新能源' '陕甘宁' '锂电池' '业绩预升' '燃料电池' '智能电网' '氢燃料' '风能']
600193,创兴资源,['融资融券' '业绩预升' '稀土永磁']
600195,中牧股份,['生物疫苗' '赛马概念' '抗流感' '参股金融' '甲型流感' '保险重仓']
600196,复星医药,"['生物疫苗' '融资融券' '社保重仓' '民营医院' '抗癌' '含H股' '上海本地' '保险重仓' '民营银行' '氢燃料' '金融参股'
 '分拆上市']"
600197,伊力特,['融资融券' '参股金融' '金融参股']
600198,大唐电信,['4G概念' '网络游戏' 'IPV6概念' '创投概念' '汽车电子' '电子支付' '宽带提速' '物联网' '云计算' '三网融合']
600199,金种子酒,['融资融券' '基金重仓']
600200,江苏吴中,['重组概念' '参股金融' '抗癌' '金融参股']
600201,生物股份,['生物疫苗' '抗流感' '甲型流感' '创投概念']
600202,哈空调,['准ST股' '低碳经济' '核电核能']
600203,福日电子,['智能穿戴' '绿色照明' '三网融合' '海峡西岸']
600206,有研新材,['新能源' '多晶硅' '稀土永磁']
600207,安彩高科,['太阳能' '触摸屏']
600208,新湖中宝,['融资融券' '涉矿概念' '股权激励' '基金重仓' '金融改革' '参股金融' '保障房' '民营银行' '金融参股']
600209,罗顿发展,['三沙概念' '融资融券' '土地流转' '参股金融']
600210,紫江企业,['锂电池' '创投概念' '上海本地']
600211,西藏药业,['重组概念' '金融改革']
600212,*ST江泉,['节能环保' '锂电池' 'ST板块']
600213,亚星客车,['准ST股']
600215,长春经开,['土地流转' '图们江' '保障房']
600216,浙江医药,['生物疫苗' '融资融券' '超级细菌' '维生素' '抗流感' '抗癌']
600217,中再资环,['陕甘宁' '丝绸之路']
600218,全柴动力,['融资融券' 'QFII重仓' '皖江区域']
600219,南山铝业,['融资融券' 'QFII重仓' '社保重仓']
600220,江苏阳光,['太阳能' '新能源' '沿海发展' '参股金融' '多晶硅' '燃料电池']
600221,海南航空,['融资融券' '含B股' '金融参股']
600222,太龙药业,['抗流感' '参股金融' '业绩预升' '金融参股']
600223,鲁商置业,['融资融券' '业绩预升' '黄河三角']
600225,天津松江,['融资融券' '天津自贸' '京津冀']
600226,升华拜克,['出口退税' '抗流感' '参股金融' '草甘膦' '核电核能']
600227,赤天化,['重组概念' '参股金融' '创投概念']
600228,昌九生化,['金融参股']
600229,城市传媒,['融资融券' '出口退税' '参股金融' '自贸区' '日韩贸易' '金融参股']
600230,*ST沧大,['融资融券' '聚氨酯' '京津冀' 'ST板块']
600231,凌钢股份,['参股金融' '创投概念' '金融参股']
600232,金鹰股份,['锂电池']
600233,圆通速递,['阿里概念' '振兴沈阳']
600234,*ST山水,['ST板块']
600235,民丰特纸,['信托重仓' '创投概念']
600236,桂冠电力,['风能概念' '参股金融' '风能']
