date,open,close,high,low,volume,code,ret_0_1_d,ret_0_5_d,ret_0_21_d,ret_0_62_d,ret_0_123_d,ret_0_246_d,ma5,ma21,ma62,ma123,ma246
2016-08-17,12.23,14.67,14.67,12.23,233.0,601595,,,,,,,,,,,
2016-08-18,16.14,16.14,16.14,16.14,41.0,601595,0.1002,,,,,,,,,,
2016-08-19,17.75,17.75,17.75,17.75,54.0,601595,0.09975,,,,,,16.18667,,,,
2016-08-22,19.53,19.53,19.53,19.53,83.0,601595,0.10028,,,,,,17.0225,,,,
2016-08-23,21.48,21.48,21.48,21.48,110.0,601595,0.09985,,,,,,17.914,,,,
2016-08-24,23.63,23.63,23.63,23.63,115.0,601595,0.10009,0.61077,,,,,19.706,,,,
2016-08-25,25.99,25.99,25.99,25.99,677.0,601595,0.09987,0.61029,,,,,21.676,,,,
2016-08-26,28.59,28.59,28.59,28.59,503.0,601595,0.10004,0.6107,,,,,23.844,,,,
2016-08-29,31.45,31.45,31.45,31.45,950.0,601595,0.10003,0.61034,,,,,26.228,,,,
2016-08-30,34.6,34.6,34.6,34.6,1031.0,601595,0.10016,0.6108,,,,,28.852,,,,
2016-08-31,38.06,38.06,38.06,38.06,6411.0,601595,0.1,0.61066,,,,,31.738,24.71727,,,
2016-09-01,41.87,41.87,41.87,41.87,40123.0,601595,0.10011,0.611,,,,,34.914,26.14667,,,
2016-09-02,46.03,46.06,46.06,44.44,341985.0,601595,0.10007,0.61105,,,,,38.408,27.67846,,,
2016-09-05,48.97,45.22,49.55,45.01,538676.0,601595,-0.01824,0.43784,,,,,41.162,28.93143,,,
2016-09-06,44.01,45.82,46.89,43.75,343114.0,601595,0.01327,0.32428,,,,,43.406,30.05733,,,
2016-09-07,45.6,42.88,45.8,42.82,287490.0,601595,-0.06416,0.12664,,,,,44.37,30.85875,,,
2016-09-08,42.61,41.96,43.5,41.58,168405.0,601595,-0.02146,0.00215,,,,,44.388,31.51176,,,
2016-09-09,41.8,40.65,42.35,40.5,145371.0,601595,-0.03122,-0.11746,,,,,43.306,32.01944,,,
2016-09-12,39.3,39.24,40.13,38.94,123414.0,601595,-0.03469,-0.13224,,,,,42.11,32.39947,,,
2016-09-13,39.65,39.29,39.77,38.57,98693.0,601595,0.00127,-0.14251,,,,,40.804,32.744,,,
2016-09-14,39.1,39.58,40.56,39.1,129823.0,601595,0.00738,-0.07696,,,,,40.144,33.06952,,,
2016-09-19,39.35,40.74,40.85,39.2,122683.0,601595,0.02931,-0.02908,1.7771,,,,39.9,34.31095,,,
2016-09-20,40.62,42.52,43.7,40.62,222639.0,601595,0.04369,0.046,1.63445,,,,40.274,35.56714,,,
2016-09-21,42.1,41.69,42.39,41.33,114647.0,601595,-0.01952,0.06244,1.34873,,,,40.764,36.70714,,,
2016-09-22,42.1,41.92,42.25,41.13,107259.0,601595,0.00552,0.06694,1.14644,,,,41.29,37.77333,,,
2016-09-23,41.8,41.59,43.47,41.37,137147.0,601595,-0.00787,0.05078,0.93622,,,,41.692,38.73095,,,
2016-09-26,40.45,37.81,40.45,37.61,159911.0,601595,-0.09089,-0.07192,0.60008,,,,41.106,39.40619,,,
2016-09-27,37.48,37.94,38.06,36.66,80971.0,601595,0.00344,-0.10771,0.45979,,,,40.19,39.97524,,,
2016-09-28,37.75,37.94,38.57,37.42,57881.0,601595,0.0,-0.08995,0.32704,,,,39.44,40.42048,,,
2016-09-29,38.14,37.81,38.48,37.74,43665.0,601595,-0.00343,-0.09804,0.20223,,,,38.618,40.72333,,,
2016-09-30,37.64,37.74,38.05,37.33,45143.0,601595,-0.00185,-0.09257,0.09075,,,,37.848,40.87286,35.23097,,
2016-10-10,37.95,38.93,39.03,37.5,80162.0,601595,0.03153,0.02962,0.02286,,,,38.072,40.91429,35.34656,,
2016-10-11,38.68,39.91,40.4,38.68,103053.0,601595,0.02517,0.05192,-0.04681,,,,38.466,40.82095,35.48485,,
2016-10-12,39.61,39.87,40.94,39.52,77627.0,601595,-0.001,0.05087,-0.13439,,,,38.852,40.52619,35.61382,,
2016-10-13,39.99,40.16,40.76,39.8,60334.0,601595,0.00727,0.06215,-0.1119,,,,39.322,40.28524,35.74371,,
2016-10-14,40.0,39.94,40.4,39.36,54870.0,601595,-0.00548,0.05829,-0.12833,,,,39.762,40.00524,35.86028,,
2016-10-17,40.3,38.53,40.3,38.42,56698.0,601595,-0.0353,-0.01027,-0.10145,,,,39.682,39.7981,35.93243,,
2016-10-18,38.6,39.3,39.42,38.53,38354.0,601595,0.01998,-0.01528,-0.06339,,,,39.56,39.67143,36.02105,,
2016-10-19,39.3,40.02,40.3,39.23,69164.0,601595,0.01832,0.00376,-0.0155,,,,39.59,39.64143,36.12359,,
2016-10-20,40.01,39.86,40.35,39.56,43473.0,601595,-0.004,-0.00747,0.0158,,,,39.53,39.67095,36.217,,
2016-10-21,39.7,42.69,43.43,39.7,163987.0,601595,0.071,0.06885,0.08654,,,,40.08,39.83286,36.37488,,
2016-10-24,42.18,45.7,46.88,42.18,220603.0,601595,0.07051,0.18609,0.15462,,,,41.514,40.12429,36.5969,,
2016-10-25,45.08,45.31,46.46,44.8,123304.0,601595,-0.00853,0.15293,0.11217,,,,42.716,40.3419,36.79953,,
2016-10-26,45.08,45.3,46.76,45.06,100824.0,601595,-0.00022,0.13193,0.06538,,,,43.772,40.47429,36.99273,,
2016-10-27,45.0,46.53,47.03,44.89,138466.0,601595,0.02715,0.16734,0.11609,,,,45.106,40.70476,37.20467,,
2016-10-28,46.18,44.41,46.53,44.02,133175.0,601595,-0.04556,0.04029,0.0594,,,,45.45,40.82333,37.3613,,
2016-10-31,44.2,42.72,44.3,41.98,93542.0,601595,-0.03805,-0.06521,0.02717,,,,44.854,40.87714,37.47532,,
2016-11-01,42.75,44.0,44.83,42.72,91669.0,601595,0.02996,-0.02891,0.16371,,,,44.592,41.1719,37.61125,,
2016-11-02,43.8,44.44,45.09,42.75,94879.0,601595,0.01,-0.01898,0.17132,,,,44.42,41.48143,37.75061,,
2016-11-03,43.95,44.11,45.68,43.71,103473.0,601595,-0.00743,-0.05201,0.16263,,,,43.936,41.77524,37.8778,,
2016-11-04,43.78,48.52,48.52,43.78,154375.0,601595,0.09998,0.09255,0.28326,,,,44.758,42.28524,38.08647,,
2016-11-07,49.96,49.99,52.13,48.58,267338.0,601595,0.0303,0.17018,0.32459,,,,46.212,42.86857,38.31538,,
2016-11-08,50.11,53.49,54.99,49.62,307337.0,601595,0.07001,0.21568,0.374,,,,48.11,43.5619,38.6017,,
2016-11-09,52.0,51.85,52.6,50.42,241945.0,601595,-0.03066,0.16674,0.29917,,,,49.592,44.13048,38.84704,,
2016-11-10,52.65,52.15,54.44,50.88,259208.0,601595,0.00579,0.18227,0.308,,,,51.2,44.71524,39.08891,,
2016-11-11,51.52,50.33,52.25,49.5,177248.0,601595,-0.0349,0.0373,0.25324,,,,51.562,45.19952,39.28964,,
2016-11-14,50.68,51.7,51.76,49.9,139061.0,601595,0.02722,0.03421,0.29444,,,,51.904,45.75952,39.50737,,
2016-11-15,51.41,50.42,51.41,49.71,108140.0,601595,-0.02476,-0.05739,0.30859,,,,51.29,46.32571,39.69552,,
2016-11-16,50.13,48.83,50.42,48.6,102676.0,601595,-0.03154,-0.05824,0.24249,,,,50.686,46.77952,39.85034,,
2016-11-17,48.51,49.0,49.49,48.35,65362.0,601595,0.00348,-0.0604,0.22439,,,,50.056,47.20714,40.00283,,
2016-11-18,49.03,48.79,50.2,48.77,80651.0,601595,-0.00429,-0.0306,0.22403,,,,49.748,47.63238,40.14689,,
2016-11-21,48.6,49.41,49.65,48.26,76258.0,601595,0.01271,-0.04429,0.15741,,,,49.29,47.95238,40.29629,40.29629,
2016-11-22,49.49,49.14,49.87,48.58,83016.0,601595,-0.00546,-0.02539,0.07527,2.34969,,,49.034,48.11619,40.85226,40.43667,
2016-11-23,49.13,46.8,49.5,46.28,122849.0,601595,-0.04762,-0.04157,0.03288,1.89963,,,48.628,48.18714,41.34677,40.53609,
2016-11-24,46.35,45.02,46.88,44.58,103582.0,601595,-0.03803,-0.08122,-0.00618,1.53634,,,47.832,48.17381,41.78661,40.60508,
2016-11-25,45.15,45.51,45.61,43.6,73742.0,601595,0.01088,-0.06723,-0.02192,1.33026,,,47.176,48.12524,42.20565,40.67939,
2016-11-28,45.21,44.96,46.1,44.7,53891.0,601595,-0.01209,-0.09006,0.01238,1.09311,,,46.286,48.15143,42.58435,40.74328,
2016-11-29,44.99,44.11,45.65,43.88,56040.0,601595,-0.01891,-0.10236,0.03254,0.86669,,,45.28,48.21762,42.91468,40.79279,
2016-11-30,44.0,45.6,45.77,43.63,79873.0,601595,0.03378,-0.02564,0.03636,0.75452,,,45.04,48.29381,43.23097,40.86246,
2016-12-01,45.56,45.9,46.12,45.31,55006.0,601595,0.00658,0.01955,0.03285,0.60546,,,45.216,48.36333,43.51016,40.93443,
2016-12-02,45.9,44.01,45.9,43.98,56871.0,601595,-0.04118,-0.03296,-0.00227,0.39936,,,44.916,48.35857,43.71274,40.97775,
2016-12-05,43.26,42.93,43.89,42.61,53585.0,601595,-0.02454,-0.04515,-0.11521,0.24075,,,44.51,48.09238,43.8471,41.00486,
2016-12-06,43.2,43.88,44.38,43.08,45510.0,601595,0.02213,-0.00521,-0.12222,0.15292,,,44.464,47.80143,43.94097,41.04425,
2016-12-07,43.81,44.16,44.48,43.35,35260.0,601595,0.00638,-0.03158,-0.17443,0.05469,,,44.176,47.35714,43.9779,41.08635,
2016-12-08,44.15,43.58,44.4,43.46,33861.0,601595,-0.01313,-0.05054,-0.1595,-0.05384,,,43.712,46.96333,43.9379,41.1196,
2016-12-09,43.61,42.04,44.05,41.82,52035.0,601595,-0.03534,-0.04476,-0.19386,-0.07032,,,43.318,46.4819,43.88661,41.13171,
2016-12-12,41.78,38.53,41.88,38.48,75939.0,601595,-0.08349,-0.10249,-0.23445,-0.1591,,,42.438,45.92,43.76903,41.09792,
2016-12-13,38.38,38.78,39.13,38.14,47185.0,601595,0.00649,-0.11623,-0.2499,-0.09562,,,41.418,45.30476,43.7029,41.06821,
2016-12-14,38.8,38.21,38.87,37.71,47423.0,601595,-0.0147,-0.13474,-0.24217,-0.08937,,,40.228,44.72333,43.64242,41.03203,
2016-12-15,38.0,38.8,39.25,37.82,46540.0,601595,0.01544,-0.10968,-0.20541,-0.04551,,,39.272,44.24571,43.61258,41.00412,
2016-12-16,38.87,39.29,39.95,38.78,50404.0,601595,0.01263,-0.06541,-0.19816,0.00127,,,38.722,43.78333,43.61339,40.98296,
2016-12-19,39.37,38.51,39.37,38.29,35058.0,601595,-0.01985,-0.00052,-0.2107,-0.01985,,,38.718,43.29381,43.60081,40.9528,
2016-12-20,38.22,38.98,39.16,38.2,31522.0,601595,0.0122,0.00516,-0.21109,-0.01516,,,38.758,42.79714,43.59113,40.92904,
2016-12-21,38.93,41.44,41.51,38.93,84492.0,601595,0.06311,0.08453,-0.1567,0.01718,,,39.404,42.43048,43.60242,40.93512,
2016-12-22,41.0,40.88,41.76,40.66,51214.0,601595,-0.01351,0.05361,-0.1265,-0.03857,,,39.82,42.14857,43.57597,40.93447,
2016-12-23,40.76,39.9,40.95,39.54,43076.0,601595,-0.02397,0.01553,-0.11373,-0.04294,,,39.942,41.90476,43.5471,40.92244,
2016-12-26,39.06,41.47,41.53,39.06,55128.0,601595,0.03935,0.07686,-0.08877,-0.01073,,,40.534,41.71238,43.53984,40.92874,
2016-12-27,41.2,40.56,41.45,40.51,36322.0,601595,-0.02194,0.04053,-0.09786,-0.02477,,,40.85,41.50286,43.52323,40.92455,
2016-12-28,40.84,40.59,41.19,40.22,28868.0,601595,0.00074,-0.02051,-0.0798,0.07353,,,40.68,41.33524,43.56806,40.92079,
2016-12-29,40.3,40.4,41.12,40.28,27614.0,601595,-0.00468,-0.01174,-0.11404,0.06484,,,40.584,41.08762,43.60774,40.915,
2016-12-30,40.51,39.62,40.55,39.39,30903.0,601595,-0.01931,-0.00702,-0.13682,0.04428,,,40.528,40.78857,43.63484,40.90077,
2017-01-03,39.74,39.53,40.15,39.11,33535.0,601595,-0.00227,-0.04678,-0.1018,0.04549,,,40.14,40.57524,43.66258,40.88587,
